first_name,last_name,personal_number,birthdate,address,county,phone_number,mac_address,ip_address,job,iban,currency,balance,latitude,longitude
Ionel,Oprea,3420129194311,1911-09-03,"Strada Răducu Ababei Nr. 980 Bl. 56  Sc. 61 Ap. 233, Sannicolau Mare, 939509",Vrancea,0732 517 169,14:10:a9:62:59:fc,174.126.191.171,Copilot,RO15RDDA6291985381709535,AWG,89258041683,-32.2748195,166.393953
Clara,Ardelean,2641223301809,2000-09-04,"Bulevardul Pop, Tomesti, 597266",Sălaj,0734 815 296,aa:b5:eb:26:f6:70,194.172.61.183,Tintuitor,RO90SHFL4021193100996158,ZAR,39779338471,-58.794195,47.898636
Horațiu,Dumitrescu,6721028106871,1960-09-20,"Aleea Dinu Nr. 102, Rucar, 999616",Dâmbovița,0269 504 247,19:4b:15:16:36:52,218.144.251.242,Operator La Instalatiile De Cazane Din Centrale Electrice,RO11MYVI3758794461197273,PGK,541469203,82.527315,157.277882
Cezara,Ionescu,6750820275380,1988-06-26,"Intrarea Lorena Nistor, Strejnicu, 510804",Călărași,0733 890 442,ff:02:79:c1:59:ae,10.230.43.150,Debitator-Ebosator,RO74ZWRR3948322696900472,TOP,38312762117,-68.536989,14.193687
Tatiana,Popescu,5930824056384,2002-07-29,"Aleea Albu, Anina, 167099",Suceava,0745 341 231,67:d5:66:76:01:4f,134.26.225.218,Rihtuitor Confectii,RO79HAWE0857993706491647,LRD,66881361320,8.111314,43.321737
Florian,Preda,5240901145062,1944-04-17,"Drumul Eftimie Nr. 960 Bl. 25  Sc. 35 Ap. 880, Dobroesti, 312299",Neamț,0720 386 658,0d:88:6a:21:95:74,129.205.79.51,Manager Al Sistemelor De Management De Mediu,RO31VGCS6767696753068321,CDF,61201954540,-7.1435495,-15.758370
Valeriu,Barbu,8030320356731,1959-03-16,"Aleea Cezar Pușcașu Nr. 478 Bl. 24  Sc. 18 Ap. 517, Tudora, 642037",Suceava,0245 762 020,57:38:a7:62:b4:f4,110.201.135.51,Procuror Sef De Sectie Adjunct,RO27DNRL2979360525751554,LRD,38174883533,-10.089171,87.758149
Gică,Voinea,1000222067311,1927-02-18,"Aleea Eftimie, Zalau, 782887",Bacău,0747 736 704,47:0d:c4:19:cd:0c,217.195.0.188,Secretar De Redactie (Studii Medii),RO58SSYO6202442698648059,INR,79300260648,-59.137555,-58.518288
Eugenia,Mazilescu,7770307011450,1949-04-12,"Intrarea Dobre Nr. 90, Suceava, 796498",Bacău,0236 323 297,eb:16:e0:66:a1:1c,139.140.101.69,Asistent De Cercetare Economist In Economie Agroalimentara,RO18UPJV0578966400291361,MAD,46103730625,-81.8505115,126.611686
Eftimie,Ene,2950809337370,2003-08-27,"Intrarea Aanei Nr. 60 Bl. 30  Sc. 38 Ap. 975, Barbulesti, 566760",Covasna,0237 666 844,bd:da:01:50:04:ca,160.2.229.7,Sef Oficiu Somaj,RO04BBNR6950741378512848,TMT,81735623352,-27.044134,105.569905
Augustin,Preda,3001019188354,1930-05-20,"Strada Pușcașu Nr. 86 Bl. 47  Sc. 38 Ap. 419, Mizil, 126737",Satu Mare,0739 407 850,55:d3:af:61:b0:06,156.87.80.198,Tamplar Restaurator,RO85DCKU6209257909816200,GTQ,987214283,-37.674550,-101.839904
Sinică,Mocanu,6701201452259,1984-08-31,"Strada Albu Nr. 45, Oituz, 758531",Neamț,0235 894 535,d6:4c:91:19:56:f7,170.185.85.32,Secretar Diplomatic,RO03LEMN3339615712906315,GGP,83513901893,-40.885891,-121.066544
Haralambie,Tudor,3060907231309,2024-02-10,"Soseaua Gelu Tomescu Nr. 273 Bl. 74  Sc. 63 Ap. 359, Blaj, 939846",Suceava,0246 655 118,43:4b:3b:ea:fb:98,120.65.221.156,Conducator Carte Funciara,RO22TXSU0133939012435282,YER,1318915642,-51.4679315,86.025367
Leopoldina,Stan,4950308175804,1965-06-09,"Aleea Ioniță, Horodnic de Sus, 276163",Brașov,0263 820 361,94:0a:2c:84:ff:2c,219.10.25.5,Agent Agricol,RO41ORPX1361145696723182,VND,17437944299,-77.8585675,120.472082
Lucreția,Stan,3470805121037,1930-05-24,"Soseaua Barbu Nr. 947 Bl. 11  Sc. 46 Ap. 446, Arad, 285237",Brașov,0730 384 403,63:90:5b:91:b6:e5,131.120.147.201,Meteorolog Previzionist,RO22XKBI8761437402128665,AOA,87730423669,-20.0215125,-14.886046
Bănel,Toma,2310815319699,2014-06-29,"Soseaua Alberta Popescu Nr. 70 Bl. 82  Sc. 87 Ap. 166, Timisoara, 841007",Maramureș,0265 601 749,3f:43:27:a5:b4:ce,134.118.155.254,Jonctor,RO66IDKT8292237052204418,XDR,83143272600,-22.3132455,-62.533125
Mircea,Tomescu,6000927108660,1970-04-28,"Intrarea Theodor Florea, Pipera (Voluntari), 653266",Arad,0711 078 003,87:a1:c4:dd:b5:f5,164.181.25.30,Analist Tehnic Piete Financiare,RO08CZBT2771864910964344,MWK,19576211988,5.333122,52.882830
Silviana,Popescu,8730802342461,1958-07-23,"Aleea Aanei, Negresti, 463312",Galați,0726 826 078,e3:42:d6:9d:f1:80,115.131.99.7,Cambist (Broker Valori),RO65CMNG7434364534398622,TWD,66729642778,55.154966,48.612348
Floarea,Marin,1370218217782,1964-10-10,"Aleea Toma, Fundulea, 104809",Bihor,0722 617 143,6d:8e:73:c6:77:c5,177.43.168.130,Solist Instrumentist,RO20YJCA4675541023124037,CAD,22472446972,-86.4762615,60.922331
Anton,Diaconu,3611216128559,1926-01-06,"Intrarea Tomescu, Glina, 729026",Arad,0238 388 001,33:e2:82:be:2e:8b,185.233.63.178,Asistent De Cercetare In Geodezie,RO06MIJJ4767033786084415,JPY,8666239418,-34.0736385,-108.035161
Axinte,Suciu,8330820086374,1913-04-17,"Bulevardul Călin Stancu, Balotesti, 974408",Dâmbovița,0252 838 827,da:b1:97:61:87:e5,55.26.135.106,Manager Imbunatatire Procese,RO33PGSN3845798052388833,TZS,42466081510,-50.5334895,-172.712890
Irina,Diaconu,2860610131480,1918-05-31,"Aleea Diaconescu, Otelu Rosu, 562073",Arad,0724 493 208,6d:9d:4d:4a:d1:92,112.215.74.217,Inginer De Receptie Si Control Aeronave,RO96ENTL8201717062323793,CDF,66877840722,-39.3921645,126.773114
Panait,Mocanu,2640714515620,1963-06-07,"Drumul Tudor, Huedin, 929066",Caraș Severin,0261 454 779,44:81:55:5d:63:6d,187.166.194.183,Impletitor Din Panglica Impletita,RO17UCVY0940330397580635,MMK,53205300688,0.024984,-105.460489
Mugur,Dinu,3291021264201,1951-05-16,"Aleea Dobre, Matca, 809920",Neamț,0733 741 320,ed:29:11:e5:4a:d5,146.133.129.245,Inginer Proiectant Comunicatii,RO14UUYY0535693418813720,GNF,25392516282,-48.629830,-169.237080
Romeo,Ene,3531109214013,1969-11-20,"Drumul Barbu Nr. 956, Lipova, 248272",Gorj,0764 269 979,ad:22:fb:39:8a:06,74.160.218.74,Operator Masina De Calculat,RO08XQVY8750619287034904,TMT,74191418063,8.199649,160.547471
Adrian,Ionescu,8181112071259,1972-10-26,"Bulevardul Florea, Apahida, 429566",Alba,0755 292 490,1f:22:8a:63:12:9a,123.99.22.16,Impletitor Papura,RO85KHEC5990574207973788,KZT,76447085768,11.1822085,-129.302754
Mirela,Dobre,6450526173194,1998-03-19,"Aleea Stoica Nr. 43 Bl. 94  Sc. 61 Ap. 431, Pascani, 475709",Galați,0753 862 410,37:c2:e6:5e:e9:73,126.67.22.69,Laborant Foto,RO49DYJJ6117966164892767,JMD,97758284658,38.307179,-165.716392
Marian,Ioniță,1890115371188,1928-04-17,"Bulevardul Geta Ardelean Nr. 452 Bl. 61  Sc. 91 Ap. 438, Darmanesti, 747531",Constanța,0233 986 179,5c:b6:f0:22:39:40,30.238.118.14,Vinificator-Pivnicer,RO12MQQR5537577158243257,BTN,36765505669,30.1144625,-100.782864
Codruța,Ababei,7050607279281,1987-01-22,"Intrarea Diaconu Nr. 189, Schela Cladovei, 803703",Neamț,0728 609 677,18:de:72:54:e2:3c,29.138.231.25,Inginer Montaj,RO88BQCS5235145761872999,ZWD,55971259705,16.6119765,132.811629
Nicușor,Florea,1970227080311,1988-01-11,"Bulevardul Dumitrescu Nr. 94, Barbulesti, 930483",Iași,0729 590 282,27:2d:0a:a8:c7:70,121.166.208.46,Taietor De Precizie In Lemn,RO07SBNU0640645876079913,KMF,63190266517,-73.092257,-12.425249
Antim,Albu,2010626153681,2006-02-22,"Soseaua Dumitrescu Nr. 60 Bl. 19  Sc. 80 Ap. 242, Galati, 168897",Bacău,0726 246 999,7f:47:f8:cf:32:b5,54.254.166.48,Dusisator-Polizator,RO67DJBK5675935899842110,GMD,81763089292,50.2939035,49.040496
Giorgian,Diaconescu,5990610057939,1971-12-27,"Intrarea Niță Nr. 61, Babeni, 454040",Bacău,0736 209 292,23:17:ce:ee:43:9d,31.229.76.49,Inginer Electroenergetica,RO36PVLR7108118664906431,KGS,2708839552,-21.5646305,12.144339
Daniela,Mazilescu,4300408298934,1962-07-15,"Drumul Mirona Voinea Nr. 939 Bl. 50  Sc. 97 Ap. 155, Voluntari, 817191",Botoșani,0748 233 162,d4:7f:e0:af:b8:60,221.55.136.111,Operator La Masini-Unelte Semiautomate Si Automate,RO73XUKP1950258329924954,ILS,12148607276,40.6764265,28.623240
Mihnea,Nistor,7470328293798,1946-12-13,"Bulevardul Alberta Mocanu Nr. 27, Straja, 374515",Bistrița-Năsăud,0263 526 499,08:e5:b5:1e:1c:69,152.72.6.42,Pilot Parasutism Incercator,RO59KZBV4114276322142725,ETB,29401415227,-79.2924455,120.566762
Nelu,Marin,8511011352817,1987-07-15,"Strada Diaconescu Nr. 520, Beius, 110797",Iași,0252 907 637,94:00:d8:3f:14:27,18.181.209.224,Sef Expozitii Si Targuri,RO67RKLK7551053741264920,KHR,64816924085,-82.3792105,-104.682255
Emanuel,Tabacu,5021123141451,1980-12-18,"Soseaua Traian Barbu Nr. 18, Gaesti, 240135",Prahova,0725 643 477,7d:b9:b8:52:cd:1f,156.192.10.14,Cercetator In Constructii Aerospatiale,RO06RKGL6640633220838246,PAB,32874580021,61.4388075,-49.937558
Marta,Pop,3571210421371,2006-08-19,"Bulevardul Evanghelina Marin, Sighisoara, 244961",Giurgiu,021 377 6965,42:f1:09:ee:86:0a,156.34.115.77,Director De Hotel,RO35JRER3380317426166448,PAB,2161648113,74.3613435,70.915603
Iris,Ardelean,5760404150544,1995-03-25,"Bulevardul Valentin Toma Nr. 83 Bl. 96  Sc. 21 Ap. 944, Peris, 826819",Vrancea,0240 922 427,a7:38:a8:2e:74:b3,170.149.101.168,Conducator Tramvai (Vatman,RO86COCE9301028797261965,UZS,52175388905,-80.9732755,177.570868
Gherghina,Marin,2160531528383,2020-09-09,"Soseaua Barbu Nr. 11 Bl. 46  Sc. 76 Ap. 293, Sadova, 731677",Bihor,0747 561 043,69:a1:59:b7:80:dd,223.122.90.55,Sofer De Autoturisme Si Camionete,RO81JGDK0382045951348294,AED,88348951263,-69.1648975,1.088133
Sabin,Dima,5660924217465,1998-05-25,"Bulevardul Denis Voinea Nr. 515 Bl. 79  Sc. 40 Ap. 620, Zalau, 496193",Satu Mare,0749 518 605,d3:d7:1f:5e:b9:c3,114.69.254.95,Sef Serviciu Marketing,RO25XCKP3046497814938508,DJF,61446879542,-39.395497,174.700351
Theodor,Ababei,8070213292570,1972-10-16,"Strada Ioniță Nr. 387 Bl. 76  Sc. 79 Ap. 650, Gura Humorului, 354872",Galați,0767 835 422,ef:0f:bc:22:d7:cf,192.159.110.120,Asistent De Cercetare In Tricotaje-Confectii Textile,RO02PNEC7224385438778378,LAK,46374123891,-31.0337835,38.462437
Traian,Dima,7980402190495,2010-10-05,"Intrarea Eftimie Nr. 648 Bl. 96  Sc. 28 Ap. 899, Pancota, 953650",Bacău,0786 162 874,ff:00:55:be:2d:f8,218.119.9.95,Conducator Intreprindere Mica ,RO63ZJUN2274287325966437,KGS,85954112293,-72.6490375,-35.549837
Tudosia,Stănescu,1791015249381,1926-04-12,"Drumul Ludmila Tomescu Nr. 59, Baia, 880017",Buzău,0759 754 046,12:e8:33:6d:5d:9e,198.83.52.169,Expert Inginer Metalurg,RO53HNEN9218368390765094,HKD,95943158547,24.259102,-9.491798
Teea,Stan,2661021303021,2009-07-27,"Bulevardul Iulia Georgescu Nr. 25, Harsova, 635344",Brăila,0757 819 919,32:dd:82:06:a0:ce,80.192.142.239,Consultant In Resurse Umane,RO54FICG9413549545550656,DZD,15594046784,49.753444,-66.861272
Daniela,Popescu,8520612338997,2004-07-05,"Soseaua Stan Nr. 619, Sacele, 441811",Suceava,0238 160 623,b4:72:5d:f5:c4:25,160.118.17.232,Inspector De Specialitate Statistician,RO03PJRS8237704290938999,CUC,29767274795,-13.1256275,176.963823
Fabiana,Georgescu,6880911205584,1919-05-21,"Aleea Niță, Jilava, 215553",Teleorman,0240 313 991,99:f7:28:86:aa:63,124.119.23.31,Sef Serviciu/Sef Birou Daune,RO49KGOW8096457871197312,ISK,88572194698,-87.520075,40.245666
Miron,Pop,4470619418213,1952-11-15,"Aleea Teodora Stănescu Nr. 848 Bl. 92  Sc. 85 Ap. 176, Breaza de Sus, 994476",Vaslui,0237 993 674,25:55:45:d9:04:ce,132.114.55.26,Cuptorar Ceramica Fina Si Decor,RO02BPNK0549265567439713,XPF,63357353815,51.0928015,129.426821
Timea,Voinea,5370405357488,2014-12-11,"Bulevardul Dinu Nr. 220, Valu lui Traian, 627177",Neamț,0738 015 910,69:8a:2e:73:8c:3e,185.83.57.141,Femeie De Serviciu,RO98NHZK2791656698073142,GBP,91517103167,-46.244631,-105.314274
Julia,Dinu,6300530130714,1984-04-24,"Bulevardul Pop Nr. 71 Bl. 57  Sc. 83 Ap. 510, Carei, 656489",București,0233 262 748,08:56:ad:0c:52:f1,99.55.48.184,Confectioner Tambur Filigranare,RO13JLUM3685709692214507,TND,44106979449,-28.871770,-86.901903
Liviu,Nistor,6880521165541,1964-01-05,"Aleea Valentin Preda, Iernut, 256117",Constanța,0784 584 850,aa:14:96:de:d2:5d,29.120.170.110,Director Palate Si Cluburi Ale Elevilor,RO53GRFA2655899887538809,PAB,89494121359,37.541082,78.444680
Tamara,Nistor,8930808378920,2006-07-28,"Soseaua Eftimie Nr. 970, Santana, 670581",Tulcea,0250 072 466,40:05:68:06:22:ec,174.166.226.176,Laborant Petrolist/Industria Chimica,RO46YEHQ5968282369445990,STD,53396225593,-24.5558155,-133.218200
Estera,Niță,5650307205074,1980-05-31,"Aleea Arina Stancu, Raducaneni, 478989",Argeș,0754 957 791,3c:f4:a4:e0:59:d2,54.217.128.20,Director Centrul Judetean De Asistenta Si Resurse Educationale (Cjare),RO09PUKB6249868403596366,RUB,99781010751,77.5769305,-168.560401
Ana,Ioniță,4460610373990,1998-08-29,"Intrarea Codrin Popa Nr. 935, Barlad, 177838",Giurgiu,0759 714 416,44:da:68:bb:21:fe,189.52.58.19,Regizor Muzical,RO35JBGX8523357052010125,USD,39567952815,0.210460,-166.017180
Mioara,Ababei,3030620360529,1934-08-30,"Aleea Popa, Babeni, 401885",Maramureș,0258 982 447,41:57:c9:d9:80:91,166.161.249.68,Tratamentist Piese Optice,RO73IPBO8337917442145153,UYU,71937809788,43.9629215,-161.349730
Cristobal,Diaconu,4751106301018,1948-04-22,"Soseaua Aanei Nr. 734 Bl. 22  Sc. 47 Ap. 203, Drobeta-Turnu Severin, 324470",Iași,0758 700 730,01:4b:3c:af:ff:33,43.27.36.158,Operator La Masini De Urzit,RO74CEVD2893786684263402,ILS,47140607109,47.172075,-118.515398
Roxelana,Oprea,8090322283252,1953-03-16,"Drumul Dorian Tabacu Nr. 861, Straja, 253935",Arad,0766 817 036,af:ee:94:d4:08:16,208.144.43.131,Inginer De Cercetare In Exploatari Miniere,RO34AHEP8884570914176214,SYP,40763235617,-42.8757105,-67.189902
Suzana,Stan,4210209364216,1989-05-08,"Soseaua Barbu, Tandarei, 303064",Arad,0772 509 545,99:18:9c:2d:ff:27,149.245.199.70,Incarcator-Descarcator,RO06MMAZ7231851475035989,PEN,1342578011,-19.6338735,-100.645089
Eric,Stancu,4571119049357,2000-10-18,"Bulevardul Florea Nr. 289 Bl. 84  Sc. 40 Ap. 833, Turda, 936782",Suceava,0237 987 291,6e:52:af:b6:ad:b3,28.182.190.249,"Ingrijitor Farmacii, Cabinete Veterinare",RO44FRHZ1401158248633879,TJS,96498340698,-20.9883275,-90.787732
Loredana,Oprea,5030309151336,1968-04-20,"Drumul Mazilescu Nr. 432, Valea Mare (Babeni), 338978",Bistrița-Năsăud,0255 264 841,f0:95:e2:b7:46:f2,166.192.235.5,Executor Bancar,RO94CKUH4230953373287554,JMD,91810607570,45.9861665,-56.288146
Cristofor,Voinea,8690830254240,1989-08-01,"Bulevardul Tabacu, Beius, 423325",Dâmbovița,0756 944 804,7b:fc:a0:04:a7:5c,65.221.111.140,Fermentator Otet,RO63GTDU5479344971276926,SHP,56623993429,36.8837265,108.940755
Radu,Toma,7890909184152,1955-11-24,"Aleea Dacian Nistor Nr. 341, Peris, 945809",Galați,0754 580 257,b8:29:0e:c2:13:4a,49.105.170.201,Slefuitor Metale,RO54YPOV5500324003865322,DOP,98026567026,25.581905,-152.742492
Jenel,Diaconescu,1491225457976,1928-01-16,"Drumul Diaconu Nr. 37, Satu Mare, 455265",Buzău,0759 696 463,54:15:35:4d:c0:a9,66.106.220.46,Operator La Tragere Si Munitie,RO77NJUP4504821444448790,AUD,96321172199,-77.282247,116.959522
Emilia,Dochioiu,8590819367114,1962-07-11,"Soseaua Popescu Nr. 744, Boldesti-Scaeni, 420683",Cluj,0753 718 661,52:e2:73:55:d7:7f,37.187.198.96,Inspector De Specialitate Arhitect,RO24MNIT5433275178940492,EGP,47616781191,52.034092,155.173938
Rebeca,Nistor,5180303290072,1971-01-21,"Aleea Iris Ardelean, Giroc, 659326",Vâlcea,0258 418 855,9c:f4:6c:7f:d7:87,22.198.30.229,"Pilot De Mare Larga, Pilot De Port Maritim",RO89KMFD6165374159553215,KHR,14578450595,-25.672434,-137.915657
Clarisa,Stoica,1830405460577,1919-08-04,"Intrarea Dima, Marasesti, 512611",Tulcea,0735 306 283,de:47:11:53:68:5c,105.101.160.96,Electromecanic Masini Si Echipamente Electrice,RO70QIAN2902295355345953,SPL,30823566653,82.702460,118.286076
Amalia,Pop,8070926117736,1938-03-31,"Intrarea Adelina Ionescu Nr. 89, Tecuci, 155553",Ialomița,0257 263 130,e6:0f:4e:52:8a:be,34.82.215.67,"Ajutor Maistru Tesator, Tricoter",RO52UDVB2575288789587355,TVD,27200013973,51.9715825,-147.808260
Malvina,Dinu,8680602125418,2009-10-09,"Drumul Nistor Nr. 64, Sabaoani, 261707",Brăila,0742 818 957,10:67:b6:d1:2b:e6,123.124.113.27,Referent De Specialitate Selectie Programe Tv,RO94UWZH6279729692654338,AED,44482551240,6.888558,179.853842
Marilena,Tabacu,4730323386069,1944-12-17,"Intrarea Felicia Tomescu Nr. 87, Mizil, 510379",Ilfov,0750 220 032,75:81:7d:fa:e5:0e,107.244.115.242,Detector Pierderi Apa Si Gaze,RO94XICR7751372675168133,INR,59780050996,3.315301,-36.804559
Casian,Cristea,6100701037860,2012-08-06,"Bulevardul Stănescu, Baia Sprie, 289561",Bihor,0764 321 702,a5:1d:84:19:2d:5f,140.114.93.14,Primitor-Distribuitor Materiale Si Scule,RO97EDVZ1729812352649385,TJS,72798611047,36.3581645,61.093316
Roxelana,Nistor,7500814232267,1935-12-04,"Bulevardul Marina Barbu, Horodnic de Sus, 877082",Alba,0240 809 441,83:b8:eb:12:ed:27,25.41.41.104,Manipulant Marfuri,RO84TLJW6719894082440127,QAR,54284809614,47.1207855,-59.792218
Matei,Dochioiu,8230312336836,1967-06-25,"Soseaua Georgescu, Nasaud, 480239",Ilfov,0737 494 887,4c:54:c5:6d:6c:00,149.124.191.41,Conducator Autospeciala,RO50YCJM4630955087403288,SAR,18085709301,-61.885069,-9.226818
Clarisa,Gheorghiu,6850905210276,1983-08-29,"Intrarea Diaconu, Bragadiru, 938174",Vrancea,0728 069 148,33:33:41:24:03:36,30.176.178.101,Intretinator Textile-Piele,RO71ZZAI9249060516184720,BWP,21416256455,69.8683555,65.037011
Ofelia,Mazilescu,7860501323075,2016-06-06,"Bulevardul Lelia Nemeș Nr. 41 Bl. 69  Sc. 25 Ap. 549, Murfatlar, 221195",București,0747 389 611,3c:77:66:8d:d4:57,211.110.15.64,Inginer De Cercetare In Creatia Tehnica In Constructia De Masini,RO37ZXWD3808987430996462,BGN,64738557855,-21.921213,54.909659
Laurențiu,Diaconescu,2251012447499,2015-12-13,"Drumul Ababei Nr. 652 Bl. 10  Sc. 67 Ap. 137, Dumbravita, 893751",Bacău,0744 654 357,9b:74:68:58:21:e6,57.233.214.169,Operator De Insamantari Artificiale La Animale,RO38QNIL1842484966729800,DOP,94608415427,61.248772,86.814347
Mădălin,Popa,3010711214781,1992-07-02,"Soseaua Pușcașu Nr. 426, Baia Mare, 718307",Olt,0248 876 371,35:45:a8:57:0b:3c,116.195.189.169,"Consilier Inginer Textile, Pielarie",RO18KTXT0366370854942698,JPY,15097233569,-35.265608,-82.375865
Camelia,Suciu,5911107313531,1968-01-13,"Strada Viviana Stancu Nr. 50, Tecuci, 443479",Maramureș,0728 468 776,09:0c:cf:c9:34:f4,204.249.107.29,Consilier Inginer Constructii,RO04XNGM2930125952557393,KES,59407098620,70.119225,171.255715
Cipriana,Ene,3940620022648,2005-11-17,"Soseaua Ioniță Nr. 43, Sandominic, 317592",Alba,0767 643 985,50:88:85:f5:01:54,215.202.7.66,Viceconsul,RO93LRTA2907796312930854,AED,10368192377,44.080273,-150.591420
Clementina,Aanei,4170821271073,1983-11-12,"Intrarea Iridenta Pușcașu, Balan, 193223",Iași,0723 287 765,28:12:e9:38:0e:7d,63.151.238.45,Reglor La Masini De Prelucrare Mase Plastice,RO30EHAC8876395033528361,XAF,71499790772,47.017811,0.152224
Eva,Preda,8230430188115,1962-08-26,"Aleea Cazimir Marin Nr. 12 Bl. 33  Sc. 25 Ap. 998, Balotesti, 522285",Bistrița-Năsăud,0767 662 330,06:fc:62:ef:0c:f8,143.216.224.216,Consilier Inginer Metalurg,RO62LMGY0069599892746224,TND,91962034431,61.514102,67.190747
Delia,Stănescu,5441118012254,1988-03-29,"Strada Toma Nr. 918, Fundeni, 301219",Covasna,0785 073 145,63:38:23:66:8f:74,187.244.148.116,Reprezentant Medical,RO49ZZHS5890309527401648,TRY,90407155353,-37.7445465,169.813415
Răzvan,Oprea,8891013469010,1941-03-08,"Intrarea Stan Nr. 791, Valea Mare (Babeni), 470155",Bistrița-Năsăud,0746 536 181,e0:a0:5b:a6:88:d0,99.88.211.185,Medic Medicina In Familie,RO12OVXC9055394105271327,JEP,96557256006,48.6039185,153.236489
Ramona,Barbu,1220114429756,1970-09-25,"Strada Florentin Albu, Pechea, 963861",Brașov,0237 472 975,9a:9a:b4:ac:94:ce,20.153.241.170,Secretar Sef Productie Film,RO46FKLI7829322301194416,MDL,22199550451,-7.0375695,-57.595408
Ina,Stănescu,6281103400537,1981-02-02,"Strada Niță Nr. 738, Saveni, 171662",Caraș Severin,0755 283 148,17:af:46:15:38:e8,74.146.37.153,Manager Energetic,RO23LKAK6179678652058962,HNL,32135161361,-23.840865,-98.007957
Monica,Nemeș,8130816414624,2007-10-17,"Aleea Ardelean, Afumati, 343789",Vâlcea,0235 272 143,0e:3d:87:64:3c:64,182.92.138.48,Filator Fibre Sticla,RO78SCCA7781321237454086,COP,75764139878,79.601705,170.744751
Eremia,Nistor,7990918307529,1971-12-26,"Intrarea Mocanu Nr. 813 Bl. 96  Sc. 80 Ap. 975, Arad, 776690",Neamț,0772 936 640,18:db:eb:18:2d:4c,145.249.126.96,Inspector Salarii,RO63MSXQ8420126924070018,UGX,40976725497,28.4205045,-49.743401
Bartolomeu,Dochioiu,1700729454077,1940-01-28,"Soseaua Nemeș, Barbulesti, 494163",Giurgiu,0757 578 819,b4:d9:82:5c:05:4a,10.212.160.115,Operator La Masini De Amestecare (Produse Chimice),RO36YQIR5065961809190711,BYR,7912951817,-16.435861,104.745685
Eusebia,Gheorghiu,5190612210439,2014-08-03,"Drumul Eftimie Nr. 715 Bl. 68  Sc. 63 Ap. 998, Corabia, 280379",Sibiu,0725 027 465,1c:69:2f:24:8c:13,209.150.3.178,Organizator Protocol,RO74SIKL7742381766854374,CZK,57863952043,-63.2511175,-162.025489
Fiodor,Pop,8700215462482,1991-09-09,"Soseaua Pop, Fieni, 151833",Brașov,0249 976 624,07:41:a8:80:85:6d,192.202.186.101,Inginer Masini Termice,RO66CEUR4631496777213383,CDF,76787479686,-84.631219,-142.722186
Florica,Mazilescu,1210629058204,1935-01-25,"Intrarea Dorli Toma Nr. 65, Ramnicu Sarat, 288272",Timiș,0236 491 459,bb:ce:4c:17:eb:c3,125.81.11.221,Comisioner,RO42ONSG7802810950318599,ETB,92780173614,39.525545,26.418018
Aleodor,Pop,1600627146170,1954-09-30,"Drumul Albu Nr. 70 Bl. 46  Sc. 91 Ap. 795, Lipova, 691189",Brăila,0721 524 081,df:d7:fc:e2:df:fa,111.229.200.116,Manager Banca,RO40TZMZ1601951063164396,DZD,53688439644,6.2824445,-13.011719
Felix,Suciu,4710219278192,2000-02-16,"Aleea Iris Marin Nr. 634 Bl. 40  Sc. 83 Ap. 194, Constanta, 996527",Călărași,0251 347 931,ca:24:c4:5b:b0:e0,93.59.62.202,Secretar General Al Guvernului,RO74XPGL4870925975347420,BDT,19974968010,31.878217,-152.001963
Georgiana,Dima,8540609418997,2009-10-11,"Strada Agripina Preda Nr. 304 Bl. 87  Sc. 64 Ap. 690, Bistrita, 584931",Galați,0739 496 638,94:05:da:ac:98:48,37.147.29.235,"Sef Revizie Locomotive, Automotoare",RO98RITY5433949348169913,SHP,66797949015,-61.3337065,-143.632176
