,phone_number,birthdate,address,job
183,0762 131 084,1952-02-10,7ebf8ec1e346c609fae062ea6d455669ba4c8d1f077f2a235cd99efc5f072180,Vanzator Ambulant De Produse Alimentare
184,0758 464 809,1920-02-24,08f4600fd5e6a81a9d2bca219f81fc38c3e5cb19640388f78133762d150d502f,Frezor La Masini Roti Dintate
185,0784 447 814,1910-12-01,80a67c9e72bc2c30b294ca05151ac41196a83530aeed21ba868a510bd2c1efac,Culegator Manual (Zetar)
186,0768 652 057,1929-11-14,25eaf3cde84bc37de6f1f04d7db32882b34a0ff5bd49f46d4622a5c9ded60db9,Instructor Sistem De Productie
187,0254 028 578,1930-09-17,58ec9932d05848591f4f130745fa3bd562850dd59efc4088a11ea23ccaf6127c,Proiectant Produse Bancare
188,0758 796 621,1921-08-27,5bc0931f19b54c60d71b6e5a8553b1c65364d732cebe72398a77984cd6e5c195,Preparator Mase Plastice
189,0238 714 860,1978-09-28,319cc44a2a44f394c7f2bce3931a29f0b2e74c81663e46ebaf149b5661491bf4,Asistent Medical Consiliere Hiv/Sida
190,0254 838 981,1953-10-01,a0c474f2ff79869e3ebdf1ceb7a390c3d547ee0b127f745a4d2d8c6c4f656b72,Curatitor-Sablator
191,0258 294 005,1966-01-13,88e88e1b8296e45ea89a6c53d37869cecccc51de3598699a9838130bcd8e9db3,Agent Capital De Risc
192,0244 273 886,2005-10-26,7cc52278a3317318f446dd61846ea1d2c6294793e598c027299a4b64739e6f0a,Operator La Deservirea Razboaielor De Tesut
193,0735 878 281,1943-08-12,9c1d6a8a628251a3e9df65469614d873f6feea0830401132aa508a9c521813c0,Tehnician Meteorolog
194,0736 725 937,1951-04-04,e2c8986141d07fb018274e88d7438c3fb2f14201c850f4798d27510e883a9298,Confectioner Parchete
195,0733 553 496,1940-01-09,555489e5b336c5147ea0cd71bb7b736b19c0a49ae44a2a4a73e952053aa30bcf,Operator Rol
196,0268 955 944,1908-08-31,fc55d2a2a43421d958846eb4bd45b21eae61f33a9acf6a04f37681d373711df1,Sef Serviciu Termochimic
197,0711 135 943,1943-11-23,c67016df32da2c284a89b2917ea5c1fc79d2fa1ec97f44ea18e2359df93bbd5c,Ministru De Stat
198,0257 102 900,1936-08-06,e79651ec5a6795fdb35fcaa43f2750f9df3ba4dd7e598da877f6b37ec16328dd,Montator Electromecanic
199,0766 766 421,1931-12-23,48978973c386a821dee157771f44e3e82eb1ed787f18cc14f09f6704fb1968e5,"Marinar, Pilot Naval, Barjist"
200,0233 929 949,1916-05-31,2a0b9cf82b845265658be7d81f80276bc1110521bc6eafc6098914f4d934965b,Confectioner Rondele Din Pluta
201,0722 735 318,1994-11-21,0de41f937c924d2353d2734d5a8ef78bce5005e2ed1ea04fce3d134641746708,Sef Pastravarie
202,0237 810 912,1984-09-30,57976029e2b0ef8a0914f5fc6601daaa16819d7397a3fcd67a7184ab5622fb2a,"Preparator Extracte, Arome Si Esente"
203,0740 472 049,1954-01-12,6190c637c02b5a26225366f682c2d4f7cf56fc63df998e1aa823fc596169fdc6,Dozator Prelucrare Cauciuc
204,0746 779 363,1941-05-02,eb4eee285adb3c29210a4ea46ba5cd9f8a13e460e8f77fc58c631fec5de2e60f,Ministru
205,0259 368 478,1927-08-22,84e27ec96137ee7ebd8a4f0adbaaf3207f6ed8ff93f3a725e486571b94d9044c,Lucrator Bucatarie (Spalator Vase Mari
206,0768 956 678,1930-11-07,dde7d967a42dd43dd151c8da9b5fbb73aa3132658238f453a05ccfe868311a6a,Expert Evaluator De Active Financiare
207,0758 459 529,2023-09-24,85bcd012629505bc87b6b67c0b3fbf70f14fdea49e288a350c09e88fd34cfee8,Prelucrator Produse Ceramice Prin Injectare
208,0726 908 213,1930-01-02,eb0a925336007d14fa4cf5a66786e99a7eb94cb384207507c6054c75d6b5d713,Expert Farmacolog
209,0711 524 889,1948-07-13,f2070c8edf992f9a9f626f8a189a6e02ccedbfc052b1bcae176f578f1e2d612b,Operator Metrar-Volator-Dublator Textile
210,0720 091 732,2018-02-22,54e22b9257b8400e35f250d549bbe45c592f198f9b11309ec3cc29d4fc1ccc16,Evaluator
211,0760 553 755,1990-03-17,c200a844b7eff040c9a36debeb49a3be90443fde3ceace3aacd5ccf420608f95,Sef Mecanic Instructor
212,0785 414 419,1960-09-16,119c7c605a33efb468d17c075bfbb215f583e5104b65c28d095ff7f6963d0ed7,Tehnician In Industria Materialelor De Constructii
213,0265 504 326,2023-11-12,58f954416e6edab73214ee15bd0e12ff6d99600067d8f194423b7a7515f745e5,Culegator La Masina De Cules Si Turnat Randuri (Linotipist)
214,0256 212 886,1941-09-30,b8b6c6fdc54e860c150464e851f21bc03fe8f7eb744f09afc70a726adf13b8f8,Rectificator Piese Producatoare De Ochiuri
215,0245 012 740,2016-04-18,c5c55970ffd9f6dd1ec5d774515a8f8917b23c1f32b2b22aa7211e6061968e33,Delaborator Munitie
216,0237 246 201,2003-04-11,e3cc08b7062e9b0c835d344f368dfc64c8c745ff4c2e6e4af208bd88fbad8e8f,Sef Agentie Publicitate
217,0234 663 338,2014-06-04,9fd7d53255a6c71f40b7daf99c472f96544dc03150c79d0645bd52188dea332d,"Controlor Vamal, Controlor Pentru Datoria Vamala, Agent Vamal (Studii Superioare)"
218,0742 622 985,1908-09-06,444f1e3d204025f48216e103f11b69c80ff396e7c6c85b4ccec1d8895951b76d,Inspector De Specialitate Inginer Industrializarea Lemnului
219,0725 883 556,2018-07-16,c7231c71bd68a5a1a815e3753dfc7d97d1399d0c25e627d3820ca2b3b6152d81,Operator Control Nedistructiv Cu Lichide Penetrante
220,0771 091 680,1977-08-28,099aca8b640e948da2580b10e46b727c95bbc51b87edebff8c52210b980d3429,Consilier De Probatiune
221,0247 200 180,2005-03-08,88f45a9c6bacc474106e4933273490ecb180d964b776a5735e970176e5d9e499,Arhitect Restaurari
222,0258 490 192,1946-04-13,99f3a7364c41e7d2971f4e5d78f42ff99e5fb5e0c1c9c3a4e1800f3cf2dca7f1,Inspector De Specialitate Arhitect
223,0780 400 155,2005-01-16,8e9578c47ad2746cd3c0a911df66333cf698f0ad25c8206cb583a10c83e063ea,Cercetator In Matematica
224,0246 524 466,1974-04-23,79071589a0e41c3533032255270372f4fbc8aab837f6fad93d8dad146cb8f2d2,Distilator In Industria Chimica
225,0243 957 378,2011-10-26,277b3e3094cb108fa8c6accc5668920582bec52bf3b0dbda9acdabe17d4f3702,Stantator Piese Pentru Incaltaminte Din Piele Si Cauciuc
226,0731 821 959,1941-09-25,70b7196e4d3ab6062fde7e457f1dd68c31f27aa37d0c4bf8ee949f1b73e69742,Tehnician Cadastru Forestier
227,0768 015 434,1977-12-19,ee7ecd3a703b1252bcf1dc888cebb91bbebc493c594d901b38bd3d56512bdf20,Reparator Aparate Foto
228,0734 772 569,1949-07-12,3d2417ee67a6302c011b9ad7f7db95fb7d826059cd89b62f1b42b897026adc33,Sef Statie Uscare-Conditionare Cereale
229,0729 784 929,2021-10-12,c0af254680c41c2b6a3c29ab0e558e7d0815597ae50fea234b73043fe64d519f,Turnator Fonta Pe Banda
230,0241 258 069,1929-03-24,ab4b17d7e833225aa702e6189ad5c31a98159504e154a3c761d972059c860de9,Slefuitor/ Sablator Geam
231,0254 714 770,1941-10-01,587a15b634c4c3fadea28dd173756c43e51c6f27c8b4df2216baabc863a049dd,Sef Vagon Postal
232,0759 469 237,2008-01-11,071a9e8addaa28e96d8c1359e199cbdb5b71d47b2e67cdabb28bb02485c7f34a,Conservator Opere De Arta Si Monumente Istorice (Studii Superioare)
233,0245 821 694,1947-10-11,d66682d9f5c476c0e501abb8baeac0d0e92b03861206d86614cf1a3b2c39b852,Operator Chimist La Fabricarea Colorantilor
234,0746 482 824,1967-07-08,87533b9faf8ed776934c583ac9cb5b7abf2ded3df518f755290780a4f39f3421,Preparator Benzi Cauciucate Si Compozitii Emplastre
235,0245 592 610,1977-10-14,bd6142c03649b13e0d2f464de78db118aefb17d5cc713c5f26796cee89e0bb98,Pregnator Prize Tehnice Si Banda Izolatoare
236,0724 214 888,1941-10-16,e021c9aea1aea6f296c0f4fba50b45f910ca830d3f9c2470ade08e97b798afb0,Lacatus-Montator Agregate Energetice Si De Transport
237,0245 801 623,1954-07-03,dc4dcdc5e47e9f1497644dfece8f707472249f0bd63425d0d8f77eed739a3f9a,Viceconsul
238,0725 702 527,1981-05-06,d896cda7e9d660f2da5182acb7b3a3cdcc46f5965cf2a2c2f8eb3b62114ac4c5,Inspector Scolar Pentru Implementarea Descentralizarii Institutionale
239,0256 137 747,1987-04-30,e958332d16b3a2b1d03f720f16573ebdeace6b76e72ec0f54b339a244325daa4,Fochist La Cazane De Apa Calda Si Cazane De Abur De Joasa Presiune
240,0268 268 812,1988-03-20,95daa92b1155871e3a72f759966afdd8141d75fb21a59c001fc4e2f239ec2a18,Sudor
241,0731 844 713,2015-06-06,d1863c04cc8aad3c5db0d8677c6e04ab08e1b7a58541884541c378b9f3089593,Inspector Coordonator Daune
242,0758 136 680,1937-02-25,211a27d1618279c7019c1ef2302f90e9532408bd49aecfedd25d3c2517e0b929,Sef Circumscriptie Sanitar-Veterinara Si Control Al Alimentelor
243,0766 447 053,1932-04-11,2e5ead1c530896ad68ea9fb2e31afb4b31e301eb227bd426e9db39ccb7ba5f59,Dealer-Sef (Arbitragist Banca)
244,0788 697 934,1935-02-08,f56af9a29e408e35f5a872bbdd08f4f8ede992a1578581db44e8156ae4066eae,"Decan, Rector, Prorector, Prodecan"
245,0748 442 521,1963-11-04,317a0edae59f51c18922d472cb9f54817f0397bdb744eabf9ab3d76e52dd87a7,Fochist Pentru Cazane Mici De Abur
246,0788 806 541,1935-05-11,875274e73e3f289945262d4a6e956dbd1cf913fc0d67be797aa0533fcd2cda40,Inginer Constructor Instalatii
247,0758 136 080,1976-01-21,81a63240141b5679b7a6edcb6b25da7be1d5cf814b955f3d5be0784da176f58c,Consilier Si Consultant Juridic
248,0756 879 421,1997-05-06,ec076397d8323584f1e31a02851e604195af2f60872936c87fae5086f1aca0cf,Tehnician Criminalist
249,0753 306 778,1943-01-08,d64afbb06d56bde618da3651846550d7de419171767676fdca94dc14faaeef34,Taietor Geam
250,0786 299 645,2018-05-21,5bb42ca7fb94c3c137777d73b62be931a30cac425c2b27a2a11880c7300a863f,Operator La Obtinerea Produselor Din Spume Poliuretanice Si Latex
251,0250 199 109,2024-02-21,5ce2ce2f5e8e051f05352f388ced0d09406aec90aabb7ac82c7457406fd595a2,Vopsitor Auto
252,0269 481 873,2006-06-22,508b4eb047ffa16e8a28f51a4b1f91fbf6320770d368e5afb65247d530735690,Operator Separare Magnetica
253,0265 700 224,1966-09-18,44854f327ecf10a352c872c6397d748a908cf20d7027564d54c44c5d018e6c29,Director De Club (Hotelier)
254,0261 614 045,1982-01-13,590ba629bb6a2deaa681709486ca51d9d1f4019e79e73f72bbfe73c0780db440,"Finisor Textile (Vopsitor, Imprimeur)"
255,0727 869 200,1916-03-24,52de3592e4f955049d260a753e8ac72593ca5e2bfa85bb34d726f15daea8268c,Fasonator Produse Din Azbociment
256,0250 801 889,1960-07-18,7bc0873e5d4469d133631bcaac63a5db6692dda66caf871b38a2a70579dc8307,Art Director
257,0749 201 670,1926-08-08,88b82b6f20c4a789b8ac35d07f127e31ff972e11a5ce4e0421cee885ea0fa567,"Marochiner-Confectioner Marochinarie, Dupa Comanda"
258,0764 584 505,1961-05-25,248e1e7fde4c6b54bc67d3ed7d558fa597f022a99c513c4557f1629ffb1728e3,Modelier Naval
259,0244 594 556,1983-01-31,cf3ebe9fd5f5518c68fac37948dd6b68e31c25ac26e5be90c670fcda6a467cbd,Cofetar
260,0764 206 636,1988-05-28,81f8bc7b32be44541f4df42b8a785420cda410ace86def756b3df71ce34b95bf,Consilier/Expert/Inspector/Referent/Economist In Economie Generala
261,0724 468 515,1995-09-30,8cf493f048dba093703c4244b2d2993a04f87a50f74e9511e9b4cb38507e601d,Inspector De Specialitate Asigurari
262,0250 468 367,1953-11-10,2c4f6a5b7d7442dcb65cc24a8c9cc7e2b96794e457bb15ed4f57717e7de17cfb,Maistru Mecanic
263,0729 875 922,1959-11-03,63f5f85278299d6993cb17c64fef98db7febc6f4da229fccbc84aebbeac73ea8,Maistru Petrolist/Industria Chimica
264,0727 654 332,1968-10-02,10a275eda7faa27efc934f2533948a3ba1cdca9cb6429818eabc773d13f7d5c6,Inspector Iscir
265,0235 374 119,1923-02-08,76579287ce63b9c160b536b2e08cb287d8faf6ee99390fa5c1eeedef9ba54b73,Director Filiala Cercetare-Proiectare
266,0232 276 723,1938-04-04,b02525556bbfd1a1c64bc68ed216c6e3fe9ac26a8957caba5f6fe332ea9127b2,Agricultor In Culturi Vegetale Si Crescator De Animale
267,0730 885 234,1952-09-03,6bf9319fa82c4a10889f42ed439df63a11a0ff526e90facd6e64ec4fb81b9e18,Electronist Telecomunicatii
268,0753 935 619,1936-11-03,4169a14f02a57314f6cc78c39ec5d34e82fafe380825046bd0a5a96e78792c48,Navigator Dirijare Zbor
269,0788 026 347,1928-04-30,606f9b00c37077acf726fb155ee1589a2ed6d5d1fd14f99b4828c76ba1ece272,Verificator Valori
270,0760 490 125,1952-03-15,5cea8b9c048fd3f7f1f2c8ec9a89c023d67b664d541951f00575012c2c0e7519,Verificator Valori
271,0261 559 299,1956-12-30,2e44bff67d80f7f9443e077ade8e8aef2e8c55073811689955600fbac496124a,Sofer Autobuz
272,0772 856 318,2010-01-19,8322696308205291b388300dd1cebbf549dac1f01a0583d86e803811612da71b,Proiectant Inginer Produse Alimentare
273,0753 485 437,1976-01-28,be068fe7f925caea7428bccddbcff9a125664cf1f78920d7ea9b575f2ad5e706,Optician
274,0740 493 924,1953-08-23,5f0094adcba59a305e8d7a51e14b7948dfa51bd717795ad3cce36f625640ab64,Inspector Documente Secrete
275,0735 469 266,1923-06-07,c11f525099b78c9893e350b0de2f7aeecd5c096f98cb6a4e78da245c949f68fa,Operator La Tragere Si Munitie
276,0736 401 128,1965-07-18,e43af7763d75a98ceba149e853daa0a866fbb78144d6e84b804d86b4d6721c32,Automatist
277,0238 557 359,1988-01-29,b8b38c9aff01034d743b765bf47869978ddd44723161df3b884ebad99a62836e,Guvernanta De Hotel/Etaj
278,0732 096 976,1946-04-07,fdfba2f791a1b8b0785375dc5879e5b94eef3019b060333d9b46c703fe5bb4c2,Sef Serviciu/Sef Birou/Banca/Societate De Leasing
279,0254 719 374,1979-09-01,1163395751faa4c42c2d4d994dae28ef2d0b67caff7e6b81a7d9efcf20d88752,Specialist Relatii Sociale
280,0241 673 006,1936-09-13,76a220320759f4a317b627e22991e5fcd7b2f1ec8fc1238b4a31a2846c90fd00,Expert Tehnic Extrajudiciar
281,0750 021 059,2017-09-12,807b8ec6b682543ae308b998453af77e4cc9d9cf9cfb42fb8d5e6748b846c3ce,Sondor La Forajul Mecanizat Si Reparatii Sonde
282,0246 550 588,1971-10-28,352e85722e6aa291c9a1c97ac29a307190ef85a5231d4b8922ab35cbb5fbc6c3,Masinist La Instalatiile De Turbine Hidraulice
283,0239 257 082,1971-03-17,b41653e8abac52e5a9d6458b9a68bae1b0b6dd7dc09861ef0f017f4adad77df4,Operator La Produse Odorante Sintetice
284,0242 301 325,1913-06-08,f595aa81de60355263c64d9b424295314cdc6269074016b44a986ebfa2f9ba0f,Bibliotecar (Studii Superioare)
285,0756 967 302,1926-03-06,bb9bbb446bcc39b7d56b2ae0c6b0140cd1c861d594f72ea196961152e656397b,Inspector Preturi
286,0235 162 244,2004-09-20,dff42d92921aa182718b7323953f5377317b05212651baa72a26172969147c32,Operator Generatoare Terestre Sonice Si Cu Agent Activ De Insamantare
287,0263 371 481,1984-12-29,652ac66e498fe162d04e6cb4c1afa182e9ccbf9ef82de15bec0dbdf04cbf3f5d,Sef Statie Epurare Ape Reziduale
288,0730 603 515,1931-07-11,8f08569012bfd1eac2f37657d5f006972be362a4c4ff826c9a9b1d79e1c013ed,Tehnician Frigotehnist
289,0763 552 536,1955-02-15,6597a06bfc263e478c5ede0cbb96da51235f200e8edca29049323b84900583ed,Instructor Ergoterapie
290,0752 633 550,1948-05-07,a1c5391e7ca834ac7373721e694b0a106203b0dc61c4f85d3851475bb6b8b4f0,Corist Opera
291,0761 612 775,2018-09-19,33207a919a449d2efadbb6fe23f2593cee526679188c73d7cc7c4b33bc7044f8,Agent Transporturi
292,0261 642 897,1991-04-29,b94b9972ff460d5c4a3bc7917cf32e92fb8cdaaadfb69ffa955945fe6cda32a4,Chesonier
293,0721 982 943,1978-08-14,2dad4fe0981ddea4c20328f61e085ff6b5f022b497bf2a6774c09be4903ac9c3,Asistent De Cercetare In Creatia Tehnica In Constructia De Masini
294,0738 383 612,2007-03-13,f7934686650aaee53f89900750c7ba6cb9d9999c615056dca06245c6ef64b31a,Asistent De Cercetare In Controlul Calitatii Produselor Alimentare
295,0242 241 939,1934-05-10,899b0627ae0958f97bc051548128f5586983a4cbc81c2b88cb4f3ec90a4f5370,Director De Agentie De Turism Touroperatoare/ Detailista/Filiala/Sucursala
296,021 801 9502,2012-06-28,6684373b0824585657a8f5ebf7a4563ab21f0c6d88e080a02831c94141578bb8,Supraveghetor Statie Senal Navigabil
297,0761 978 776,1911-03-25,a9005a3de71bd8b217e280ecfb8f76309df36ad2f2db4192f030b3acb92763a2,Cercetator In Domeniul Stiintelor Juridice
298,0726 318 615,1909-02-15,739dd33d43785948a2e7c80b370372a0645a8e646187cecbf6d2b94ca3ab938d,Evaluator Asigurari
299,0762 128 840,2024-01-10,439f4cf13d9260ebd8b37a5f1c0599912a658d35b29c0f5243d8f14c7e4b93ac,Brazor
300,0235 727 950,1965-05-16,b672c8c6be21d4beecbc516a6e983e48155a12ae163cdec0f6f72f01c79c5cc4,"Secretar Stiintific Invatamant, Cercetare"
301,0235 224 388,2005-06-06,5ba1c33ab84eca24f70789de8edb5d59fddd42fb70147a897737ffe75d7d6cf0,Meteorolog Previzionist
302,0239 575 055,1946-09-04,108a569becee2a3c6d66fe568006aff721e5b2d091e87faf201ece00a10b05a9,Logoped
303,0785 016 909,2004-01-26,259459272a58bc9ef7274b0bc03000dc461f655b672ac922a5bcc1d8c74a80f2,Expert Forta De Munca Si Somaj
304,0245 479 274,1947-12-12,edfd4193ebd3c4b576183a8ee9b7da2ca9d7cf687f7ce7d4d6c357338738d636,Cercetator In Matematica
305,0747 662 590,2005-08-03,69e21ae9c41e9700c9a55e95113db2e9ccf8f43b16bf358507a4fe5c5382994d,Cercetator In Antropologie
306,0234 211 681,1989-10-27,da81ce93b95da1b7a5a42e78cbc0fc79de994d1433f53a2d14e9d5406787d721,Operator Metrar-Volator-Dublator Textile
307,0757 824 520,2005-08-24,888cfd3038461f66f4ce5a9cae2d375430f90a0d8ebefc526c53944a988ec94d,Inginer Exploatare Instalatii Nucleare
308,0231 033 863,1993-04-24,8c38305c2c24ec5f8841c6086f0c6c62b5209929ecdac8528af7552b3d9d293f,Matar
309,0243 873 400,1975-03-17,92775ea6badead455c56b50c26d03df5f3993a4ee2245ad2741c0b119c3aeffd,Custode Pentru Arii Protejate
310,0254 431 127,1955-09-17,3653b9d4749a6e2dcb8b208ade125631f4e22028d27cfc57634c980425d68120,Zidar Rosar-Tencuitor
311,0256 925 269,1994-12-13,40f361c3baba55ec88274d26ac11432687a3ab55789ae6fa32489e624ca9aec3,Fasonator Cherestea
312,0735 179 576,1954-08-04,606812dfa9ae13e988b7ee9f7cf7173305409cc9a090a3bc28eeed5d96c6bafc,Presedinte Senat
313,0254 880 995,2022-10-11,3c00205c24bce3df21106b500e193b9ed841e3f34209b55bee5bb5545b1db64f,Muncitor Necalificat In Pescuit Si Vanatoare
314,0727 217 752,1988-04-18,1c6b3040c93335ec26c418bf9599b369f60c795191281b0752439bc9b3cdef4a,Preparator Surogate Cafea
315,0746 352 561,1946-12-27,687b5f4df36259f446200966741e44dcc2fa99065343c2721e5f0dd4e825e6ee,Tehnician Topometrist
316,0733 157 503,1939-05-02,fef5d154c94b2d09777c5b0524981462d6e378a553d85bd4fb49320fa5bc9446,Operator La Pregatirea Sarjelor Pentru Tratament Termic
317,0235 246 451,1968-06-28,1754cc03c88064f040b9cf919cf690e0aa0401f544735034189ce515b1ceb369,Inginer De Cercetare In Telecomenzi Si Electronica In Transporturi
318,0266 196 470,1954-08-13,631229b502c5a1f5d8e33af2215d212ae885fa1ccbe87e3c206de8979a1e6292,Metrolog Verificator
319,0784 099 322,1916-05-03,627d73b991f59130ad4ecc7004751f02b2344e4684d5b2abeace5fe3096bab1d,Inspector-Sef Al Inspectiei Judiciare De Pe Langa Plenul Consiliului Superior Al Magistraturii
320,0256 884 627,2016-03-11,1d24fb037684efb04e47d4cc5c78e72353112c2ee6c4fee545d79b16ffa44449,Controlor Emisii Rtv
321,0723 180 989,2023-04-15,8db8205b20eb4bb47067ac28f14e0593ddb5519b693837a17b6bebfa6752a228,Proiectant Inginer Constructii
322,0765 848 371,1911-10-30,04b7c515901a70e82d1fed5120b4e2c19f8e764ef140e00a8ba3d66b03b6cdfd,Sef Serviciu Institutie Publica
323,0788 250 989,1920-01-06,3c98781997c28ef33c1a3e5f25356820eca49275429f0d61ab2fdd40be858043,Sef Restaurant
324,0750 721 598,1952-05-31,b0849fadbd467f4683942acec29840597e25b81539d204fb22f198f67f3261cb,Revizor Vamal
325,0265 600 960,1909-10-09,195c7a0359424295e0c35230b9dd4980fe20ad3269350f0d39cd30a86f1f6e7e,Supraveghetor Statie Senal Navigabil
326,0754 440 200,1911-06-11,d492af42d34747bce7d1e15dcf5d09beee3c7e6e4ba8f8ceeac5be31caf2ce37,Episcop
327,0756 762 577,1910-08-16,193a1ebdd925ce3eabf2bba84244059293df97212b10db77021230c4486432cd,Confectioner Cocleti
328,0729 433 832,1946-01-02,70e3a59b31d1ac3307142163b32be8e4d2bc7083e968e91f62605edd54004785,Asistent De Cercetare In Medicina Stomatologica
329,0743 006 668,1954-04-19,6c55d36aadd6fd00cceb1b93138d8a09ded5fd13d2c35cdb984d810d858b7c27,Inginer De Cercetare In Calculatoare
330,021 264 1846,1966-03-23,34a0772eef2a4f963d81dfd4b3d7b8ac1f680dd6e46f10228ca5310ea34418d3,Producator Delegat Evenimente De Marketing
331,0721 972 786,1918-12-20,76c3d142b0cfc2814fbbd12d9f2e79ad905486de17b4b5800af27a5f1372b3f4,Tehnician Merceolog
332,0239 416 460,1990-03-20,dea4b947dedae4e5267088e4f414b1b3262517932fe984540514f2c2ee0dbace,Agent Literar
333,0751 629 386,1977-05-12,0787741a429dea6aac2311e86df4b1baf3565c2179e7f6750aa0bd6506927978,Muncitor Necalificat La Ambalarea Produselor Solide Si Semisolide
334,0735 584 134,1911-08-21,4912499be62f46dbd1897878792bbadee8b88790e259fd753194e43ede4abe5a,Tamplar Manual La Presare Si Incleiere
335,0243 816 434,2003-12-10,743786ebae5ab8114a32df64ebc3f2da4d2b07af7921eba12bbe9e502f07f2ee,Tehnician Documentatie Studii
336,0242 494 435,2017-11-06,c03d12aab684d75d95b8c5f9abb1f00139a390621e970de8e4445c7f34c7c9dc,Cercetator In Exploatari Forestiere
337,0233 819 113,1929-06-19,70a3741acead0aa7026e4eed27b475a6f13e0740bd07825454b2df0f15b53766,Asistent Manager
338,0244 746 128,1923-11-07,897ea642c5dd6cbc76ba3cccc9c15380dcd81061e93a28d3f957fec605ce00a5,Operator Extractie Titei
339,0231 882 518,2012-09-28,22e515dc2c51f1333495998e54e2cfd9d7522e4e15664e3ef238462d748b047e,Cercetator In Autovehicule Rutiere
340,0759 939 723,2006-09-03,fa5b4adc92762c7c728794b5ff065ae53a8ecbb1c539150cf5e097e83ea51099,Confectioner Produse Pirotehnice
341,0236 348 290,2002-08-08,4f59be4f2a22378052f9a4cdf227e91f1c452a1bd6835484ac0f44612f9e7891,Cadru Tehnic Cu Atributii In Domeniul Prevenirii Si Stingerii Incendiilor
342,0231 190 162,1986-12-15,e1645e7b6725702a7254aa99c22757d69f8a2bcf7a6983e1de6dc16667fb4f73,"Controlor Vamal, Controlor Pentru Datoria Vamala (Studii Medii)"
343,0731 599 278,1909-01-11,cc9de84b03906204555136cf7a1f796e8739274ca0d56e891e6570fe5c97e293,Presedinte Institutie Publica
344,0757 909 247,1973-07-31,7da8fe3ece0fdf5f3e79d877536475a496c3921068f145c9d00090f13f9437d1,Cercetator In Constructii Hidrotehnice
345,0749 435 611,1982-07-25,63e6b032c8aaf43b78de9b40a66fa9701886942c62c4c1d894fa20a0ea4efae0,Medic Rezident
346,0738 385 465,1999-08-05,10d85b2567efadd6381adff5e76cb56528274b196761ef2a898c0ffa12a88d81,Inspector Sanitar Sef
347,0734 905 482,1919-08-09,081a6ae625bc2dfbc0fcb21b08975086e6e8cd36338637153f00bd10f8cb998a,"Medic Sef Sectie, Laborator"
348,0728 571 773,1943-06-14,3e1607962f4b12dc395e5da4783286e3f1199d181b825d32a51f4da7d0b200c7,Controlor De Calitate La Turnare
349,0744 227 005,1959-05-19,865547f1f364f43f648f832b5ad1b113bd76cc06651b31e47f38cb3d4cd14cde,Sofer Autocamion/ Masina De Mare Tonaj
350,0780 037 548,1963-09-27,2bd656fa4b106be05d247903550248f9aa745ab88fa7469fc81e3eb16a004586,Controlor Emisii Rtv
351,0239 223 741,1913-07-03,0304d7f622633c769395c5e2766e6cf4ac5e1f6b85da6189e4f333ab2ad5606d,Cercetator In Electroenergetica
352,0267 094 627,1999-04-21,2b49293708def96c6c938364d718cac6395956423ae20f38cbbcaadc1dfe80f9,Crescator De Melci
353,0751 400 313,1952-02-10,1342aa459b21a10b25f9d7801ba7c403ad5a2ffc0af122e55dce526c21de863d,Hatip
354,0751 160 619,1976-06-28,a6fc7cd41906ff1e2705a41322e7583a1090ed701e9644e59bc60203e25e3af2,Instrumentist Muzicant
355,0257 699 538,1932-12-26,d14ee1bbc0d4d93891f1e327727587e6add966f0e7a0c19e777055f2334212cd,Inginer De Cercetare In Instalatii
356,0234 880 937,1930-03-03,24ccff3da46e1426647ada8eab1136b6689abde897d3f10a9527b1475ad1e98d,Primar
357,0249 790 226,1914-03-11,6bbd93dc1697e3b91eb5c6a6ceee3d70e43acf2f9ac29d29a9cee0cc7ede30df,Matisor Cabluri
358,0749 384 677,1947-02-21,3532ed221b7b676a78517282f77142ff409ce8f71c4b8f00de76f459c5bd3485,Secretar Stiintific
