personal_number,birthdate,address,phone_number
8780931154945,1959-09-10,"Aleea Pop Nr. 25, Baicoi, 138045",0737 634 139
2480527050659,2003-02-28,"Soseaua Nistor Nr. 49, Chisineu-Cris, 431244",0734 294 895
8260921226411,2014-06-28,"Intrarea Leontina Preda Nr. 929, Siret, 726019",0248 441 879
1661113239541,1950-03-12,"Aleea Dinu, Branesti, 754258",0771 033 357
3360519144679,2000-08-19,"Aleea Stoica, Vulcan, 335173",0749 700 172
6010914439224,1955-04-03,"Aleea Diaconescu, Brad, 856424",0748 579 580
4700629347427,1994-06-02,"Strada Stancu Nr. 78 Bl. 18  Sc. 32 Ap. 601, Fieni, 578042",0757 301 359
5370223526721,1937-04-23,"Strada Georgescu Nr. 689, Tunari, 571068",0245 090 595
6960602367654,2006-11-14,"Strada Tomescu, Galati, 687640",0249 028 873
1730326389366,2009-12-03,"Bulevardul Stan Nr. 27 Bl. 75  Sc. 58 Ap. 792, Paunesti, 517577",0734 760 581
7000413138408,1913-03-11,"Drumul Camil Voinea Nr. 316 Bl. 63  Sc. 98 Ap. 951, Schela Cladovei, 991799",0268 512 286
4050101416896,1916-02-11,"Drumul Dobre Nr. 67 Bl. 77  Sc. 54 Ap. 955, Carei, 939133",0757 564 868
1050530054394,1954-11-29,"Intrarea Pop Nr. 47, Cugir, 679097",0244 841 957
7340924124989,2010-09-02,"Bulevardul Florea, Maieru, 767545",0786 175 432
6860601258970,1979-08-29,"Intrarea Popescu Nr. 143, Simleu Silvaniei, 196519",0238 896 395
6590613088136,1985-12-09,"Bulevardul Dumitrescu Nr. 74, Deva, 554719",0711 622 087
7830425405742,1996-02-23,"Intrarea Carmen Ionescu Nr. 73, Maieru, 699351",0258 655 516
2290217088320,1921-02-27,"Aleea Mirona Marin Nr. 552, Barbulesti, 527144",0767 087 481
4710116327883,1921-06-12,"Soseaua Stan, Cluj-Napoca, 629146",0786 622 360
7790619528187,1926-11-04,"Bulevardul Cezar Pop Nr. 898 Bl. 47  Sc. 13 Ap. 798, Fetesti-Gara, 229576",0258 780 414
4851212344092,1952-11-10,"Aleea Cezara Dumitrescu, Dorohoi, 111160",0769 512 852
2940806172818,1987-02-14,"Intrarea Eftimie Nr. 99, Sighetu Marmatiei, 147941",0258 842 801
3710311118450,1931-12-02,"Strada Marcheta Tomescu Nr. 60, Tudora, 115750",0262 280 468
2910924373020,1979-05-29,"Soseaua Tabacu Nr. 65 Bl. 80  Sc. 20 Ap. 876, Odobesti, 157061",0728 965 184
4971006469737,1929-09-05,"Strada Toma, Strejnicu, 919284",0269 991 795
5770119410254,2011-08-08,"Intrarea Florea Nr. 44 Bl. 72  Sc. 84 Ap. 133, Intorsura Buzaului, 972698",0758 064 192
7740523217509,1982-12-27,"Soseaua Diaconu Nr. 944, Brasov, 474390",0242 549 198
7490212306195,1931-05-19,"Strada Stoica Nr. 399, Galati, 547197",0721 631 866
1570219047422,1935-01-10,"Soseaua Dobre, Tudora, 606110",0744 572 685
4690610323141,1956-09-11,"Bulevardul Oprea, Valenii de Munte, 776146",0780 062 201
8550727031285,2018-07-09,"Drumul Paulina Dinu Nr. 22 Bl. 12  Sc. 63 Ap. 824, Onesti, 204010",0753 960 124
5750524295033,1942-07-27,"Intrarea Preda Nr. 200 Bl. 44  Sc. 88 Ap. 836, Dej, 759315",0785 827 519
5060726098511,1966-06-16,"Strada Jeana Voinea, Constanta, 913618",0737 945 135
6250613094484,2023-02-17,"Bulevardul Aanei, Jilava, 159510",0740 004 037
8871015042305,1975-08-07,"Soseaua Camelia Albu, Lunca Cetatuii, 450933",0744 401 531
8551203215640,2006-08-30,"Bulevardul Aanei, Berceni, 962403",0762 607 340
2960915192516,2012-02-12,"Strada Pușcașu Nr. 20, Moldova Veche, 728772",0780 997 195
8860104197071,1932-01-23,"Aleea Eftimie, Sfantu Gheorghe, 271921",0743 807 529
8771208133324,1966-11-29,"Strada Pop, Dragu-Brad, 828474",0264 392 153
8890323071061,2020-07-11,"Drumul Mazilescu Nr. 29, Miercurea-Ciuc, 523285",0250 328 763
3251102384148,1955-01-26,"Strada Sandu Stoica, Feldru, 133833",0245 789 891
5470403065761,1965-11-02,"Aleea Cătălina Voinea Nr. 27 Bl. 43  Sc. 65 Ap. 965, Mioveni, 606731",0259 612 186
8931115449591,1920-08-10,"Drumul Eugenia Cristea, Fundulea, 530232",0758 264 444
4190902318749,1948-12-07,"Soseaua Popa Nr. 40 Bl. 60  Sc. 78 Ap. 461, Domnesti, 259805",0754 834 624
3610323186559,1927-06-07,"Aleea Ene Nr. 67 Bl. 26  Sc. 63 Ap. 860, Suceava, 448667",0748 392 203
4240621419297,1939-02-06,"Drumul Suciu Nr. 150, Raducaneni, 104133",0269 431 396
3451104455159,1912-11-23,"Strada Marcheta Tomescu Nr. 28, Apahida, 502541",0257 178 839
5660210010840,1999-02-14,"Soseaua Tabacu, Negresti-Oas, 658857",0788 320 770
4200923289479,2013-06-09,"Intrarea Daniela Nemeș Nr. 809 Bl. 82  Sc. 75 Ap. 758, Moldova Veche, 931278",0259 173 305
8321117021719,2015-03-03,"Strada Augustina Ababei Nr. 90, Cernavoda, 699816",0253 719 357
4601109319977,1969-03-09,"Strada Pop, Sfantu Gheorghe, 168771",0731 952 028
4570322419364,1977-04-04,"Intrarea Dumitrescu, Sibiu, 230540",0753 984 040
1590422369010,1919-04-08,"Aleea Eugen Voinea, Matca, 472088",0260 145 747
2640804017822,2014-12-04,"Bulevardul Mocanu Nr. 77, Deta, 242999",0259 742 774
1810802460569,1916-09-13,"Drumul Semenica Florea, Bosanci, 514464",0245 403 215
8040712281881,1932-04-28,"Bulevardul Ghiță Suciu, Alexandria, 376628",0748 265 364
5471115045401,1924-01-13,"Strada Horia Aanei Nr. 352, Miercurea-Ciuc, 900751",0745 818 970
5350221306937,1944-01-18,"Bulevardul Ene Nr. 53 Bl. 24  Sc. 85 Ap. 547, Vlahita, 534100",0753 617 465
4800809059339,1946-11-30,"Soseaua Popescu Nr. 95, Gura Humorului, 334169",0725 601 392
8740607406432,1929-05-30,"Drumul Suciu Nr. 562, Gaesti, 272118",0765 855 066
3490801146669,1945-07-31,"Strada Dochioiu, Schela Cladovei, 853688",0757 180 449
5431231319135,1999-05-05,"Soseaua Oana Dumitrescu Nr. 491, Rosiori de Vede, 160205",0737 675 002
1740731289569,1998-10-07,"Drumul Luana Gheorghiu Nr. 24, Dragalina, 887915",0761 326 294
2740124225149,1956-01-07,"Soseaua Stoica, Cisnadie, 663237",0731 178 164
4331030317571,1954-01-15,"Bulevardul Dima Nr. 28, Borcea, 458349",0755 033 717
1020203253056,1911-04-19,"Soseaua Ionel Ardelean, Rosu, 248886",0758 234 250
6090427439761,1994-09-18,"Strada Ada Ardelean Nr. 25 Bl. 16  Sc. 16 Ap. 699, Campina, 339872",0247 547 903
3180722389948,2005-05-19,"Aleea Niță Nr. 835, Onesti, 775094",0246 926 715
2300917060418,1994-09-14,"Bulevardul Niță Nr. 634 Bl. 33  Sc. 92 Ap. 167, Dragu-Brad, 168275",0240 105 639
2590131178231,2001-01-06,"Intrarea Delia Nistor, Curcani, 570029",0262 914 487
6430831283539,2001-09-12,"Drumul Aanei Nr. 29 Bl. 64  Sc. 90 Ap. 515, Voluntari, 466309",0745 952 414
7720920355322,1959-03-15,"Aleea Ica Popescu Nr. 54, Beclean, 392978",0786 126 500
1520407042592,1910-11-13,"Drumul Barbu Nr. 331 Bl. 62  Sc. 85 Ap. 398, Campina, 354124",0738 715 586
8870604036922,2001-05-22,"Strada Albu, Ludus, 783140",0258 212 732
6110411319452,1982-01-20,"Soseaua Nistor Nr. 91, Videle, 158026",0264 081 735
7320106400357,2021-02-14,"Aleea Ioniță, Balotesti, 932552",0256 930 881
3120229101155,2005-04-08,"Soseaua Stănescu Nr. 771, Dorohoi, 351157",0248 325 405
4010426185325,1958-05-20,"Soseaua Ababei Nr. 18, Homocea, 566991",0240 349 388
7240820188681,1980-02-08,"Intrarea Dorina Marin Nr. 170, Jibou, 397650",0251 866 318
3790101244612,1916-12-24,"Drumul Dinu, Negresti, 460870",0266 793 506
6730504096970,1921-03-28,"Soseaua Rozalia Albu, Borcea, 906806",0736 569 475
3981101086216,1998-12-18,"Strada Nemeș, Gilau, 478497",0725 031 274
1960107297914,1978-04-11,"Strada Severina Mazilescu Nr. 882, Drobeta-Turnu Severin, 924194",0737 703 159
2560814336736,1921-01-19,"Bulevardul Dorin Stancu Nr. 23, Gaesti, 947322",0265 738 417
6130211185173,1981-01-15,"Intrarea Ababei, Borcea, 394376",0735 021 457
4691109137155,2001-06-05,"Aleea Eftimie Nr. 870, Savinesti (Poiana Teiului), 234549",0754 094 905
2870708323441,2002-03-14,"Drumul Clara Stan Nr. 174 Bl. 68  Sc. 90 Ap. 477, Toflea, 641329",0251 951 513
8570802357871,1971-06-03,"Aleea Cristea Nr. 52 Bl. 34  Sc. 95 Ap. 194, Galati, 294991",0771 744 121
2780122224814,1952-01-24,"Bulevardul Popescu, Rasnov, 348175",0761 188 708
5800624129827,1927-08-04,"Drumul Aanei Nr. 724, Onesti, 699835",0721 519 608
8810918293549,1952-12-08,"Aleea Suciu, Medgidia, 276421",0233 033 322
4641120268159,2019-04-13,"Bulevardul Ludovica Albu Nr. 68, Sibiu, 222700",0785 233 218
8570510096389,1926-02-26,"Aleea Celia Popescu, Filiasi, 876850",0253 369 578
3140423145482,1934-04-28,"Soseaua Oana Dochioiu, Barbulesti, 972285",0237 529 433
1331216421844,1915-03-26,"Bulevardul Pușcașu Nr. 89 Bl. 59  Sc. 67 Ap. 899, Bocsa, 239949",0247 009 602
1030630396136,1912-04-03,"Strada Dinu Nr. 89 Bl. 68  Sc. 24 Ap. 766, Harsova, 317238",021 087 1362
3760612360667,1983-11-28,"Strada Popa, Poiana Mare, 178127",0262 780 916
3820202158247,1966-11-08,"Aleea Stan Nr. 946, Barlad, 641831",0734 911 536
7650704362536,1970-01-04,"Bulevardul Gheorghiu Nr. 61 Bl. 87  Sc. 10 Ap. 116, Breaza de Sus, 628296",0741 307 519
6090429264099,1968-07-02,"Strada Sava Tomescu, Rosu, 754773",0246 004 253
7031226339320,2014-09-19,"Bulevardul Ababei, Rosu, 584333",0728 450 498
3980313327995,1990-08-14,"Strada Dobre Nr. 43 Bl. 25  Sc. 14 Ap. 644, Sadova, 468880",0263 455 389
7730221435774,1970-04-07,"Intrarea Pavel Tudor Nr. 40, Targu Lapus, 333499",0761 522 769
1071213402695,1943-12-26,"Drumul Petrică Oprea Nr. 87, Toflea, 875943",0750 267 073
1010402180724,2017-06-01,"Intrarea Diaconescu Nr. 727, Techirghiol, 140520",0259 207 226
2431231186953,1974-08-10,"Strada Voinea Nr. 62 Bl. 38  Sc. 88 Ap. 702, Bailesti, 489062",0237 336 704
5770230172004,2013-01-16,"Bulevardul Diaconescu, Cisnadie, 158724",0788 289 122
3000518213804,1953-12-29,"Aleea Anton Georgescu, Cumpana, 521097",0741 737 006
5991123054825,1978-06-20,"Intrarea Stan Nr. 98 Bl. 19  Sc. 51 Ap. 285, Campia Turzii, 680241",0747 272 222
8410907454838,1940-11-09,"Aleea Mazilescu, Balan, 856854",0259 532 609
3841209353702,1911-08-09,"Aleea Florea, Alesd, 380015",0727 832 107
1841110410052,1965-07-03,"Aleea Antim Stănescu, Mogosoaia, 867894",0784 906 459
5011114096111,2022-02-16,"Intrarea Codruț Nistor, Oituz, 589424",0732 229 677
6530512278036,1991-06-02,"Strada Ardelean, Eforie Nord, 354215",0730 860 655
2180723312574,1934-12-14,"Soseaua Mazilescu Nr. 41, Victoria, 698938",0727 102 544
4050804126551,1996-07-16,"Intrarea Preda Nr. 917 Bl. 10  Sc. 25 Ap. 115, Oituz, 514443",0749 628 733
8090306450641,1991-05-23,"Soseaua Stan, Bragadiru, 976856",0771 967 881
3830426522469,1992-06-17,"Drumul Nemeș Nr. 76, Hunedoara, 741423",0745 266 843
1750615169804,2004-07-12,"Drumul Ionescu, Cumpana, 859642",021 183 6441
5940305261287,2006-11-14,"Drumul Pușcașu Nr. 73 Bl. 88  Sc. 76 Ap. 323, Rucar, 900040",0257 838 559
2060123101600,1983-11-20,"Aleea Cristea, Fagetel (Remetea), 299575",0246 861 559
5520711422358,1926-03-09,"Intrarea Stănescu, Rasnov Romacril, 153594",0740 029 594
1310929529837,2000-03-08,"Drumul Cristea, Jibou, 415224",0771 089 168
4810729519821,2007-02-28,"Aleea Stan Nr. 62 Bl. 51  Sc. 12 Ap. 127, Apahida, 504314",0263 105 157
2621128071826,1950-04-06,"Drumul Niță Nr. 11 Bl. 19  Sc. 30 Ap. 188, Pascani, 780458",0236 903 449
6311020250022,1945-08-15,"Strada Popescu Nr. 524 Bl. 77  Sc. 61 Ap. 698, Beclean, 267691",0760 392 507
6590501519231,1957-05-13,"Soseaua Pușcașu, Glina, 882947",0767 255 200
8830615417536,1948-08-24,"Aleea Florian Preda, Deta, 879661",0235 956 603
7220514013800,2011-09-27,"Aleea Oprea, Mihail Kogalniceanu, 564611",0763 871 499
5621223212140,1969-10-13,"Bulevardul Georgescu Nr. 564 Bl. 73  Sc. 16 Ap. 811, Blaj, 577118",0260 410 894
5630418249316,1988-10-19,"Drumul Ancuța Manole Nr. 932, Popesti-Leordeni, 516951",0744 694 049
5430129128141,1958-01-06,"Bulevardul Albu Nr. 222 Bl. 91  Sc. 65 Ap. 771, Sangeorz-Bai, 476149",0734 999 233
3151107074240,1938-09-03,"Strada Iacob Toma, Cumpana, 569095",0268 686 390
5250814417103,2009-03-25,"Drumul Georgescu Nr. 631 Bl. 87  Sc. 67 Ap. 310, Sabaoani, 552873",0255 281 969
3310411331185,2013-10-23,"Strada Ene, Mizil, 250674",0749 365 407
8650607453128,1936-10-08,"Aleea Ionelia Popa Nr. 745, Macin, 352008",0231 816 277
5920612087410,1975-06-11,"Intrarea Ionescu Nr. 54 Bl. 85  Sc. 43 Ap. 585, Calafat, 640255",0261 731 487
8650118326751,1982-12-17,"Drumul Preda Nr. 44, Valu lui Traian, 551964",0727 948 765
2170415299213,2005-12-09,"Soseaua Voinea Nr. 82, Odorheiu Secuiesc, 541450",0758 028 046
6711129379891,1983-08-07,"Strada Aurora Cristea Nr. 918 Bl. 31  Sc. 37 Ap. 443, Prejmer, 367520",0262 575 158
7140301438561,1990-10-01,"Drumul Dinu Nr. 672 Bl. 71  Sc. 51 Ap. 606, Corund, 107247",0786 224 950
5210524418633,1961-02-09,"Drumul Eftimie, Dragu-Brad, 964983",0243 622 286
1870109435454,1999-01-14,"Bulevardul Vasilica Popa Nr. 929, Valea lui Mihai, 201594",0253 304 389
2681114312599,2006-01-10,"Soseaua Livia Nemeș Nr. 629 Bl. 40  Sc. 18 Ap. 461, Rasinari, 485927",0728 808 640
5521124305437,1974-08-04,"Strada Zeno Ioniță Nr. 541 Bl. 21  Sc. 65 Ap. 474, Navodari, 723059",0259 623 083
2020804188841,1940-11-12,"Strada Carolina Georgescu Nr. 83 Bl. 10  Sc. 10 Ap. 266, Zarnesti, 103168",0722 871 780
2190413011837,1910-09-21,"Bulevardul Ligia Pușcașu Nr. 93, Ploiesti, 945784",0731 715 359
7950323046951,1994-01-19,"Strada Gabi Dima, Diosig, 895192",0771 863 866
2201006042541,1958-07-07,"Strada Niță, Sannicolau Mare, 610989",0263 593 483
2080821384861,2000-09-13,"Intrarea Dinu, Dumbravita, 698942",0259 169 278
5991012253492,2010-06-10,"Drumul Stan Nr. 906 Bl. 13  Sc. 78 Ap. 521, Dorohoi, 368438",0257 030 344
8480325351644,1943-11-21,"Soseaua Oprea Nr. 22, Carei, 944816",0788 089 547
8720110243762,1976-11-01,"Drumul Camelia Ene Nr. 77 Bl. 97  Sc. 10 Ap. 896, Bosanci, 357312",0269 094 675
6280116521397,1956-11-01,"Drumul Tudor, Mogosoaia, 161290",0768 717 735
2911223385497,2008-04-02,"Intrarea Tomescu Nr. 295, Strejnicu, 244366",0247 068 801
8120213024289,1930-01-11,"Aleea Stoica Nr. 79 Bl. 44  Sc. 42 Ap. 475, Radauti, 428240",0785 439 625
3810913235001,1977-01-08,"Intrarea Cornelia Dumitrescu Nr. 28 Bl. 26  Sc. 91 Ap. 495, Jilava, 807087",0721 588 127
1031024039016,1958-10-03,"Bulevardul Diaconu Nr. 555, Matca, 984596",0258 861 694
4201215011699,1929-07-08,"Soseaua Stănescu Nr. 62 Bl. 20  Sc. 83 Ap. 798, Tuzla, 565405",0238 203 412
3520221148513,1946-09-21,"Aleea Popescu Nr. 68 Bl. 83  Sc. 25 Ap. 491, Fetesti-Gara, 611251",0761 215 288
8950524102140,1983-10-24,"Drumul Dobre, Pitesti, 461308",0245 890 568
8600207421321,1968-07-29,"Soseaua Eftimia Eftimie, Slatina, 296916",0261 768 535
5280127435123,1909-12-20,"Aleea Aanei, Alba Iulia, 210829",0246 738 920
2860418102442,1912-04-29,"Aleea Dobre Nr. 89, Dej, 828970",0269 945 113
3391022390101,1995-12-29,"Aleea Aanei, Dumbraveni, 833076",0741 742 378
8560917266066,2011-08-18,"Soseaua Pușcașu Nr. 532 Bl. 49  Sc. 66 Ap. 656, Craiova, 757278",0258 204 955
8100801515889,1985-04-16,"Drumul Nistor Nr. 49, Moldova Veche, 272317",0747 742 366
7541221433902,1919-09-19,"Aleea Cristea Nr. 60, Fundulea, 632983",0750 320 782
5150316387290,1975-06-06,"Drumul Nemeș Nr. 79 Bl. 10  Sc. 42 Ap. 992, Vatra Dornei, 939722",0261 630 137
3620303510640,1926-01-15,"Bulevardul Pavel Mazilescu, Babadag, 945905",0246 221 631
6090915281540,1914-06-16,"Bulevardul Vicențiu Stancu Nr. 92, Tuzla, 943969",0269 887 402
2510110309185,1988-12-15,"Drumul Tomescu Nr. 159, Horodnic de Sus, 429630",0733 960 741
7430212431302,2007-06-04,"Aleea Dima, Savinesti (Poiana Teiului), 996676",0729 882 144
5350215388109,1935-02-05,"Bulevardul Patricia Ioniță Nr. 90, Curcani, 963259",0755 220 935
4970410279721,1973-08-23,"Aleea Manole Nr. 36, Fundeni, 454617",0731 524 986
3620205525956,2011-12-04,"Strada Diaconu Nr. 688, Glina, 987682",0242 861 127
2510327160345,1936-10-15,"Strada Mocanu Nr. 803 Bl. 10  Sc. 33 Ap. 569, Campulung Moldovenesc, 446271",0763 160 045
4220126370715,1947-02-14,"Bulevardul Eleonora Stan Nr. 23 Bl. 35  Sc. 86 Ap. 536, Vicovu de Jos, 110508",0739 272 996
1290322090781,1943-06-16,"Strada Ioniță, Targu Frumos, 581878",0254 630 205
7340423011462,2016-02-15,"Strada Popescu Nr. 22 Bl. 72  Sc. 35 Ap. 772, Darmanesti, 673158",0742 903 746
5120211086701,1958-11-15,"Bulevardul Preda Nr. 42 Bl. 29  Sc. 81 Ap. 242, Adjud, 826949",0741 201 740
4870102450763,1975-12-25,"Soseaua Mioara Barbu, Techirghiol, 968107",0239 247 062
5460931145481,1996-05-09,"Bulevardul Tudor Nr. 463 Bl. 45  Sc. 59 Ap. 628, Satu Mare, 192743",0255 232 594
3410504087229,1950-07-27,"Intrarea Arsenie Ionescu Nr. 68, Popesti-Leordeni, 488505",0269 914 173
8080301191786,1969-07-19,"Soseaua Mazilescu Nr. 262, Pitesti, 493934",0744 787 836
7090214264801,1977-03-18,"Bulevardul Doina Toma Nr. 65 Bl. 16  Sc. 93 Ap. 975, Tunari, 896258",0764 197 640
7281211389583,2006-10-18,"Soseaua Elisaveta Mazilescu Nr. 538 Bl. 86  Sc. 90 Ap. 777, Targu Ocna, 265195",0734 588 978
8601103256352,1913-08-24,"Intrarea Alex Suciu Nr. 29, Rodna, 887349",0768 395 814
7800630038447,1956-09-13,"Soseaua Nemeș, Craiova, 197615",0736 562 288
3511020283393,2023-08-16,"Bulevardul Ionescu Nr. 55 Bl. 37  Sc. 74 Ap. 149, Ploiesti, 592399",0780 294 806
3160420144665,1984-07-28,"Strada Gheorghiu, Comanesti, 225021",0736 111 511
6550628168159,1950-04-09,"Aleea Ababei Nr. 83 Bl. 60  Sc. 28 Ap. 206, Pancota, 835869",0737 090 753
5120608514492,1980-03-09,"Drumul Teea Stănescu, Mioveni, 223902",0231 731 171
1180423444264,1935-06-28,"Drumul Iurie Albu Nr. 494, Rosiori de Vede, 582811",0251 560 745
8840305200029,1979-08-09,"Intrarea Diaconu Nr. 348 Bl. 13  Sc. 32 Ap. 857, Balotesti, 585416",0743 654 729
7391001305619,1941-06-17,"Intrarea Tudor Nr. 370 Bl. 98  Sc. 98 Ap. 327, Piatra-Neamt, 886001",0248 428 476
7080417045380,1959-05-28,"Drumul Albu Nr. 79, Curtici, 792397",0772 465 447
4210218039431,1952-05-31,"Drumul Emilia Marin, Cumpana, 961200",0239 772 329
1200304187774,1980-04-03,"Intrarea Stoica Nr. 33, Valea Mare (Babeni), 589262",0258 323 557
1361225366183,1941-01-16,"Aleea Diaconescu, Motru, 849044",0747 212 849
4120722405317,1991-12-12,"Drumul Barbu, Fagetel (Remetea), 456546",0248 947 399
1940129369275,2007-03-03,"Strada Dochioiu Nr. 221, Afumati, 689550",0256 653 516
8540516365321,1946-12-09,"Intrarea Popescu Nr. 21, Orsova, 677686",0735 292 093
1711221156801,1921-04-28,"Drumul Matei Popa Nr. 631 Bl. 70  Sc. 37 Ap. 623, Roseti, 289133",0729 569 564
4920214126769,1940-11-13,"Intrarea Aurică Barbu Nr. 82, Vulcan, 211803",0756 611 612
1290525062092,1941-09-12,"Bulevardul Diaconescu Nr. 35 Bl. 57  Sc. 37 Ap. 688, Mogosoaia, 925391",0744 258 908
2190117231891,1947-03-24,"Soseaua Anatolie Dima Nr. 48 Bl. 41  Sc. 19 Ap. 852, Negresti-Oas, 175711",0246 422 170
5240720080245,1992-09-03,"Soseaua Pop Nr. 232, Prejmer, 452756",0727 143 420
7571229085118,1970-07-18,"Intrarea Anaida Diaconu, Chitila, 664743",0723 181 338
8650722219131,1955-06-10,"Aleea Stănescu Nr. 297, Giarmata, 476443",0251 376 365
6870923208849,1983-10-12,"Aleea Nistor Nr. 61, Iasi, 421293",0264 629 234
7270921332404,1949-07-20,"Intrarea Evelina Suciu, Valea Mare (Negresti), 142150",0764 151 787
1770708139485,1964-06-25,"Drumul Ionelia Barbu, Toplita, 498196",0756 214 048
1660118516378,1949-03-06,"Aleea Popescu Nr. 87, Ovidiu, 237975",0784 429 298
8890403113042,1975-04-15,"Aleea Mocanu Nr. 88 Bl. 58  Sc. 27 Ap. 272, Falticeni, 873765",0254 456 872
3480319115721,2002-11-29,"Strada Voinea Nr. 541, Sabaoani, 146112",0784 297 347
1960328057001,1960-05-15,"Bulevardul Stancu Dinu Nr. 975 Bl. 12  Sc. 98 Ap. 159, Campia Turzii, 154280",0734 460 570
4561031460221,1958-08-28,"Soseaua Niță Nr. 328 Bl. 97  Sc. 45 Ap. 634, Vlahita, 735014",0245 007 704
2630612126413,2017-11-27,"Bulevardul Stoica, Valenii de Munte, 898901",0234 909 810
3460807442093,1998-08-23,"Aleea Aglaia Pop Nr. 331, Resita, 978204",0238 246 580
6490317385631,1977-07-23,"Drumul Stănescu Nr. 776, Cluj-Napoca, 644540",0266 750 075
6500801276356,1928-04-22,"Drumul Stănescu Nr. 68, Iernut, 209290",0746 466 828
7581003081202,1984-02-21,"Strada Coralia Mazilescu Nr. 58 Bl. 46  Sc. 20 Ap. 143, Floresti, 246305",0732 516 570
6220122364996,1917-12-30,"Drumul Pop, Alba Iulia, 234062",0724 902 688
5560204358021,1940-01-20,"Bulevardul Arina Oprea Nr. 730 Bl. 52  Sc. 12 Ap. 524, Balotesti, 840214",021 131 9169
7860421149036,1949-07-06,"Bulevardul Cristea Nr. 11 Bl. 59  Sc. 92 Ap. 958, Urziceni, 697835",0752 950 593
3680318254000,1928-02-26,"Bulevardul Leonard Stoica Nr. 35 Bl. 76  Sc. 17 Ap. 128, Baile Borsa, 244417",0757 671 024
6280630169071,1917-03-11,"Intrarea Dumitrescu Nr. 18, Galati, 920391",0727 765 942
6441017235849,1945-10-17,"Intrarea Gheorghiu Nr. 195, Ramnicu Valcea, 718847",0267 146 921
2711023086921,2023-11-07,"Aleea Estera Preda, Diosig, 848764",0757 424 282
5581221161201,1997-01-02,"Strada Grațian Ioniță Nr. 14 Bl. 91  Sc. 12 Ap. 101, Alexandria, 227328",0233 388 933
8670122021074,1982-09-06,"Aleea Zamfir Marin, Sancraiu de Mures, 459033",0250 858 624
7600924108531,2006-12-10,"Drumul Dumitrescu Nr. 287 Bl. 97  Sc. 58 Ap. 836, Pipera (Voluntari), 860816",0252 762 173
2741222281419,1978-03-27,"Strada Mazilescu Nr. 42 Bl. 32  Sc. 88 Ap. 327, Giarmata, 653166",0747 287 145
2620605155135,1967-02-06,"Strada Dumitrescu Nr. 75, Dumbravita, 938065",0784 841 793
3710503445925,2002-12-31,"Aleea Popescu Nr. 69 Bl. 20  Sc. 27 Ap. 975, Dragalina, 880004",0763 387 686
5981011335276,1969-03-21,"Intrarea Stoica Nr. 864, Dragalina, 501972",021 790 9519
8140628218747,2017-04-24,"Aleea Popa Nr. 94, Amara, 191082",0754 951 379
4630725127408,2007-06-22,"Strada Barbu Nr. 20 Bl. 88  Sc. 29 Ap. 730, Baia Mare, 464424",0265 453 347
7100731175703,1932-10-22,"Aleea Ionescu Nr. 82, Pantelimon, 103416",0741 249 099
2650704403708,1985-11-16,"Bulevardul Dochia Tabacu Nr. 844, Urlati, 748987",0262 848 353
3100309079195,1917-02-27,"Strada Barbu Nr. 19, Marasesti, 483056",0746 349 702
1930916270914,1965-01-18,"Aleea Dumitrescu, Siria, 430863",0256 562 715
4850517217361,1918-05-08,"Bulevardul Emanoil Nemeș, Rodna, 500031",0237 748 884
7770603326831,1994-11-30,"Bulevardul Tomescu, Baia, 257353",0234 131 040
5880123133491,1991-06-29,"Aleea Clara Stoica, Aiud, 237042",0252 103 240
3411117196384,1991-07-16,"Aleea Pușcașu Nr. 64 Bl. 94  Sc. 28 Ap. 488, Valu lui Traian, 694570",0722 739 439
3750510369922,2010-06-18,"Drumul Florian Nistor Nr. 31, Popesti-Leordeni, 168180",0238 728 815
7760113163446,1928-11-29,"Drumul Ionescu Nr. 40, Roseti, 336008",0267 590 564
3890318455821,1951-08-24,"Bulevardul Bănel Marin Nr. 88 Bl. 46  Sc. 38 Ap. 884, Targu Mures, 622404",0756 786 016
