first_name,last_name,birthdate,personal_number,address,phone_number,job,iban,currency,balance
Rafael,Toma,1953-08-11,5550411417695,"Strada Rada Popa, Onesti, 731328",0763 396 409,Asistent De Cercetare Economist In Economia Mediului,RO95MHLY6621539882738686,JMD,21925391778
Daiana,Tudor,2020-09-27,5850323298414,"Aleea Ardelean Nr. 72, Fieni, 435599",0725 878 466,Operator De Insamantari Artificiale La Animale,RO10GPAY5119842082376012,JPY,9080582209
Raul,Eftimie,1988-12-26,8230319389124,"Drumul Ardelean Nr. 599, Falticeni, 498094",0722 910 432,Inspector De Specialitate Subscriere,RO90LVCM7410874860839137,BOB,76596477649
Sebastian,Ionescu,2008-05-21,4880228085601,"Strada Suciu Nr. 72, Techirghiol, 725665",0242 150 284,Consilier Farmacolog,RO11SSOQ2915978396483463,GGP,83010856312
Luiza,Dobre,1916-07-23,1010228260943,"Intrarea Cedrin Florea Nr. 833, Orsova, 384262",0262 880 056,Inginer De Cercetare In Constructii Hidrotehnice,RO40MTNU6809606337908359,TVD,31703495356
Flaviu,Suciu,1919-12-17,5140630173227,"Soseaua Suciu Nr. 805, Campia Turzii, 805106",0260 131 879,Bucatar,RO39SCFF5486123559402002,KGS,73000558342
Adi,Dobre,2009-09-15,6901012323768,"Intrarea Toma, Reghin, 357858",0237 103 247,Sef Birou Industrie Extractiva,RO48CDBW2322335407280406,MOP,30966170671
Lucreția,Ene,1969-11-05,6330409241688,"Intrarea Toma Nr. 185 Bl. 88  Sc. 10 Ap. 258, Rovinari, 168433",0722 838 169,Optician,RO56OEOB1475170636761706,KMF,56523770567
Decebal,Popa,1971-10-09,2950627130756,"Drumul Oprea Nr. 98 Bl. 19  Sc. 32 Ap. 242, Curcani, 403306",0729 039 953,"Grefier Dactilograf (Curtea De Apel, Tribunal, Judecatorie)",RO43LHUR7965083232905633,MXN,16156859448
Octaviana,Nistor,1989-01-15,3010302447617,"Soseaua Mihail Ionescu Nr. 91 Bl. 39  Sc. 47 Ap. 581, Targu Lapus, 645441",0265 981 091,Tehnician Minier,RO76WUPG2055662156753486,AMD,5575560612
Grațiela,Oprea,1920-04-16,4590205343440,"Bulevardul Stancu Nr. 75, Bacau, 661098",0242 925 373,Asistent De Cercetare In Tehnologia Compusilor Macromoleculari,RO51YSWD7350485379244790,TRY,37973280963
Frederic,Gheorghiu,1976-01-22,6700517015381,"Intrarea Popa, Giroc, 226190",0768 870 883,Economist-Sef,RO15AXHT1336854804062915,LKR,64851621859
Emanuela,Dima,1964-09-26,8251126524822,"Soseaua Mazilescu, Curtea de Arges, 319988",0235 079 601,Analist Studiul Materialelor,RO88ZGSL4345034783116077,MYR,67207982102
Izabela,Dobre,2003-07-11,2020723313984,"Intrarea Cosmina Ababei Nr. 196 Bl. 63  Sc. 37 Ap. 920, Insuratei, 416547",0730 805 635,Declarant Vamal,RO98GVWM7302395250900326,STD,66238003444
Florina,Florea,1983-01-15,6621007468336,"Strada Dima Nr. 44 Bl. 63  Sc. 22 Ap. 576, Urlati, 321814",0258 874 562,Forjor-Matriter,RO57WWMM0810157076204463,BZD,79067283027
Miruna,Popa,1979-11-12,1190611050121,"Strada Tudosia Ioniță Nr. 57 Bl. 72  Sc. 75 Ap. 307, Alba Iulia, 137195",0233 834 680,Sef Sector Industria Extractiva,RO68TEDY5427491866009493,PEN,94846802628
Barbu,Nistor,2006-03-20,3410630272634,"Strada Florea Nr. 256, Mogosoaia, 275588",0246 649 220,Referent De Specialitate Invatamant,RO78PXQZ2874460718903770,EUR,85801009003
Bogdana,Barbu,1960-06-28,1351205360028,"Drumul Andreea Ene Nr. 74, Navodari, 197182",0733 435 278,Confectioner Flori Artificiale,RO21XKGX3438384400469034,VUV,36477384809
Lia,Aanei,1989-10-25,7720601303771,"Aleea Ene Nr. 42 Bl. 58  Sc. 54 Ap. 140, Huedin, 664033",0232 416 810,Spalatoreasa Lenjerie,RO88TPIY5649911218482382,SBD,3563442723
Cosmin,Manole,2004-03-17,4370630456040,"Aleea Corneliu Ene, Husi, 982757",0765 742 051,Asistent De Cercetare In Domeniul Zoologic,RO45TYOG8756570039896282,UGX,99522261831
Marilena,Eftimie,2021-01-03,2710601309140,"Aleea Manole, Suceava, 699262",0244 109 015,Referent Difuzare Carte,RO93ZHYY6018976975170252,THB,90621624705
Ilinca,Stănescu,1942-02-26,6191114033210,"Drumul Antoniu Stănescu Nr. 14, Breaza de Sus, 426051",0246 694 346,Cercetator In Sisteme De Propulsie,RO34BUKK6667871383130695,MOP,81276274839
Tamara,Toma,1975-08-05,6150504377988,"Intrarea Malvina Gheorghiu, Alba Iulia, 547900",0784 808 194,Intretinator Textile-Piele,RO74QPEA0458422980560414,TTD,31443417045
Roberta,Suciu,2000-03-27,2640226272759,"Strada Gheorghiu, Caransebes, 325734",0740 050 224,Inspector Aeronautic,RO10SUHA3882349564514075,BIF,66278737371
Dochia,Manole,1964-08-14,6070602024905,"Bulevardul Alexandru Mocanu Nr. 309, Curtea de Arges, 346199",0766 998 151,Masinist La Alte Masini Fixe De Transport Pe Orizontala Si Verticala,RO35ARRH5030686973840178,TRY,2577111877
Panait,Diaconescu,1949-05-23,3500704330253,"Intrarea Tabacu, Bals, 537988",0786 840 830,Administrator Bancar/Produs Leasing,RO03GWEX0430718040855984,MUR,71842419804
Draga,Albu,1932-07-11,8160517427949,"Intrarea Ardelean Nr. 40 Bl. 93  Sc. 84 Ap. 243, Aiud, 854966",0766 277 136,Impregnator-Uscator Chibrituri,RO96EOVZ3328888272148701,IDR,32712152579
Catinca,Ababei,1953-04-27,7190620354011,"Intrarea Stela Nistor Nr. 474, Lipova, 564726",0266 230 918,"Inginer Constructii Civile, Industriale Si Agricole",RO51IMTX2818064810192826,LTL,10272813951
Ancuța,Stan,1910-11-23,7801221316200,"Aleea Stancu Nr. 732 Bl. 17  Sc. 14 Ap. 519, Plosca, 901645",0233 955 868,Consultant In Domeniul Fortei De Munca,RO24TDSV2096710457145406,SGD,79883291805
Sânziana,Ardelean,2000-07-25,2820426121581,"Drumul Tomescu, Chisineu-Cris, 540907",0235 965 368,Modelier Naval,RO66RBZF9744771485288441,MAD,56048009316
Tudosia,Georgescu,1983-10-28,7850228154679,"Drumul Dima Nr. 872, Alexandria, 714507",0236 550 292,Tragator Fete Pe Calapod,RO11HUKW3869899463101133,KPW,54403043757
Rada,Stancu,1959-12-06,7290919331130,"Intrarea Stan Nr. 14, Lupeni, 414933",0755 716 839,Conditioner-Finisor Produse Din Cauciuc,RO31QKAZ0786648681306310,KRW,71451796767
Atena,Popa,2009-08-22,1150110328853,"Intrarea Demetra Eftimie Nr. 37 Bl. 55  Sc. 85 Ap. 107, Matca, 375304",0252 579 062,Prim-Ministru,RO18JBTE4041051232696287,NPR,76300240955
Alin,Stănescu,1929-02-02,4860105094876,"Drumul Preda Nr. 728 Bl. 24  Sc. 44 Ap. 887, Matca, 491640",0255 513 173,Presator Produse Ceramice,RO95NFBO2009301552333945,TRY,81914093498
Octaviana,Toma,1921-09-13,3411116191411,"Aleea Stoica Nr. 38 Bl. 40  Sc. 72 Ap. 396, Targu Secuiesc, 964174",0748 337 160,Operator Partie De Schi,RO71IZCQ7414840452695010,BZD,44609729855
Roberta,Dumitrescu,1936-11-24,2690231307914,"Strada Bogdana Gheorghiu Nr. 38 Bl. 46  Sc. 16 Ap. 615, Slatina, 270536",0257 475 461,"Conducator De Pensiune Turistica (Rurala, Agroturistica, Montana)",RO35DSPS0674949293310144,STD,21402528244
Cristea,Mocanu,2019-10-31,4310125189803,"Strada Nistor Nr. 47 Bl. 89  Sc. 52 Ap. 964, Oravita, 290076",0766 127 927,Expert Inginer Industria Alimentara,RO79JNKE8736535172338246,PAB,35677888475
Floarea,Manole,1937-01-02,7650317049484,"Aleea Celia Aanei Nr. 79 Bl. 24  Sc. 37 Ap. 360, Lugoj, 323317",0764 449 618,Director Cafenea,RO98NEDP9363723630972532,KES,41648368275
Ștefania,Diaconu,1974-10-04,2310810124133,"Bulevardul Sanda Popa, Savinesti, 777757",0739 139 029,Electrician De Intretinere In Constructii,RO59ZCMS0362945817736948,KES,49508817017
Marina,Cristea,1976-10-26,2230810309639,"Drumul Georgescu Nr. 58 Bl. 67  Sc. 53 Ap. 449, Vladimirescu, 958693",0245 527 757,"Medic-Sef (Policlinica, Statie De Salvare, Centru De Recoltare Sange)",RO09AUBY6199254284322490,KRW,97808832788
Eustațiu,Ioniță,1962-08-11,1040924406519,"Strada Ardelean Nr. 528 Bl. 48  Sc. 68 Ap. 300, Negresti, 603114",0728 674 841,Asistent De Cercetare In Filatura-Tesatorie,RO73AEYN3628922868414606,SVC,39862045208
Caterina,Ioniță,1915-05-15,5381122286396,"Intrarea Pușcașu Nr. 631, Vicovu de Sus, 633319",0747 749 503,Tinichigiu Sisteme De Ventilatie,RO33NVIG1222415399623340,DOP,84528028943
Zina,Stan,1968-03-31,2010822227960,"Strada Dinu Nr. 149, Busteni, 437618",0753 136 926,Sef Birou Somaj,RO83MCRE3108111000001061,JEP,22833301856
Edmond,Dobre,2011-03-23,1730731528622,"Bulevardul Tabacu, Piatra-Neamt, 921702",0739 151 468,Frizer,RO78OVOP9467080900982638,TJS,57047122045
Axenia,Stancu,2022-10-12,5760118436291,"Bulevardul Tomescu Nr. 728 Bl. 39  Sc. 27 Ap. 255, Peris, 480245",0768 823 815,Consultant Bugetar,RO25KVGH9067122817294606,RUB,58367084968
Viorela,Ardelean,1949-06-08,3930625337707,"Soseaua Ionescu, Miercurea-Ciuc, 621267",0766 375 133,Tehnician Acustician-Audioprotezist,RO70LWXV8574773959417554,HNL,18426714773
Liana,Tudor,1987-02-01,2800822154615,"Soseaua Manole, Sighisoara, 926636",0251 147 369,Operator Decator,RO25MCYO3915262951268134,MYR,48185541260
Ernest,Ionescu,1908-12-12,7800423447446,"Bulevardul Mazilescu Nr. 436, Fieni, 375204",0250 237 912,Cercetator In Geochimie,RO07ZXSF8768136881667924,SCR,80004217467
Dumitra,Mocanu,1952-05-01,2880118370874,"Aleea Ramona Dobre Nr. 852, Urlati, 428467",0769 566 907,Sef Laborator Industria Petroliera,RO94PTAS5880522765608104,BWP,44894349319
Eva,Mazilescu,1998-08-03,8210701328277,"Drumul Ene Nr. 730 Bl. 37  Sc. 13 Ap. 750, Moreni, 589004",0269 641 888,Sinterizator,RO40MYVK8566098457887725,COP,75631888590
Mihaela,Stănescu,1914-08-19,6831015442956,"Aleea Stoica Nr. 720 Bl. 43  Sc. 25 Ap. 834, Deva, 680178",0759 362 019,Electromecanic Electroalimentare,RO32IMIY6385572948866767,MUR,45577489236
Zenobia,Stănescu,2007-03-26,7461216080217,"Drumul Tabacu Nr. 55, Ramnicu Valcea, 522666",0243 481 834,Corector Transmisie,RO22ABCL8767362297371193,EGP,69926801077
Viviana,Stănescu,1978-02-09,1180614024911,"Aleea Pușcașu, Calarasi, 289043",0724 550 853,Gardian Feroviar,RO85UXWG6329974202458597,AMD,73318902011
Georgeta,Nemeș,2004-10-10,8951109107763,"Bulevardul Stan, Straja, 627496",0248 246 128,Expert Centre De Perfectionare,RO06FATG5305153713632805,PYG,26900569862
Mitruț,Niță,1952-09-28,8680525359841,"Drumul Iridenta Tabacu Nr. 20, Popesti-Leordeni, 565199",0250 621 181,Expert Medic,RO36GXEJ9210011348166254,XDR,36839092008
Dorel,Suciu,1959-07-09,6130613432423,"Bulevardul Avram Ababei Nr. 401 Bl. 51  Sc. 61 Ap. 237, Seini, 483822",0246 007 699,Pregatitor De Sarje,RO54MDKC1176510216038040,DZD,27981629228
Petrișor,Pop,1946-11-07,6700626357155,"Bulevardul Vasilică Preda Nr. 524 Bl. 98  Sc. 99 Ap. 114, Gilau, 567458",0238 515 811,Inginer De Cercetare In Energetica Industriala,RO69DOLW3512089461380916,JPY,88367425397
Vanesa,Stancu,1951-05-23,4450314012627,"Strada Ionescu Nr. 98 Bl. 28  Sc. 61 Ap. 344, Moreni, 553542",0237 431 273,Preparator Ulei De Copite,RO19ANUQ3541733232436928,SCR,45670361883
Cezara,Manole,1930-01-20,5870712092881,"Bulevardul Tomescu Nr. 113, Santana, 993833",0744 078 361,Innodator Fire De Matase Naturala,RO48FCFO4293734752567386,IQD,53499733527
Gică,Barbu,2018-07-14,7050419344236,"Strada Albu Nr. 768 Bl. 75  Sc. 79 Ap. 128, Targu Secuiesc, 558534",0769 652 986,Medic (Farmacist) Director Adjunct,RO29QHOP5140435115858051,BDT,16439541584
Bogdan,Mocanu,1943-06-29,4730727408750,"Intrarea Stănescu Nr. 90 Bl. 18  Sc. 48 Ap. 115, Agnita, 424130",0256 761 617,Consilier Al Ministrului,RO53YBNH8531920223549982,GMD,74599310118
Dina,Oprea,2000-01-27,7040626011143,"Aleea Dumitrescu Nr. 13, Valea Caselor (Dragasani), 522195",0233 870 885,Inginer Mecanic Utilaj Tehnologic Pentru Prelucrare La Cald,RO98UKHN6597911600821359,COP,80117000330
Ozana,Mazilescu,2023-10-16,6910908024206,"Drumul Silviana Albu Nr. 31 Bl. 22  Sc. 35 Ap. 834, Tunari, 109489",0261 527 768,Asistent De Cercetare In Matematica-Fizica,RO98XVLV6486360849637370,KYD,40161659919
Nicușor,Dochioiu,1982-12-28,6731129526850,"Intrarea Ioniță, Tunari, 759413",0257 444 808,Sef Atelier Informatica,RO45WFYN3209620330371961,LSL,35417417681
Amedeu,Nistor,1957-11-16,1841221076018,"Soseaua Barbu Nr. 20 Bl. 44  Sc. 83 Ap. 720, Campina, 120387",0748 069 742,Pregatitor Piese Incaltaminte,RO79RVLH4009663647165159,TVD,78893106320
Maximilian,Manole,1964-08-17,2970329272025,"Intrarea Noemi Eftimie Nr. 97, Toplita, 343833",0250 661 938,Pregatitor Regenerare Cauciuc,RO68PZFE5532482812934023,DKK,42973878873
Anghelina,Tomescu,2004-05-03,3921214023821,"Aleea Eftimie Nr. 675 Bl. 51  Sc. 66 Ap. 361, Intorsura Buzaului, 661824",0235 926 238,Vopsitor Auto,RO76TGKZ9714800000902271,INR,9156467322
Corina,Niță,1941-11-18,8741105344780,"Aleea Sever Suciu Nr. 839, Roseti, 380685",0735 549 788,Politolog,RO83JRQF7389725529840169,VND,89572368730
Mirona,Oprea,1959-05-29,2931110289181,"Drumul Dalia Diaconu, Gherla, 774866",0770 054 431,Medic Igienist,RO19JQMP4535345216555509,BBD,48027886927
Ioan,Mazilescu,1983-11-15,8660408258721,"Intrarea Ioniță, Covasna, 370961",0261 487 811,Tehnician Silvic ,RO22BWAL5372309751488949,HTG,37936792511
Adi,Ionescu,2008-07-09,4180511127315,"Strada Popa, Fetesti, 619711",0744 976 471,Coordonator Productie Film,RO81BHHG9166622487701109,SBD,83467066363
Jenel,Dima,1922-08-10,3140828468791,"Soseaua Ionică Eftimie Nr. 88, Cajvana, 476549",0255 528 600,Tamplar Mecanic La Slefuit,RO02EKKO3087148447330719,AED,21657596656
Floriana,Stan,1949-08-20,6990101437909,"Soseaua Eduard Niță, Braila, 637972",0248 676 273,"Presator-Formator Materiale Stratificate, Pregnator Prize Tehnice Si Banda Izolatoare",RO61SMGE3189606863356821,XAF,26166619352
Crina,Nemeș,1988-10-13,3600630452537,"Strada Tudor Nr. 51, Aiud, 360120",0771 214 336,Cercetator In Ecologie Si Protectia Mediului,RO61KUYL1905817723556924,SZL,58594634815
Liliana,Stan,1998-09-22,7571019105277,"Drumul Dochioiu, Alba Iulia, 888660",0753 589 233,Inspector Coordonator Asigurari,RO44DBHV9414990540859384,GYD,26650929748
Adelina,Preda,1944-06-08,5840604074485,"Drumul Gina Nemeș Nr. 20 Bl. 49  Sc. 58 Ap. 880, Agnita, 914942",0757 868 805,Inginer-Sef Agricultura Si Silvicultura,RO85FXVB4117369456100720,BDT,45047268577
Sorin,Tudor,1948-12-02,7561226010795,"Strada Crina Toma Nr. 972, Ocna Mures, 709153",0762 677 981,Controlor Dirijare Nonradar,RO35EIHX8107392322893612,MYR,86854493318
Martin,Marin,1960-09-08,2220520066568,"Aleea Eftimie Nr. 51, Diosig, 591800",0769 203 138,Preparator Sportiv,RO73CDSR2960607248599925,BYR,96914227768
Petronela,Dima,1993-08-19,7870709340848,"Soseaua Jeana Nemeș Nr. 13, Curtea de Arges, 844674",0785 011 261,Finisor Fire De Matase Naturala,RO55PGXN1911796848215433,IDR,49389105532
Dorin,Manole,1921-10-19,2910616367101,"Intrarea Georgescu, Savinesti, 261755",0738 475 560,Grefier Registrator,RO95NCDT6241605770983898,SGD,62056151099
Amedeu,Diaconescu,1936-05-19,6371130512141,"Bulevardul Pușcașu, Ineu, 302840",0728 335 752,Tratamentist Piese Optice,RO41WYPI8098727067151528,BOB,73642541992
Anica,Georgescu,1945-11-04,6991005383602,"Strada Janina Cristea, Bals, 961212",0742 982 548,Filmotecar,RO41BCQH1809796879032338,GTQ,70088363393
Ludovic,Dima,1922-03-06,4280510523459,"Bulevardul Ionescu Nr. 882 Bl. 97  Sc. 69 Ap. 810, Prejmer, 944981",0248 930 942,Tehnician Dentar,RO64JALZ1206837037387754,SPL,48541149424
Flora,Dinu,1991-04-20,1461031421167,"Soseaua Matilda Suciu Nr. 822, Ineu, 358636",0737 089 179,Expert Inginer Chimist,RO74MXTT8292937461236231,GEL,38444412168
Bianca,Albu,1954-06-28,5410608272502,"Aleea Estera Nemeș, Fetesti-Gara, 127682",0754 558 007,Logoped,RO62DFAF5816697454938980,LYD,87512959774
Savina,Nistor,1949-04-15,2640225441815,"Bulevardul Oprea Nr. 511, Jimbolia, 636282",0756 529 557,Expert Inginer Industrializarea Lemnului,RO59YYYQ6933510589193534,TTD,8804503185
Ramona,Ene,1917-01-21,6200129172563,"Strada Valeria Ababei Nr. 258, Reghin, 560711",0733 862 831,Controlor Trafic Aviatia Civila,RO64ZFQG3898258968350200,MVR,20653941253
Tiberiu,Nistor,2017-03-17,7880220402990,"Bulevardul Tabacu, Calan, 181791",021 924 1201,Electrician Montator De Instalatii Electrice La Mijloace De Transport,RO19MLZR5496931508540449,BMD,3316530126
Savina,Popescu,1965-11-05,7900609119136,"Bulevardul Iosif Stan, Drobeta-Turnu Severin, 937983",0760 559 481,Cercetator In Mecanica Fina,RO47TYCI5300634484689236,NAD,5042635821
Larisa,Mocanu,1925-06-14,8810523396765,"Bulevardul Toma Nr. 473, Miercurea-Ciuc, 446932",0720 530 465,Receptionist,RO77FIIX6161427439442202,WST,21440646144
Oliviu,Dima,1997-06-03,6801124279275,"Aleea David Cristea Nr. 602 Bl. 43  Sc. 99 Ap. 630, Ludus, 971465",0235 576 325,Inginer-Sef Piscicultura Si Vanatoare,RO26QYYC4815055833694098,CLP,63289287674
Iasmina,Gheorghiu,1922-03-03,1680627512538,"Strada Veniamin Florea Nr. 989, Tecuci, 709072",0251 288 307,Operator Emisie-Receptie,RO08ZADW6776345281820173,ZWD,3062461320
Varvara,Mocanu,2020-08-26,7911008381419,"Intrarea Stoica, Voluntari, 495960",0786 901 728,Redactor Prezentator De Televiziune,RO47HHOO9553503334148407,NGN,54905126759
Dan,Barbu,1935-07-10,8820218093614,"Aleea Nicoară Aanei, Cudalbi, 853612",0763 035 580,Meteorolog Aeronautic,RO33GNZF1122640993288128,CHF,4439403887
Cătălina,Pușcașu,1968-11-08,4070503385459,"Drumul Ionescu Nr. 68, Pucioasa, 237750",0249 900 382,Operator Portuar Expeditor,RO60QEOE8158063133802979,ETB,35630788045
Zamfir,Ionescu,1949-12-03,5140122365611,"Drumul Cristea Nr. 474 Bl. 76  Sc. 44 Ap. 479, Bosanci, 632119",0755 475 350,Asistent De Cercetare In Echipamente Si Instalatii De Bord,RO67XKVA5315530011200536,MAD,41405872329
Angela,Marin,1962-07-21,1990501108927,"Drumul Stan, Baia, 871239",0746 794 115,Consilier Inginer Agronom,RO62BJEI4325596796290698,BIF,47987707565
Ieremia,Stan,2008-09-01,6170128172078,"Bulevardul Oprea, Ianca, 185889",0770 670 839,Consilier Inginer Industria Alimentara,RO26TCHH6703445399217449,KMF,80722893019
Adelaida,Dumitrescu,2014-05-28,8121126119622,"Intrarea Dumitru Popa Nr. 439, Targu Jiu, 476320",0261 923 640,Operator Lucrari Speciale Sonde,RO43NXEW8003587932542934,MGA,87093744759
Cipriana,Dima,2001-01-16,5130324315820,"Bulevardul Eftimie Nr. 45, Rucar, 855919",0759 539 794,Viticultor,RO60UTVW1732693852548758,IQD,82316285230
Jana,Niță,2004-05-06,2681030031009,"Soseaua Stoica Nr. 478, Breaza de Sus, 652208",0244 873 834,Pilot Incercare,RO07TQMO3411088509129310,TND,7767948945
Eva,Nemeș,1919-09-30,2650816124190,"Strada Albu Nr. 249, Pucioasa, 931331",0236 521 259,Inspector De Specialitate Biochimist,RO89XDXG9338337895281084,RUB,48811758450
Maria,Mocanu,1940-08-02,7760518104688,"Drumul Dobre Nr. 336 Bl. 79  Sc. 57 Ap. 611, Tufesti, 439174",0249 067 285,Operator La Fabricarea Mezelurilor,RO79MYHF2922142824719285,GYD,36890199601
Ernest,Ababei,2016-07-15,6750813462339,"Strada Dinu Nr. 83, Macin, 700797",0768 496 765,Expert Ecolog,RO27RIDV3443434572463213,GTQ,66935806845
Panagachie,Dinu,1941-08-11,8780401405923,"Aleea Stancu, Vicovu de Jos, 287397",0758 248 906,Distilator In Industria Chimica,RO25QMEN8171175781688865,TZS,34185242877
Tiberiu,Dochioiu,1910-12-29,6310221451612,"Strada Toma Nr. 68, Bumbesti-Jiu, 969251",0732 583 475,Inspector Asigurari,RO75BLPM9932912227803037,GEL,45371862552
Dorin,Tabacu,1952-12-20,3080522166523,"Bulevardul Paulica Dochioiu Nr. 18 Bl. 48  Sc. 54 Ap. 506, Husi, 232411",0742 810 841,"Cercetator In Tehnologia Chimica A Produselor Textile, Pieii, Blanurilor Si Inlocuitorilor",RO72XZHH1326058136368927,NAD,38592845773
Vicenția,Nemeș,1920-01-09,1101017420576,"Aleea Preda Nr. 964 Bl. 70  Sc. 66 Ap. 576, Uricani, 463071",0739 225 269,Inginer Energetica Industriala,RO87UBMZ5473601636762148,INR,55513292378
Todor,Dima,2006-02-12,8880112294931,"Soseaua Miruna Dobre Nr. 47, Breaza de Sus, 464399",0769 302 116,Operator Poliesteri Armati Cu Fibra De Sticla,RO98XLJV6602384114683808,STD,23400375200
Dorina,Popa,1955-03-24,5190721364425,"Soseaua Cezar Stancu, Ianca, 520166",0738 864 421,Tamplar Binale,RO83OXTE6432178556769417,IMP,23711040152
Iolanda,Stoica,1918-07-24,4050318355268,"Soseaua Cristea, Bragadiru, 367199",0235 706 127,Calitor Scule,RO81KDJF6450438782436675,GBP,46409358453
Monalisa,Niță,1988-07-29,5660222160666,"Bulevardul Ababei, Valea lui Mihai, 511481",0259 979 590,Sondor La Forajul Mecanizat Si Reparatii Sonde,RO18MSUH1765274658660111,UZS,99788774586
Carina,Aanei,1972-06-04,5910805165478,"Intrarea Pușcașu Nr. 44 Bl. 48  Sc. 65 Ap. 912, Oituz, 753342",0750 325 324,Subinginer Proiectant Comunicatii,RO61DNDL1739999339060478,MWK,94214143650
Dumitrana,Oprea,1963-02-06,3930405149681,"Aleea Popa, Busteni, 848311",0750 344 742,Vulcanizator Piese Din Cauciuc La Prese,RO26AFFE1752947640601221,DKK,73656264756
Cosmin,Tabacu,2014-06-10,7710501288561,"Soseaua Dumitrescu Nr. 77 Bl. 56  Sc. 29 Ap. 179, Tecuci, 605113",0742 916 070,Confectioner Toroane Si Cablaje La Conductori Electrici,RO61CFHS2776395068739550,LTL,6011383186
Marga,Barbu,1929-03-22,5120730135907,"Intrarea Grațiela Dochioiu, Voluntari, 820733",0725 904 421,Pieptanator,RO97MUOA8860718221402732,MDL,91266788637
Ica,Toma,1969-04-08,5990807522536,"Intrarea Albu Nr. 28 Bl. 55  Sc. 40 Ap. 481, Draganesti-Olt, 547321",0731 784 818,Agent Contractari Si Achizitii (Broker Marfuri),RO17KWPS1060602612346945,CHF,58096456095
Carolina,Voinea,1972-09-19,6430231337401,"Soseaua Dinu, Petrila, 380564",0251 815 719,Lumanarar,RO88HLCK4259833274045087,COP,92031659945
Andreea,Toma,1969-10-15,1110418199381,"Bulevardul Popescu Nr. 212, Craiova, 646662",0733 956 803,Sef Centru Perfectionare,RO30JTBE5299983294278930,ILS,68433053113
Oliviu,Diaconescu,1960-06-01,6050820038375,"Soseaua Nistor Nr. 15 Bl. 33  Sc. 78 Ap. 294, Giarmata, 207303",0235 768 281,Tehnician Securitate Aeriana,RO38XVIN6931497162842605,TJS,23664728398
