first_name,last_name,personal_number,birthdate,county,address,phone_number,job,iban,currency,balance,latitude,longitude
Arina,Oprea,5051130340135,1968-10-08,Constanța,"Aleea Dinu Nr. 833 Bl. 61  Sc. 57 Ap. 359, Insuratei, 193947",0738 807 880,Sef Cart,RO26LZYR2040267147974525,CDF,67313842765,-31.952739,143.701956
Steliana,Nemeș,1581017414438,2000-02-17,Gorj,"Drumul Dumitrescu Nr. 266 Bl. 68  Sc. 13 Ap. 850, Balotesti, 417413",0723 933 261,Sef Mecanic Instructor,RO80UREB2410405105336154,JEP,79090108329,59.759191,169.587623
Violeta,Marin,6011021146949,1980-07-26,Galați,"Bulevardul Dumitrescu, Caransebes, 280066",0770 775 151,Specialist Imbunatatire Procese,RO49HFWS3603972501644889,LKR,81181197526,-31.786177,108.005521
Stana,Dima,6660818263371,1979-07-03,București,"Drumul Nemeș Nr. 583 Bl. 26  Sc. 21 Ap. 400, Maieru, 464628",0736 936 103,Cercetator In Medicina Veterinara,RO15KPUJ9164269205803766,GTQ,42267428108,35.9570255,-135.183167
Ghenadie,Stan,1791205127506,2004-10-15,Dolj,"Intrarea Popescu Nr. 120, Moldova Veche, 241699",0261 826 324,Ajutor Fochist,RO36PRRA8236056392314864,KZT,52025672843,-78.154859,-14.474450
Jan,Nistor,2510307227967,1943-06-23,Suceava,"Aleea Popescu Nr. 43, Sfantu Gheorghe, 595496",0767 201 357,Cazangiu Tevar,RO13XLNR3612833215831190,SEK,33611783357,7.957017,-175.852333
Leana,Manole,5251129457211,1956-06-22,București,"Strada Mazilescu Nr. 570 Bl. 42  Sc. 13 Ap. 742, Mangalia, 249019",0788 135 592,Operator Circulatie Miscare,RO81DCTV6426797250971511,SAR,327063905,25.5479555,14.005886
Natalia,Gheorghiu,8520518343963,1910-03-21,Argeș,"Soseaua Popescu Nr. 39 Bl. 48  Sc. 76 Ap. 706, Sacele, 398298",0780 014 684,Expert Actuar,RO56VUOB2588316431791711,MVR,42009943271,30.8575765,85.143543
Rareș,Manole,7021213269131,2009-05-31,Harghita,"Soseaua Eftimie Nr. 178 Bl. 19  Sc. 88 Ap. 519, Campina, 134360",0250 532 924,Tamplar Manual Ajustor Montator,RO56KOIR8985607651590627,AUD,86742699525,77.076103,-168.686992
Dorli,Tudor,1071001082574,1919-03-10,Bistrița-Năsăud,"Bulevardul Luiza Georgescu Nr. 608, Sinaia, 828984",0763 906 775,Sef Oficiu Somaj,RO87DUSH0935127288771098,DOP,69854815342,84.7630685,-49.493742
Doina,Diaconu,2880814331329,1983-08-26,Alba,"Aleea Marin, Bacau, 849584",0242 952 578,Diriginte Santier (Studii Superioare),RO71UZCX0295511259396062,SAR,341589007,-67.0840865,-54.861329
Horațiu,Aanei,1111216125339,1953-02-07,București,"Intrarea Dorian Dobre, Dragu-Brad, 749093",0749 495 721,Sef Formatie Paza Si Ordine,RO56XWJL6976744306387424,BAM,36571222103,-41.2087325,-129.181169
Bogdana,Mazilescu,1480824175498,1973-08-09,Cluj,"Drumul Florea, Fagetel (Remetea), 617937",0771 140 501,Controlor Poarta,RO93ORGF2445346612721172,LSL,92423170907,-66.6895975,-7.765982
Mina,Stancu,3190314309054,2013-07-16,Mehedinți,"Drumul Liliana Diaconu, Oltenita, 742012",0254 173 669,Inginer De Cercetare In Instalatii Si Utilaje Pentru Transportul Si Depozitarea Produselor Petroliere,RO10ADUD3131834442990991,KYD,718405582,-39.2143845,151.046602
Anaida,Toma,3070626512735,1980-07-31,Brașov,"Aleea Steliana Mazilescu Nr. 711, Insuratei, 352412",0762 075 935,Montor Emisie,RO74HDXV8135335719761342,LYD,85622067152,-58.0584135,108.946045
Ina,Pușcașu,2110212357069,1915-07-28,Covasna,"Bulevardul Diaconescu Nr. 197, Focsani, 241866",0769 951 718,Cercetator In Geografie,RO71XBSG7104981747986996,MNT,21694398276,44.857265,88.019235
Paulica,Tabacu,4010911272651,1961-12-21,Mureș,"Intrarea Lazăr Dochioiu Nr. 68, Targu Frumos, 748121",0754 032 205,Inginer Masini Hidraulice Si Pneumatice,RO54LWEL6110686501527249,FKP,16106381120,20.972608,-42.205964
Claudiu,Stoica,1520111307578,1990-02-23,Sibiu,"Bulevardul Nistor, Roman, 363172",0243 583 300,Muncitor Necalificat La Ambalarea Produselor Solide Si Semisolide,RO72CLDA8832051077709096,TRY,80434729125,41.7311835,-104.585397
Silvia,Ababei,7441216178589,1971-03-29,Teleorman,"Drumul Dinu Nr. 545, Rovinari, 922232",0739 857 885,Fermier In Productia Animala,RO26NMIP0225227185552501,MKD,52809969885,-2.938115,-143.685589
Ecaterina,Oprea,7860212156759,1954-03-24,Caraș Severin,"Intrarea Diaconu Nr. 399, Feldru, 107747",0253 723 462,"Asistent De Cercetare In Bacteriologie, Microbiologie, Biochimie, Farmacologie",RO50IVNL7140750939425179,ZMW,3335505110,-62.412381,-11.846762
Jeana,Dumitrescu,8880908111501,1915-10-02,Timiș,"Strada Diaconescu, Sancraiu de Mures, 792411",0243 906 921,Modelor Prototipuri Auto,RO37YCHH3505852622135425,CHF,56998031492,-24.909154,-113.662627
Voichița,Mazilescu,8200715215817,1998-08-16,Galați,"Soseaua Stan Nr. 19, Campia Turzii, 289493",0760 836 892,Ignifugator,RO52ZSTG8476427412899552,UYU,14586855176,68.1517385,84.229215
Georgiana,Pușcașu,5510814440109,1926-06-04,Caraș Severin,"Soseaua Valentin Tudor Nr. 33 Bl. 60  Sc. 40 Ap. 888, Constanta, 815699",0235 688 418,Operator Meteorolog,RO49VYAD1261110148182925,KMF,18122770580,33.908868,-95.119463
Ghiță,Barbu,8721120152639,1923-08-30,Tulcea,"Drumul Gheorghiu Nr. 41, Cernavoda, 206260",0761 849 388,Fermentator Otet,RO13HFTJ9570007019308379,LRD,42510217816,-38.0111345,28.647227
Adelin,Ene,4170930278224,1957-08-29,Gorj,"Bulevardul Brândușa Stănescu, Anina, 393973",0740 668 958,Linolist,RO96CBDM1315138620972112,TRY,96516321683,60.6214495,113.007855
Frusina,Stan,8410517447749,1913-07-12,Argeș,"Bulevardul Iuliana Niță, Bals, 446080",0247 342 158,Inginer De Cercetare In Prepararea Substantelor Minerale Utile,RO41GNFQ5086088008272336,CUP,82247395326,-10.6236975,-124.265532
Severina,Stănescu,2740710418231,1929-11-23,Timiș,"Aleea Aurelia Tomescu, Gura Humorului, 363503",0269 252 850,Inginer De Cercetare In Echipamente De Proces,RO38GIEN3690193761105141,IMP,76110969570,-60.9884975,33.496209
David,Dochioiu,5140507468336,1975-12-31,Bihor,"Strada Popa Nr. 44 Bl. 78  Sc. 75 Ap. 108, Ramnicu Sarat, 461714",0732 920 734,Operator La Sfaramarea Minereurilor,RO41NVVT5070653750588289,LKR,69623429955,-19.2977435,20.480532
Alexandru,Pușcașu,7670324409647,1962-01-25,București,"Intrarea Aanei Nr. 461 Bl. 87  Sc. 50 Ap. 804, Deta, 749923",0747 733 052,Diriginte Santier,RO16BKMC0176907032407834,BDT,40642586903,39.494058,165.072077
Leana,Pop,3650419165891,2000-12-13,Mehedinți,"Drumul Suciu Nr. 846 Bl. 95  Sc. 21 Ap. 991, Blaj, 537322",0241 085 876,"Masurator De Gaze, Temperatura Si Radiatii",RO07HGRU7973791551203568,IQD,73356501585,-16.4030395,25.470027
Daria,Mazilescu,2180822162943,2023-10-26,Suceava,"Intrarea Mocanu Nr. 912, Iasi, 755053",0745 606 787,Casier,RO52NIJF5664089612504929,RUB,55707711967,-84.6459745,-70.236376
Voichița,Eftimie,7520115160741,1994-01-27,Mureș,"Drumul Stănescu, Berceni, 589904",0757 875 097,Liftier,RO24BJUI0540378586706757,GIP,99408533629,23.351862,-67.145693
Severin,Florea,1080516397261,1954-07-27,Bacău,"Aleea Fabia Mocanu Nr. 72 Bl. 30  Sc. 18 Ap. 350, Targu Mures, 205699",0732 482 734,Regizor Studio,RO10YFGO3577196102444638,ETB,86721801084,27.594894,-6.934758
Janina,Cristea,8120718247132,1994-04-10,Ialomița,"Aleea Barbu, Targu Lapus, 253147",0727 617 726,Sef Licitatie,RO19HLBT5034567643952426,GBP,87541361605,46.049225,68.992317
Aneta,Preda,7340517440064,1979-02-17,Dâmbovița,"Drumul Ardelean, Cristuru Secuiesc, 566395",0248 673 433,Evaluator Asigurari,RO78NHLW8520467851656156,XCD,99758414160,61.5509455,177.780130
Elena,Diaconu,6680605443732,2002-12-03,Mureș,"Strada Betina Ionescu, Covasna, 905891",0238 258 595,Tamplar Universal,RO76CVPE3943708075392637,LKR,85282068690,-37.619855,-86.609261
Vera,Stoica,8450931267965,2004-08-06,Constanța,"Bulevardul Niță Nr. 839, Bistrita, 648601",0721 047 890,Preparator Benzi Cauciucate Si Compozitii Emplastre,RO58EHSM0646070872396688,XOF,53564138979,-17.189237,83.022703
Vasilică,Ardelean,8720815359625,2023-11-26,Olt,"Bulevardul Oprea, Viseu de Sus, 782301",0770 310 132,Vinificator-Pivnicer,RO91XVDV7829507129348141,TOP,19803916857,-80.490760,-112.473409
Teodor,Stănescu,8480424526799,2005-12-18,Călărași,"Soseaua Nemeș Nr. 41 Bl. 66  Sc. 12 Ap. 920, Balan, 373789",0732 411 423,Tragator Fete Pe Calapod,RO09EFMZ6059330253227011,KRW,7596099284,51.917417,-53.474540
Nicușor,Aanei,8050518340401,2023-01-22,Brăila,"Drumul Dima, Bailesti, 693094",0758 775 717,"Functionar In Activitati Comerciale, Administrative Si Preturi",RO61LKNH7187117181616527,XAF,85100719146,-14.029688,-32.998141
Clarisa,Ardelean,8080826353205,1977-12-27,Mehedinți,"Drumul Florian Florea Nr. 15, Teius, 933188",0239 207 025,Secretar Al Organizatiilor Umanitare,RO02YQBZ3692652204670188,BWP,91590832773,-11.5629045,-166.844743
Relu,Pușcașu,7220420120912,1930-09-29,Tulcea,"Aleea Leontina Mazilescu Nr. 19 Bl. 43  Sc. 72 Ap. 152, Ianca, 496916",0711 373 103,Maistru In Industria Alimentara,RO55HVUE6982483788815356,BHD,35551775890,34.4409575,137.303766
Antoniu,Georgescu,4880107334843,1974-06-17,Hunedoara,"Strada Preda Nr. 795 Bl. 70  Sc. 10 Ap. 132, Aiud, 898264",0253 736 148,Sef Complex Zootehnic,RO41CEGG8903302125974148,HUF,75048165806,-58.038159,28.488122
Fabia,Pușcașu,6790125360873,1938-02-28,Sibiu,"Drumul Manole Nr. 203 Bl. 35  Sc. 73 Ap. 991, Vlahita, 440939",0768 036 836,Incleietor Placi Aglomerate,RO65PPFG8581801271778137,DJF,3293903495,77.123295,163.468439
Emanoil,Nemeș,5341021023428,1949-06-18,Suceava,"Soseaua Codrina Voinea Nr. 969 Bl. 59  Sc. 56 Ap. 274, 1 Decembrie, 360126",0234 641 868,Tinichigiu Restaurator,RO69NEYV2290256620662969,MMK,8438850953,20.2016345,-76.606830
Petruța,Dima,3490516040637,1963-09-22,Cluj,"Bulevardul Ionescu Nr. 70 Bl. 24  Sc. 25 Ap. 670, Bocsa, 692065",0254 083 699,Chestor Parlament,RO58KCLW8317502799646271,GNF,73500355677,-48.116004,-5.828950
Maria,Nemeș,3830624211847,1981-02-20,Timiș,"Drumul Stan, Galati, 854527",0240 519 092,Cercetator Economist In Economia Generala,RO70RWNL0674352623734577,COP,19664154831,-36.934837,-38.300126
Octaviu,Stănescu,5180313323472,1949-01-15,Cluj,"Intrarea Oprea Nr. 499 Bl. 88  Sc. 34 Ap. 979, Strehaia, 342909",0726 664 289,Telexist,RO93YIPK3120877799361072,GNF,94214851901,-63.3969945,-165.854497
Olimpian,Mocanu,7120910201056,1947-08-18,Buzău,"Strada Pușcașu Nr. 72 Bl. 34  Sc. 29 Ap. 255, Straja, 711431",0720 513 408,Agent Tranzit,RO28AVZA7876950471145329,UYU,60703767053,65.0847725,-69.943944
Agripina,Tudor,8070709135040,1991-11-27,Covasna,"Bulevardul Nistor Nr. 33 Bl. 35  Sc. 47 Ap. 745, Ramnicu Sarat, 176628",0244 597 171,Organizator Prestari Servicii,RO71KHUU0093807397850942,NAD,7060673079,17.9156625,-102.260716
Nicuță,Ionescu,2331018394440,1985-05-16,București,"Soseaua Dumitrescu Nr. 373 Bl. 42  Sc. 22 Ap. 230, Radauti, 769059",0767 024 180,Servant Pompier,RO70VNMT8307973158436377,PAB,37172157912,68.1620635,-94.232888
Mihnea,Nistor,4670402060728,1972-08-19,Vaslui,"Bulevardul Emanuela Diaconescu Nr. 894 Bl. 28  Sc. 63 Ap. 919, Glina, 706106",0740 722 371,Operator Metrar-Volator-Dublator Textile,RO75TRIC1837481866905716,SLL,17238904410,13.3262065,-142.865220
Maxim,Pușcașu,2990925112868,1918-05-23,Suceava,"Strada Fabia Voinea Nr. 568, Baicoi, 870559",0260 384 991,Analist Investitii,RO05YMDX1811263941276047,KZT,86676969422,-59.9940335,-51.660326
Matei,Albu,3450230112757,2015-10-30,Ilfov,"Drumul Popa Nr. 90 Bl. 71  Sc. 67 Ap. 975, Piatra-Neamt, 999996",0786 948 001,Cartograf,RO72FKGL1933903460565355,OMR,65521948374,-21.2419905,-18.527502
Cristian,Tomescu,5101009354316,1916-07-25,Prahova,"Intrarea Florea Nr. 588, Baia Mare, 206739",0739 614 969,Muncitor Necalificat In Agricultura,RO80GEWM6217008751212849,JEP,17511169871,-35.715312,37.798674
Titus,Ardelean,6451105147627,2019-08-06,Iași,"Intrarea Ariana Stan Nr. 654 Bl. 62  Sc. 31 Ap. 266, Teius, 673119",0771 425 245,Pregatitor Si Montator Utilaje Tehnologice,RO19UDBW5123313753150846,IDR,74876156100,-83.403120,79.278859
Mircea,Aanei,2320422046924,1956-12-05,Brașov,"Drumul Eftimie, Lupeni, 792781",0732 546 501,Inginer Mineralurg,RO19WQYE5999706101415296,ZAR,60976370817,40.951350,136.116874
Edmond,Ababei,4450825194689,1971-04-02,Brăila,"Drumul Dobre Nr. 64 Bl. 29  Sc. 91 Ap. 841, Arad, 373799",0759 731 320,Operator Textile Netesute,RO13HKAE3567582182042529,KGS,16502240172,-56.1464075,47.327304
Sinică,Dima,2710416143581,2002-02-28,Ilfov,"Drumul Grigore Oprea Nr. 22 Bl. 18  Sc. 64 Ap. 779, Baia Mare, 627064",0733 389 837,Cercetator In Demografie,RO31WBCW7895140754320144,AOA,27588026805,17.335072,-125.043052
Fiona,Cristea,3920612392347,1925-12-05,Arad,"Strada Tudor Nr. 210, Botosani, 844454",0721 737 717,Administrator De Retea De Telefonie Voip,RO26IXYH4887916990804776,FKP,4750031384,-4.6821075,41.512633
Didina,Nistor,3280721250991,1950-01-02,Mehedinți,"Bulevardul Stănescu Nr. 850 Bl. 24  Sc. 22 Ap. 756, Deva, 624773",0765 457 798,Modelier Confectii,RO91RAUG1860210394577981,BND,34269889017,-55.881289,58.020863
Paula,Voinea,7090225063892,1958-10-19,Hunedoara,"Intrarea Savina Dima Nr. 47 Bl. 35  Sc. 82 Ap. 873, Anina, 858621",0242 897 202,Operator Chimist La Producerea Diverselor Produse Anorganice,RO74VNEX6055940870388677,GYD,86847471141,-61.040856,-123.152459
Pompiliu,Pușcașu,8650127101055,1910-11-01,Brăila,"Drumul Silvia Stan Nr. 283 Bl. 75  Sc. 76 Ap. 731, Rucar, 262940",0739 637 971,Asistent De Cercetare In Telecomenzi Si Electronica In Transporturi,RO45RFZP9576937886825267,KHR,32251124426,-24.564242,97.538676
Teodosia,Ardelean,6380311435338,1919-12-31,Satu Mare,"Intrarea Evelina Voinea, Marasesti, 499016",0254 897 204,Mediator Social,RO79HERE3132883024746882,SEK,52518310408,-47.982705,-43.869649
Anghelina,Ababei,8290704345819,2002-12-08,Galați,"Aleea Corneliu Tabacu, Dragalina, 870890",0238 679 836,Cercetator In Metrologie,RO47FTPN5616175997236678,KPW,2552509057,64.7511425,-1.903389
Steluța,Florea,7100922015742,1985-06-25,Gorj,"Soseaua Nistor, Valea Caselor (Dragasani), 380484",0233 021 836,Expert Jurist,RO18UKXJ4752403521307143,BRL,40360559936,-65.516409,111.575862
Roberta,Barbu,8440419080284,1945-07-01,Maramureș,"Bulevardul Popa Nr. 85, Vaslui, 861222",0724 343 937,Administrator Bancar/Produs Leasing,RO97QYNG5256299803978780,LSL,94606551010,-10.2358225,-24.626949
Iolanda,Stoica,6860525121785,1972-06-24,București,"Intrarea Nistor Nr. 249, Strehaia, 624951",0748 458 103,Masinist La Linii Automate Aschietoare,RO65YYSU5117943857647450,TMT,88796506217,-48.255566,-53.216252
Iolanda,Diaconu,3930912283645,2011-04-26,Alba,"Strada Eftimie, Resita, 380004",0741 493 448,Expert Accesare Fonduri Structurale Si De Coeziune Europene,RO62INHB4914757226761587,HNL,71521632371,44.057659,-111.790892
Clara,Dochioiu,3970513298722,1969-09-23,Argeș,"Drumul Frederic Ene Nr. 77 Bl. 87  Sc. 59 Ap. 121, Calafat, 608188",0254 275 485,Inspector Scolar Pentru Invatamantul Special,RO93YVCQ9173366966373375,SYP,84797883932,15.5620075,-151.024742
Tudorița,Florea,7760306274044,1995-05-19,Dâmbovița,"Soseaua Nistor Nr. 924, Breaza de Sus, 388583",0756 323 920,Confectioner Tuburi Cinescop,RO10DOXE2190906689751752,MKD,49997336496,59.8387305,55.639921
Cristina,Tomescu,4720330350786,1975-10-05,Olt,"Drumul Oprea Nr. 384, Tulcea, 140820",0736 325 732,Agent Literar,RO05RIBC9871797307999835,MZN,35131993619,14.4927655,166.933684
Cornelia,Stoica,7990114074977,1974-09-05,Suceava,"Bulevardul Gențiana Tabacu, Pancota, 522924",021 659 0562,Tipograf Print Digital Si Offset,RO48QFWX5079114980354884,XOF,74447274279,78.7126125,-159.860262
Alida,Pușcașu,6130601254413,1977-03-23,Vâlcea,"Strada Sebastian Ababei Nr. 30, Modelu, 598001",0240 663 497,Camionagiu,RO38ZCXF0969668632549720,CUP,38016164882,-32.120940,9.327244
Norbert,Georgescu,5941120048965,2023-08-08,Hunedoara,"Aleea Ioan Voinea, Gherla, 285852",0742 460 346,Cusator Manusi Piele,RO93EBKG7059111399769344,GTQ,14287966460,-42.3158515,-171.144863
Valentin,Diaconescu,8510614365990,1959-02-17,Timiș,"Intrarea Cristea Nr. 70, Iernut, 611379",0269 599 944,Reglor Benzi Montaj,RO81TLLG7372752176149220,TMT,5670789356,-18.617283,-71.089069
Doru,Tabacu,6500911469176,1947-11-20,Botoșani,"Intrarea Theodor Barbu, Vicovu de Jos, 297161",0740 716 069,Telegrafist-Sef,RO52YDSZ2786698818726340,BRL,99246077904,64.7707555,-126.239909
Tatiana,Stancu,3120304204981,1928-06-18,Brașov,"Intrarea Ardelean Nr. 30 Bl. 90  Sc. 80 Ap. 895, Dorohoi, 913800",0255 073 570,Sef Atelier Telecomunicatii,RO49GQEE4274106079426986,TND,50075104708,39.7769405,147.728084
Vicenția,Tudor,2941124375522,1929-02-11,Gorj,"Strada Oprea Nr. 79 Bl. 81  Sc. 22 Ap. 347, Brasov, 733991",0265 971 996,Confectioner Toroane Si Cablaje La Conductori Electrici,RO38XJQO5482729342257844,XDR,20523705083,54.2995495,35.643669
Monica,Gheorghiu,8591006403028,2019-08-28,Ialomița,"Aleea Pop, Vaslui, 590200",0749 254 439,Montator Electromecanic,RO55LELW5471722009603454,LYD,95029142910,26.6127945,-72.305089
Remus,Popa,7480706155331,1952-05-03,Bistrița-Năsăud,"Bulevardul Georgescu Nr. 575, Intorsura Buzaului, 679964",0253 058 091,Lucrator Pentru Salubrizare Cai Publice,RO53NAHB5968395412407923,MDL,2495171281,-34.1131275,-144.723094
Gherghina,Nistor,5150403341952,1992-10-09,Vaslui,"Soseaua Ababei, Valenii de Munte, 711170",0788 464 540,Inginer De Cercetare In Tehnologia Substantelor Organice,RO57OFFM8704790568171035,HRK,26664507822,11.402578,32.718630
Eustațiu,Stan,2660231293219,1934-02-16,Vrancea,"Soseaua Barbu Ioniță Nr. 136, Uricani, 947137",0747 490 822,Manager De Zona,RO63DIQF3834883945856109,MNT,39902817334,-52.045088,56.038626
Elena,Tabacu,5770820468411,1964-12-17,Mehedinți,"Bulevardul Marin Nr. 26, Giroc, 353696",0245 273 743,Crescator De Animale Mici,RO88JXJX8456395240556695,SYP,41548588768,88.352261,-149.361067
Dacian,Mazilescu,5880118417953,1971-03-18,Brăila,"Drumul Ene Nr. 221 Bl. 13  Sc. 81 Ap. 705, Barbulesti, 525472",0762 148 577,Preparator Invatamantul Universitar,RO42SNGU9650110733926228,TVD,56484092409,34.5123445,74.427453
Ica,Aanei,7900108152571,1963-09-12,Mureș,"Bulevardul Gheorghiu, Popesti-Leordeni, 835504",0241 831 485,Inspector General Vanatoare,RO16CQYX1256451969440243,TRY,23329842801,21.389581,-80.969454
Luiza,Mocanu,1110521286875,1935-11-13,Giurgiu,"Bulevardul Toma Nr. 542 Bl. 33  Sc. 10 Ap. 480, Sovata, 432363",0267 525 277,Emailator,RO61MABC5245476689271427,NAD,98379619697,-86.493320,-59.295688
Tania,Marin,1730915296957,1928-03-23,Dolj,"Bulevardul Adi Ardelean Nr. 809 Bl. 22  Sc. 81 Ap. 680, Tomesti, 121592",0748 460 921,Maseur,RO40YOLE2792329374259443,MAD,7378372135,52.9872485,144.356969
Petronela,Pușcașu,3060115355293,1990-02-07,Sălaj,"Strada Mocanu Nr. 762 Bl. 23  Sc. 25 Ap. 220, Dobroesti, 405935",0757 168 316,Operator La Conditionarea Si Prelucrarea Plantelor Medicinale,RO04ALMK1986069514839600,SLL,31967401787,1.850009,145.630010
Doru,Diaconescu,8620610050804,2004-09-29,Arad,"Bulevardul Stănescu, Babeni, 597228",0768 768 277,Presator Stuf,RO81VIAL6129316106307492,BRL,27433010259,-1.123805,-169.139600
Emilia,Dobre,3830617193695,1985-04-14,Covasna,"Aleea Marian Ionescu Nr. 211, Dragalina, 883972",0755 109 445,Sef Unitati Miniere,RO95QJHA1030238868197022,IDR,44101262610,78.5943675,-173.634186
Paulina,Mazilescu,3860105320554,2018-11-13,Ialomița,"Strada Suciu, Baia Sprie, 712206",0751 808 615,Agent Cumparari,RO47GYGF0685489280579827,KES,32613318539,6.2592815,-99.482782
Todor,Dochioiu,6141115199422,1922-03-15,Constanța,"Aleea Barbu Diaconescu, Piatra-Neamt, 365357",0742 213 332,Sef Departament Banca/Sef-Adjunct Departament,RO30UNJU8852492348710555,ALL,47219691579,62.071669,10.649302
Elena,Cristea,1100924454646,2012-09-20,Sălaj,"Strada Gheorghe Marin Nr. 681, Toflea, 672195",0264 847 934,Vanzator Ambulant De Produse Nealimentare,RO23MOKF9507993393513404,TND,90509376568,-65.5390225,168.390666
Arian,Ene,2290318177111,1924-02-06,Maramureș,"Drumul Voinea, Lipova, 269405",0247 171 114,Referent De Specialitate Inginer Industrializarea Lemnului,RO40WAQH0753823250192216,IQD,15327072662,38.169591,83.838691
Vasilica,Ionescu,1050618141817,1965-04-23,Cluj,"Intrarea Gheorghiu, Valea Mare (Negresti), 136145",0752 447 747,Mediaplanner,RO85GBHJ2190640290848158,TOP,36916905098,12.0201235,132.548903
Dumitrana,Oprea,3380414020841,1968-01-05,Vaslui,"Drumul Suciu Nr. 50 Bl. 11  Sc. 36 Ap. 732, Copsa Mica, 934085",0762 108 863,Confectioner Protectie Dielectrica Pentru Acumulatori,RO23JMQU9532300816748383,SYP,87591993986,-52.561797,119.727594
Alexe,Voinea,2210409466218,1955-09-03,Galați,"Intrarea Ardelean Nr. 30 Bl. 45  Sc. 70 Ap. 293, Dragalina, 824381",0759 842 690,Cadru Tehnic Cu Atributii In Domeniul Prevenirii Si Stingerii Incendiilor,RO92KQPA2471415530229299,DOP,76876760737,5.3337805,-167.744748
Amalia,Albu,5601104377342,1909-07-17,Bacău,"Bulevardul Gheorghiu, Modelu, 391302",0741 299 583,Radiochimist,RO72AOHF9768870738617902,QAR,66472861205,10.9223935,32.043594
Ivona,Mocanu,6090218325365,2007-04-26,Harghita,"Strada Vasile Georgescu Nr. 90, Pancota, 247346",0734 116 917,Modista,RO19PULO0905592099216894,CHF,14328981359,43.6854155,97.960904
Florentin,Nistor,5010818100295,1986-11-17,Giurgiu,"Bulevardul Ene, Savinesti, 893035",0721 614 876,Decuscutor,RO16MGXB6155483961516357,LAK,29022806363,-26.481627,87.952310
Carol,Dinu,5940229254670,1930-12-24,Tulcea,"Aleea Diana Marin, Turda, 676644",0723 426 846,Multiplicator Sabloane Croitorie,RO05SFPK4925534092033672,AFN,83712069182,39.2490805,-21.192844
Lucia,Nistor,1520508186856,1962-07-06,Botoșani,"Soseaua Teofil Albu, Giroc, 628287",0248 976 176,Instructor De Dans,RO72UQZO8402174210407521,MWK,66775902840,82.542401,110.540255
