first_name,last_name,personal_number,birthdate,address,phone_number,mac_address,ip_address,iban,currency,balance
Frusina,Gheorghiu,7180815329489,1931-03-13,"Bulevardul Fabiana Pușcașu Nr. 944 Bl. 28  Sc. 49 Ap. 217, Pitesti, 717769",0723 995 266,ba:85:b4:2b:2c:ac,98.211.134.182,RO54ZCXA6766184342176314,GIP,23246478345
Roxana,Stancu,6940322220661,1910-03-26,"Soseaua Adelin Preda Nr. 986 Bl. 29  Sc. 11 Ap. 691, Vatra Dornei, 410498",0236 103 932,f3:52:0a:08:3f:56,38.64.49.85,RO36YIIP1606199410985087,UYU,50706998761
Stelian,Ene,6040528307335,1944-06-08,"Aleea Sabin Popa, Matca, 672790",0254 552 250,7f:61:e8:ff:01:fb,217.137.41.16,RO23XLGJ6946389100294466,AZN,10956040681
Larisa,Popescu,4060424308028,1958-10-25,"Soseaua Corneliu Albu Nr. 902, Tasnad, 734528",0242 747 263,7a:8f:02:22:7a:3c,140.40.23.220,RO52PFRL6152324707528423,GYD,93083415907
Theodor,Toma,2590214382551,2022-04-07,"Strada Dumitrescu, Giroc, 840121",0768 402 404,6e:8e:90:43:d4:2c,162.206.252.102,RO95KGSW2053668539321879,LTL,38532288694
Decebal,Toma,8610216232435,1998-02-26,"Intrarea Eftimie Nr. 121 Bl. 15  Sc. 32 Ap. 339, Santana, 198940",0253 362 644,2c:00:4b:5a:91:db,53.161.243.249,RO55TCNS8441543268401877,DKK,17467216257
Manole,Pușcașu,3750831522609,1951-06-29,"Intrarea Toma Nr. 419, Dragasani, 340556",0746 069 327,ac:fe:2f:9c:df:2a,161.80.72.230,RO53MDZU5510295813434002,XOF,37989112145
Natalia,Nemeș,1701112414494,1908-10-10,"Intrarea Voinea Nr. 696 Bl. 85  Sc. 27 Ap. 710, Fagaras, 491954",0747 403 894,24:29:5f:01:10:30,54.7.88.227,RO06SVKR0143258588628332,ANG,34207115306
Ilarie,Albu,3900703080072,1924-02-25,"Strada Diaconu Nr. 74 Bl. 29  Sc. 48 Ap. 951, Campulung, 318490",0753 483 071,ae:4a:32:c2:8b:a9,183.244.168.147,RO11TPIF6406448420849652,JPY,29624599779
Alida,Tudor,5381024226140,1936-06-08,"Strada Ionescu Nr. 513, Straja, 314061",0711 613 195,d7:cd:4b:0f:2e:39,5.151.192.49,RO11WDVB4055534581736917,IMP,35849743620
Ianis,Dinu,1340703412728,2014-09-21,"Bulevardul Suciu Nr. 81 Bl. 98  Sc. 74 Ap. 559, Covasna, 773993",0752 620 016,fc:dc:73:53:c4:ae,212.61.230.101,RO42FGXM3651841275102859,PHP,65376962094
Francisc,Stoica,7740617419770,1909-09-12,"Strada Margareta Ardelean Nr. 94, Valea lui Mihai, 408157",0238 419 227,d6:5b:cc:da:a2:04,80.63.199.199,RO47WDZG0970503070079816,MGA,45395005869
Dariana,Ene,6790120143812,1927-05-18,"Intrarea Stănescu Nr. 335, Gilau, 441136",0251 310 262,b8:b9:98:35:5b:5f,82.151.214.199,RO95ZQJW4176730951892251,UAH,41832433221
Andreea,Aanei,2360728514059,1916-05-25,"Bulevardul Cristina Dumitrescu, Fundeni, 527747",0762 393 694,11:3e:34:df:b7:bf,98.120.120.86,RO43NLTI6965451274777586,MAD,77099997770
Romanița,Toma,2320706456365,1965-07-25,"Soseaua Tamara Manole Nr. 62, Bocsa, 254166",0240 562 428,54:83:51:8b:c1:bd,12.2.80.156,RO40VORV5444309732934830,JOD,19425966879
Anabela,Oprea,6290828111601,1972-02-07,"Drumul Gheorghiu Nr. 395, Breaza de Sus, 710099",0753 646 670,09:03:9f:0b:be:a0,84.216.159.219,RO43FNZU2447042277674259,SLL,33024608287
Ortansa,Cristea,4780515108274,1970-10-15,"Soseaua Popescu Nr. 92 Bl. 87  Sc. 83 Ap. 908, Curcani, 817755",0239 266 380,3a:dc:0c:26:bc:a9,182.62.153.175,RO66VDQA6213705661326287,BGN,74599724766
Zaraza,Dobre,5350128122797,2005-12-22,"Aleea Ababei Nr. 431, Stei, 553267",0733 612 259,e1:c9:44:b9:d2:b0,28.191.28.99,RO64SXFD9448092455973466,BND,64468850863
Adriana,Diaconu,6480417344351,1909-04-09,"Bulevardul Tomescu Nr. 301 Bl. 87  Sc. 96 Ap. 359, Paunesti, 292561",0737 462 144,fd:49:51:00:f0:0f,111.128.137.29,RO58ZHJL7346110507876009,UYU,93038937985
Silviu,Gheorghiu,3010520112051,2001-07-08,"Bulevardul Preda Nr. 328 Bl. 59  Sc. 77 Ap. 920, Ineu, 938371",0765 259 229,4c:5b:be:c5:16:24,189.198.208.133,RO78EUPG6273260507896585,ALL,68796075540
Simi,Diaconescu,2250925362292,1955-05-12,"Intrarea Steluța Diaconu, Sibiu, 781974",0259 275 853,81:7e:e7:60:c0:a2,207.152.190.210,RO47VQRP4215516377676693,ERN,34997632836
Floriana,Pop,7730219341530,1911-04-27,"Aleea Dima, Hunedoara, 489936",0253 709 836,ef:1c:07:e7:93:ad,194.213.11.87,RO68ZCUQ2611290664238966,UYU,80418160466
Zaraza,Albu,7990318313367,1976-12-20,"Intrarea David Dima, Dragalina, 560309",0765 314 344,9c:8e:03:51:33:da,18.54.83.31,RO43TQVY0968041850931355,NZD,15981146619
Caterina,Nistor,5650418010083,1939-10-12,"Drumul Florea, Anina, 574101",0254 295 807,3d:c6:0b:6c:9a:dc,106.217.8.171,RO24OKOK5135389631660021,AMD,7758030199
Darius,Stan,2050321409987,2006-10-18,"Drumul Gheorghiu, Valu lui Traian, 455071",0251 393 978,25:7b:5b:8b:60:7b,59.201.188.23,RO34YOYB5757495232689162,TMT,1883959315
Crin,Aanei,5440931366788,1972-05-17,"Aleea Georgescu, Bacau, 175105",0723 327 897,d3:01:30:0c:b1:1b,136.43.70.86,RO98OVDY4248667074178120,HUF,22476152418
Olimpia,Popescu,5910105167089,1941-10-18,"Soseaua Diaconu Nr. 43, Savinesti (Poiana Teiului), 682143",0256 558 211,aa:82:5f:8b:a8:28,107.235.103.231,RO17JFJJ4071445810369756,NPR,36751621346
Francesca,Ionescu,8140423513839,1953-11-23,"Strada Maximilian Dochioiu Nr. 209, Voluntari, 580931",0761 792 351,9f:b7:2c:69:d1:80,151.22.165.141,RO30ZGIE5427079031817215,MMK,625795756
Iulia,Nistor,1400618356809,1980-07-12,"Strada Florea Nr. 426, Oltenita, 675710",0253 270 451,e8:50:1e:5e:a3:d2,88.200.201.84,RO14JCQT7688172191330719,JOD,58759972493
Dorian,Toma,2250222195895,1959-06-02,"Drumul Romanița Dobre Nr. 302 Bl. 52  Sc. 75 Ap. 714, Sebis, 460030",0748 397 886,38:9d:89:e3:9a:3f,186.65.204.207,RO52NTTS5825668813148100,ANG,73021043379
Agripina,Stănescu,2080729233621,1946-08-07,"Aleea Diaconescu Nr. 85, Gilau, 129215",0731 505 025,b8:d2:3d:1c:b1:6e,207.82.225.47,RO09SLTW2453764103322824,MWK,77970373912
Marin,Stan,3430611184946,2019-01-16,"Intrarea Andrada Cristea Nr. 95 Bl. 53  Sc. 94 Ap. 991, Sangeorz-Bai, 480688",0236 995 913,7a:08:68:ab:99:06,33.201.167.35,RO55AVOY4565165106660515,IRR,688178205
Fabia,Toma,7291221520471,1931-08-22,"Intrarea Severin Tomescu, Mihail Kogalniceanu, 740208",0259 318 918,2b:86:f6:fb:f0:de,213.208.32.54,RO59MJLZ9521347927365572,HRK,99016535920
Janina,Albu,7851126235226,1975-10-01,"Soseaua Mazilescu Nr. 938 Bl. 90  Sc. 79 Ap. 302, Sibiu, 195381",0744 896 481,b5:73:cb:8d:45:89,200.159.231.43,RO39WOCV2592706729389736,RON,704308348
Julieta,Stancu,2171019077475,1994-05-21,"Intrarea Ioniță Nr. 86, Motatei, 180626",0728 365 979,70:95:0a:5e:17:00,28.44.16.117,RO73UAXQ6314331961232788,PKR,47528399700
Aristide,Pop,2220322311126,1927-01-13,"Soseaua Mazilescu Nr. 901, Beclean, 195848",0723 370 434,c9:41:f2:5c:2c:c7,122.184.114.42,RO75VFXG5923297801774824,TTD,47949559073
Tinca,Ardelean,3681229390862,1971-03-10,"Aleea Oana Ababei Nr. 228, Buhusi, 373408",0734 847 051,06:33:9f:85:34:dc,145.146.29.181,RO61KWRY6884533537398759,CUC,8200189397
Ivan,Ionescu,7260211468357,1925-12-08,"Bulevardul Tabacu Nr. 412 Bl. 32  Sc. 79 Ap. 521, Bolintin-Vale, 350335",0756 609 054,9b:34:55:03:cf:be,92.209.45.55,RO42QTTX0041806982696336,SHP,43141217879
Daniela,Oprea,5560523189808,1965-11-09,"Aleea Pușcașu Nr. 891, Plosca, 881988",0233 683 187,93:88:e6:18:c8:6a,155.111.217.0,RO49VEHP8017842985457816,LBP,64635513586
Mădălina,Stănescu,8970901316912,2013-10-09,"Aleea Ene Nr. 80 Bl. 99  Sc. 63 Ap. 958, Valenii de Munte, 326945",0767 492 690,f8:1d:76:4e:ac:a7,169.35.26.241,RO81HEFY1312675756342795,SDG,86214001162
Eufrosina,Voinea,3520515368150,1968-06-13,"Strada Crina Stan Nr. 938, Buftea, 646458",0259 806 758,30:cc:0f:ac:b1:47,181.100.19.237,RO33OOGK7395404744404523,INR,69293643089
Mariana,Florea,3220830192450,2011-04-07,"Bulevardul Stancu, Roseti, 847210",0232 238 854,0c:7a:2c:ee:98:6b,6.151.111.122,RO66VHKK7310746029444257,SOS,55453264334
Liliana,Dumitrescu,4911220468519,2023-12-08,"Strada Aanei Nr. 64 Bl. 15  Sc. 92 Ap. 787, Moisei, 186079",0772 542 363,a7:43:66:11:67:7e,64.241.196.131,RO08ZNQB2759449926640853,NOK,9401452945
Cerasela,Aanei,1791031038509,1988-04-23,"Aleea Gheorghiu Nr. 16 Bl. 89  Sc. 17 Ap. 944, Vladimirescu, 547355",0734 349 356,93:99:9c:ba:22:64,214.6.72.162,RO15FFXJ7217401874156891,BZD,12253108467
Cezar,Ionescu,1980602227893,2022-06-18,"Intrarea Toma Nr. 48 Bl. 68  Sc. 30 Ap. 560, Chisineu-Cris, 184865",0234 092 854,a4:4a:b7:cb:a0:a5,64.26.94.229,RO83YBEZ0242742731011424,DZD,84834710963
Maximilian,Stoica,8820602435447,2019-03-02,"Strada Stana Ioniță Nr. 11 Bl. 56  Sc. 75 Ap. 279, Cumpana, 398346",0735 861 117,f1:25:da:67:69:61,42.207.160.57,RO32RAGV5648588247496118,JOD,318767496
Despina,Albu,7040726315607,2021-06-09,"Bulevardul Mina Preda, Filiasi, 262501",0765 021 486,b0:4e:0f:f0:64:d7,64.203.83.179,RO71OMBJ6101440872827389,FJD,42645178834
Ioanina,Ardelean,7491225280635,1988-04-07,"Intrarea Pop Nr. 85 Bl. 63  Sc. 21 Ap. 102, Craiova, 510632",0247 012 421,a9:81:2e:5b:6b:98,1.62.58.9,RO60IEMO6167567734234253,CHF,1496885238
Adina,Popescu,5080329124691,2000-09-08,"Drumul Gheorghiu Nr. 267 Bl. 35  Sc. 81 Ap. 241, Alesd, 832655",0269 949 540,9c:06:0b:cd:73:f6,77.190.185.170,RO70UPZR2442870351669146,XDR,11062012477
Dorinel,Oprea,3721124085852,1984-11-25,"Aleea Mazilescu Nr. 215, Feldru, 512255",0754 612 080,d3:d1:2b:31:4a:b7,47.66.22.29,RO77COGA3793174841682878,BDT,74398768206
Pompiliu,Gheorghiu,3531122371229,2006-10-22,"Drumul Luca Tabacu Nr. 659, Berceni, 755246",0753 358 784,3b:43:dc:b4:68:34,110.180.23.73,RO80WURC2787482489908692,GHS,42406440408
Amza,Nistor,8460717060396,1939-07-24,"Soseaua Pușcașu Nr. 89 Bl. 20  Sc. 86 Ap. 962, Seini, 623762",0244 449 956,63:37:37:8a:25:d3,115.116.121.227,RO19RCFS3676059489997249,OMR,84785976549
Dora,Popescu,1511020260551,2016-12-07,"Intrarea Nemeș, Zimnicea, 764118",0266 757 646,61:34:67:1d:8b:aa,161.226.117.20,RO87XMGK2915299438696534,GBP,2473592153
Melina,Mocanu,7970117153619,1987-01-26,"Bulevardul Diaconescu, Craiova, 225040",0746 271 587,9e:f6:7a:e4:75:5d,26.22.65.170,RO48KYJA3856693324385918,BMD,73934031721
Olga,Marin,1781117046255,1947-08-20,"Aleea Toma Nr. 96 Bl. 58  Sc. 86 Ap. 408, Voluntari, 615490",0251 712 437,22:f8:16:e4:95:e6,102.80.47.166,RO86DWOP5806362573209052,QAR,3708941151
Salomea,Pop,3050616343973,1986-06-24,"Intrarea Mazilescu, Covasna, 182197",0788 021 237,c7:e2:0d:7b:cc:ce,76.105.154.9,RO14GPIT8920772332089453,DZD,15584816442
Niculiță,Barbu,1701226142755,1986-03-21,"Soseaua Oprea Nr. 518 Bl. 65  Sc. 57 Ap. 287, Mioveni, 743495",0743 829 733,f2:67:1a:ea:59:60,66.119.111.222,RO54BTLM2020352268048258,LYD,46597211954
Iustina,Ioniță,8061117086205,1920-12-24,"Aleea Ene Nr. 44 Bl. 35  Sc. 71 Ap. 571, Ramnicu Sarat, 926545",0761 793 889,42:25:9d:12:2c:bd,28.145.42.27,RO63QCRM7959509737864788,PGK,8048923257
Florea,Nistor,2141207457745,1991-02-06,"Aleea Margareta Tabacu Nr. 933, Botosani, 759858",0723 120 491,45:03:80:e5:e5:76,76.118.36.140,RO17GVFP4434005940152524,SCR,31577593673
Rafila,Dumitrescu,4930709256022,2021-06-18,"Strada Pop Nr. 794 Bl. 38  Sc. 40 Ap. 272, Blaj, 382881",0720 936 399,b6:f7:43:a2:5e:bf,125.57.88.191,RO68PWIM4935103053943455,BTN,65654714902
Cătălina,Dima,6520203185170,1927-05-17,"Aleea Niță Nr. 85, Fagaras, 428610",0249 057 132,a8:a2:54:13:1e:77,44.94.105.125,RO61GRNG9354072452834388,MMK,47229538728
Maxim,Tudor,7930611194969,1973-04-15,"Bulevardul Tabacu, Eforie Nord, 999277",0731 697 998,c8:df:d9:1e:cb:7e,58.223.205.143,RO89CYYI6055532699657530,STD,73247971642
Ducu,Dobre,5851027033042,1961-01-19,"Drumul Petronela Diaconescu Nr. 579 Bl. 53  Sc. 81 Ap. 901, Reghin, 673508",0771 295 598,d7:a5:e3:eb:8c:de,83.98.87.132,RO21YDUY8660033582886342,NGN,28485264631
Letiția,Mocanu,4321117034060,1956-07-11,"Bulevardul Cătălina Aanei Nr. 69, Moreni, 995817",0263 902 266,8a:cd:bf:7a:00:15,136.115.86.25,RO64EVHQ9601155515837406,MXN,47982706985
Lucențiu,Florea,5450818404403,1941-09-14,"Intrarea Marin, Husi, 486515",0711 512 868,45:92:fe:3c:6c:24,182.2.10.209,RO64SPHD4847660835831940,DOP,72392919852
Șerban,Gheorghiu,4310221119186,1989-09-12,"Intrarea Popescu Nr. 427 Bl. 11  Sc. 72 Ap. 997, Corund, 149970",0734 411 425,ca:10:2b:e9:01:5f,108.185.1.251,RO59PAWB8214876300865807,BHD,34056609355
Octav,Dumitrescu,4490127124357,1964-07-09,"Intrarea Gheorghiu Nr. 97 Bl. 22  Sc. 45 Ap. 284, Apahida, 998953",0235 248 681,bf:3c:e2:17:7d:20,215.229.191.172,RO52PXEW8363211494521978,LBP,85814385353
Mădălin,Nistor,8320417208900,1916-01-21,"Drumul Popescu Nr. 66 Bl. 53  Sc. 33 Ap. 551, Curtici, 122217",0266 295 453,05:55:c5:50:11:e3,132.189.214.231,RO56JZZZ1995350715550142,UGX,57269306879
Margareta,Ene,8811021403811,1991-02-18,"Bulevardul Popescu Nr. 53, Rodna, 416119",0257 722 773,43:0c:e6:22:cd:e7,150.13.171.223,RO50UHMO7912805749881672,DOP,98565452360
Arsenie,Florea,5810325321274,1962-08-16,"Strada Stoica Nr. 29, Cornetu, 914488",0252 631 691,72:04:9c:a4:ed:8d,160.113.222.139,RO05VSIS4113931775868167,NAD,39041651037
Ludovica,Diaconescu,6760305305520,1962-12-05,"Strada Aanei Nr. 869, Ovidiu, 455658",0730 872 465,f6:0e:c9:be:cf:17,32.48.81.212,RO19LQON8170509311254643,RWF,5367845394
Catrinel,Mazilescu,3970513515861,1923-02-17,"Bulevardul Mazilescu Nr. 65 Bl. 93  Sc. 79 Ap. 863, Dragu-Brad, 679339",0725 172 319,aa:27:d4:84:f3:04,115.197.229.89,RO25PLZB5984098636395642,UYU,65432725947
Emilia,Toma,1150310286821,1928-10-10,"Bulevardul Mircea Ionescu Nr. 554 Bl. 59  Sc. 32 Ap. 524, Turda, 591468",0744 081 107,e4:59:59:23:85:01,25.223.174.73,RO57BWGZ6454946585494405,QAR,71552558826
Mădălina,Stan,4471004123015,1968-10-14,"Strada Pop Nr. 72 Bl. 26  Sc. 56 Ap. 496, Beius, 344283",0726 313 360,fc:ff:de:56:bc:dd,187.135.242.113,RO70ZWSQ6321936211344667,CUC,42145181458
Norman,Albu,6130824032201,1945-07-06,"Bulevardul Nistor Nr. 877, Murfatlar, 259178",0250 884 501,3c:75:52:ad:91:53,121.96.82.123,RO82XLIE5726549948829824,CVE,59711206742
Șerban,Stănescu,3630601175809,1915-07-20,"Bulevardul Diaconu Nr. 150 Bl. 93  Sc. 64 Ap. 798, Covasna, 984317",0761 036 943,8f:c8:95:5f:cd:ae,16.46.169.122,RO14ZMRL0816818620075412,UGX,61504684443
Lucian,Mocanu,4801107089162,2003-09-25,"Strada Gheorghiu, Lumina, 362444",0764 422 221,c3:9b:e7:d9:e1:d4,89.119.220.126,RO61DNLW4202593142433655,TND,82269718314
Codin,Oprea,8690922192923,1963-09-07,"Intrarea Ardelean Nr. 34 Bl. 77  Sc. 64 Ap. 282, Popesti-Leordeni, 648905",0266 309 185,4c:6a:b9:6f:9b:45,131.179.100.39,RO36RDKR2964151541881182,GBP,58571139809
Gelu,Aanei,7300430512162,1966-10-06,"Aleea Diaconescu Nr. 222 Bl. 72  Sc. 76 Ap. 501, Victoria, 992679",0265 254 767,c5:50:79:a4:9c:cd,16.189.231.32,RO49ZNHK6039861524958495,PEN,65056433843
Alis,Pușcașu,4990928289681,2001-05-10,"Strada Aanei Nr. 97 Bl. 93  Sc. 36 Ap. 400, Vicovu de Jos, 244430",0786 688 284,14:02:a8:0e:1b:78,67.178.128.15,RO45UMQE8753009011757397,MVR,95353369338
Geanina,Nistor,5630508036937,1992-02-04,"Intrarea Manole, Ovidiu, 828635",0758 709 011,d2:1f:98:1e:27:51,16.195.191.200,RO83NNLQ6260950137308778,CLP,91734226538
Antonia,Tomescu,4340315014370,1914-04-27,"Drumul Ghiță Dochioiu Nr. 35 Bl. 94  Sc. 66 Ap. 483, Buftea, 644365",0771 059 254,2f:f8:08:c4:85:1f,192.133.149.170,RO36PIKI6584864432387738,UGX,98908188339
Octavian,Manole,7810828088365,1925-10-06,"Drumul Stancu Nr. 45, Feldru, 193276",0257 573 675,35:fa:10:8a:f0:6e,4.59.156.196,RO74WFPC0086040977345956,MWK,45542522578
Tatiana,Diaconescu,7971121333330,1945-04-29,"Strada Basarab Dumitrescu, Sibiu, 941800",0785 445 126,f2:e4:a0:b5:0d:1f,170.239.86.172,RO18ICQC2975663176728791,VND,86828857733
Petrișor,Tabacu,7000504248873,1993-11-01,"Soseaua Frusina Dochioiu Nr. 46, Negresti-Oas, 188636",0234 949 035,a5:83:53:fd:95:32,183.151.93.1,RO52JFZU5875397509603769,BAM,96516941326
Bernard,Stănescu,3080428197685,1966-07-22,"Strada Tomescu Nr. 181 Bl. 46  Sc. 91 Ap. 295, Beclean, 795692",0261 310 657,46:22:2c:d5:d6:13,189.234.68.235,RO38ZVNO3892835960480519,MAD,44037549952
Aurel,Georgescu,2451026304739,1974-04-22,"Drumul Voinea Nr. 78 Bl. 57  Sc. 79 Ap. 553, Corund, 793401",021 666 4535,19:86:2e:cc:a3:98,58.86.72.249,RO25PPFO3591084423928146,MNT,12833120627
Narcisa,Dobre,8640701391443,1968-02-28,"Soseaua Zamfira Nemeș, Curtea de Arges, 839696",0784 414 034,9a:b9:5b:a9:4e:10,149.131.240.0,RO12SOWB8951673071320319,SEK,74241867939
Emanoil,Tomescu,8260709227054,1923-05-25,"Strada Stoica, Sangeorgiu de Mures, 642710",0237 531 005,41:f8:2d:7d:66:82,191.59.201.123,RO14JOMF5296375727700893,QAR,43762837765
Claudia,Toma,7391020410345,1916-02-05,"Aleea Dima Nr. 160, Bumbesti-Jiu, 255575",0747 312 302,4a:38:d5:97:49:4b,24.152.110.45,RO85FTQD0298360738799560,NOK,19332214565
Casian,Pop,2940117324956,1987-01-10,"Bulevardul Veta Stoica, Rasnov, 115523",0759 571 878,da:d1:95:22:f5:5a,7.2.66.81,RO65NKJF6220136327105807,KWD,40812651457
Natașa,Stancu,7120416053354,1936-07-06,"Strada Dumitrescu Nr. 96, Zarnesti, 745875",0737 090 123,f6:46:e4:bf:94:06,165.217.99.90,RO96GBEH0196421600959737,OMR,9407128510
Tudora,Aanei,6240217013108,1944-12-08,"Intrarea Dumitrescu Nr. 18, Vulcan, 785442",0737 492 384,d1:bd:c2:ce:aa:10,89.175.162.97,RO29WEFZ0694206170489382,ILS,894666731
Mirabela,Cristea,1530414244320,2000-12-18,"Intrarea Ioniță, Radauti, 412138",0744 900 500,39:0d:24:cc:bc:2f,80.59.15.32,RO64WAMO8368031148039003,DOP,33149241998
Cedrin,Dumitrescu,5850205222616,1924-11-17,"Bulevardul Nicodim Georgescu, Boldesti-Scaeni, 589690",0758 133 895,2b:76:28:b0:0b:e8,16.32.84.244,RO42EOLR9072354080654760,IQD,34313929395
Gabi,Dinu,5151006159597,1966-02-01,"Soseaua Nemeș Nr. 49 Bl. 94  Sc. 44 Ap. 527, Berceni, 951037",0742 401 794,5e:bb:65:0f:7a:18,149.111.213.75,RO22IMPQ5790114302570878,KYD,16820176328
Raul,Preda,2011021214377,2020-09-09,"Strada Mocanu Nr. 487, Cobadin, 516234",0264 805 015,64:9c:ce:4f:f1:f5,1.71.171.20,RO66VCQH1803218988125027,AED,97170776722
Ovidiu,Preda,2440601255319,1988-10-15,"Strada Dobre Nr. 36 Bl. 63  Sc. 63 Ap. 186, Dej, 871136",0739 335 398,8b:5a:2f:6c:d3:89,111.137.154.102,RO95EHCF6901659894645249,RWF,14130288554
Betina,Nistor,6421130148600,1956-05-02,"Intrarea Ioniță Nr. 17, Cisnadie, 541788",0756 408 015,af:ec:7a:84:68:85,31.157.241.229,RO20KMGG5230916846512642,ZWD,87589979345
Casian,Stănescu,1090201044627,1934-07-28,"Aleea Nistor Nr. 895 Bl. 64  Sc. 66 Ap. 613, Greci, 244825",0263 607 900,67:03:9c:de:0b:79,148.170.18.204,RO02GMDI3669438641332328,USD,62697315955
Voichița,Cristea,3671207370484,1986-09-23,"Aleea Stănescu Nr. 55 Bl. 59  Sc. 67 Ap. 175, Dorohoi, 509450",0747 413 892,ca:22:13:92:e8:82,76.97.107.126,RO86OVWR9013948940143446,BWP,44517835178
Dafina,Dima,1280612360131,1934-06-03,"Soseaua Pușcașu Nr. 14 Bl. 97  Sc. 96 Ap. 911, Rodna, 494776",0752 434 742,7a:9c:09:2c:c4:2b,53.254.145.160,RO93DKNY5088794885204564,NIO,91524136695
Malvina,Toma,5120214379138,1943-01-15,"Intrarea Voicu Tomescu, Jimbolia, 366128",0731 315 735,52:50:31:2f:07:0f,222.229.33.16,RO57YTTJ7064566936503396,AUD,53807836560
Lidia,Albu,1911004177753,1930-12-28,"Bulevardul Aanei Nr. 46, Vulcan, 321872",0267 271 323,70:4e:5d:99:fd:34,11.95.88.111,RO90CYBX9981646667152700,RON,58873238803
Anișoara,Pușcașu,3721112253302,1955-06-03,"Strada Niță Nr. 666, Baraolt, 863815",0746 180 804,f7:c0:f7:af:67:c9,17.122.211.75,RO11NQPU5170992850990935,LSL,50853616784
Florica,Albu,2280508252175,1963-10-26,"Aleea Miruna Cristea Nr. 72 Bl. 58  Sc. 92 Ap. 600, Segarcea, 676810",0231 541 315,4e:95:91:b5:e8:04,69.189.212.137,RO08XQMK8339131276911413,GBP,81639248361
Florentin,Marin,3251101316009,1921-08-25,"Bulevardul Nemeș, Targoviste, 368559",0755 387 488,7f:6c:fb:a6:9f:d5,174.52.82.114,RO36EBRS8394841206207732,TVD,38353076324
Rafael,Dobre,1690201465347,1941-01-04,"Intrarea Nistor Nr. 471, Odobesti, 831056",0755 402 072,46:5a:11:c3:11:2b,142.209.70.232,RO34XNPL9313671629665173,XPF,22777629197
Sanda,Dobre,4380902394517,2020-09-16,"Drumul Albu Nr. 612, Targu Mures, 711445",0731 361 690,ac:10:71:f8:5c:b7,34.179.122.104,RO28PSMY1191078897159484,LKR,62810009669
Flavia,Suciu,7140615278366,1931-05-21,"Aleea Niță Nr. 88, Valea Caselor (Dragasani), 819180",0761 641 538,1b:97:29:e6:b2:b0,121.137.13.110,RO79JIQH9462549353373731,JOD,13776211494
Eufrosina,Pușcașu,4650410438028,1963-01-08,"Bulevardul Flavia Preda Nr. 42, Baile Borsa, 603835",0766 629 418,6b:b8:0a:92:7f:40,138.218.49.195,RO15ZAAG5431187196747910,KZT,54330616776
Casiana,Marin,7200116422421,1973-05-20,"Aleea Diaconescu Nr. 146 Bl. 52  Sc. 83 Ap. 545, Targu Lapus, 461787",0248 222 812,c3:b3:78:7b:2c:81,53.120.215.108,RO81BWEU0388304120236273,AZN,67632949717
Ecaterina,Oprea,2160626254183,1984-07-12,"Aleea Gheorghiu Nr. 67 Bl. 72  Sc. 35 Ap. 734, Calafat, 305573",0764 569 330,12:64:7a:6c:fe:cb,85.87.123.128,RO83EQKZ7334244157746783,NIS,58299605660
Arsenie,Niță,6110712275298,1914-05-15,"Soseaua Sebastian Tudor Nr. 30 Bl. 96  Sc. 69 Ap. 654, Curcani, 833279",0728 177 949,a5:ba:0f:39:f5:a9,216.63.249.154,RO16FFBL3473548834583810,JOD,16373736967
Iosefina,Toma,3620527261986,1999-10-20,"Strada Ene Nr. 825, Dumbravita, 741131",0737 695 323,b0:5d:d9:3b:4f:b1,49.126.73.115,RO41ZEWA4859896254174058,SGD,51659042484
Venera,Popa,8410424511306,2003-11-18,"Drumul Delia Diaconescu Nr. 84, Branesti, 579202",0724 938 183,c9:58:96:dc:99:d5,70.180.131.144,RO21GUEK0527626650070568,ILS,16553701899
Emanoil,Dima,7240622346254,2008-05-06,"Intrarea Popescu Nr. 324 Bl. 46  Sc. 46 Ap. 947, Schela Cladovei, 927411",0265 287 394,bb:70:d4:c6:4b:68,143.182.249.202,RO22LOVB5677300331479580,YER,67991598937
Nelu,Marin,7121231025840,1971-07-06,"Intrarea Toma, Zarnesti, 628356",0728 809 792,04:a7:40:79:52:fb,21.159.232.65,RO37EGTH9232450767395930,NIO,9484895543
Nichifor,Preda,5511128107952,1963-11-04,"Soseaua Xenia Barbu Nr. 811 Bl. 53  Sc. 65 Ap. 581, Slobozia, 714489",0256 807 099,63:65:a5:c2:bc:a3,8.44.106.82,RO97ENFT3588517037284454,VUV,48042177911
Emanuil,Voinea,6710526089522,1954-08-20,"Intrarea Dobre Nr. 98 Bl. 48  Sc. 39 Ap. 236, Dabuleni, 292735",0729 506 046,85:c3:2e:22:57:f5,58.98.252.46,RO50WQAP7056723731563034,NZD,7976870885
Octav,Ene,5110109529188,1911-07-07,"Soseaua Profira Ionescu Nr. 204 Bl. 40  Sc. 14 Ap. 810, Peris, 503388",0771 096 673,66:0b:2b:91:cb:35,199.12.113.27,RO94XCUX8810875088172340,AED,60898019881
Andreea,Ababei,6450606048595,2017-06-28,"Soseaua Florina Dobre, Curtici, 919883",0733 888 728,a3:0d:2a:8c:8e:6c,4.38.73.131,RO85FMQZ5398333342817799,BMD,51043962611
Mitruț,Tomescu,4791017138352,1932-03-06,"Strada Constanța Tudor, Peris, 734444",0269 289 263,98:7b:db:e0:07:43,169.0.14.211,RO21YZCD0419575889567880,LYD,88344694062
