personal_number,birthdate,phone_number,job
2681131445606,1955-11-16,0236 081 803,"Confectioner De Bete, Lansete, Manere Si Dopuri Pentru Unelte De Pescuit"
2190411452478,1983-07-08,0731 373 256,Subinginer Petrolist
7040926157173,2003-12-02,0261 190 136,"Confectioner Cutite, Brice, Bratari, Andrele, Agrafe, Inele"
1421123523668,2015-03-24,0734 599 071,Caricaturist (Studii Medii)
4620201230361,2002-09-20,0728 289 465,"Grefier-Sef (Judecatorie, Parchet)"
3060330121388,2007-08-26,0725 444 246,Operator La Roboti Industriali
3721111297410,1977-04-01,0254 208 354,Cercetator In Masini Hidraulice Si Pneumatice
2530831516472,2020-10-08,0760 117 318,Pirotehnician Cinematografie Si Teatru
1020605320661,1946-08-18,0763 196 484,Ucenic
4421104299671,2011-09-14,0251 328 813,Vulcanizator La Autoclava
6091031326442,1915-02-24,0258 245 189,Profesor In Invatamantul Profesional Si De Maistri
3470914138359,2009-05-26,0245 312 274,Cercetator In Matematica Informatica
1920412415171,2008-04-11,0788 244 548,Coordonator In Materie De Securitate Si Sanatate In Munca (Studii Superioare)
3950226450855,2007-12-31,0232 671 002,Finisor Produse Din Azbociment
7351210017111,1983-07-07,0236 970 171,Mecanic Locomotiva Si Rama Electrica Metrou
2060906045721,1968-08-15,0262 525 302,Specialisti Pentru Prevenire
6530806348967,1955-01-21,0231 496 741,Spalator Vitrine Si Geamuri
1280713054927,1943-03-14,0744 341 111,"Ghid De Turism Montan, Drumetie Montana"
3580723019511,1936-05-15,0788 127 161,Furnalist
7010705392396,1976-05-01,0768 722 344,Ingrijitor Animale
5660809139492,2000-10-21,0268 293 229,Inspector/Referent Resurse Umane
4140411281359,1928-09-01,0260 789 117,Cardinal
7710925112551,1913-01-28,0267 448 248,Prelucrator Presa Scrisa
7421105221367,2012-05-11,0784 898 211,Maistru Normator
2040602468713,2002-02-10,0741 372 238,Confectioner Celule De Electroliza
1750723019970,1912-02-04,0269 443 930,Bobinator Masini Electrice Rotative
8620214456068,1954-08-13,0755 831 777,Presator Mase Plastice
2071008360263,1988-04-05,0752 453 190,Sef Birou In Constructii
4050417362199,1977-05-10,0765 941 019,Emailator Firme Si Decoruri
7610421130776,1928-06-09,0760 237 348,Asistent De Cercetare In Masini Si Instalatii Mecanice
2620316414321,1988-05-21,0260 010 732,Director Magazin
4920317389750,2007-07-31,0245 593 674,Institutor
5220419193893,1934-03-05,0769 396 903,Restaurator Bunuri Culturale (Studii Medii)
1440919259267,1961-11-29,0744 068 004,Legator De Par
5860305290877,1981-08-25,0748 928 647,Confectioner Ferodouri
3000918266587,1909-06-09,0267 612 383,Referent De Specialitate Asezamant Cultural
5530413132442,1992-07-24,0721 161 398,Dragor Maritim/Fluvial
3481028298317,1967-12-11,0258 406 476,Educator In Unitati De Handicapati
5550622402395,1955-01-21,0756 203 993,Stantator Piese Pentru Incaltaminte Din Piele Si Cauciuc
3100915260314,1970-05-06,0759 174 480,Asistent De Cercetare In Calculatoare
8961012216908,1953-01-04,0231 961 569,Lucrator Sortator Deseuri Reciclabile
5201115525205,1953-05-18,0726 328 759,Cercetator In Electroenergetica
7421019135378,2000-11-08,0736 842 799,Intretinator Textile-Piele
1880313049463,1946-11-16,0746 502 328,Inspector General Notarial
2290316520350,2003-12-02,0759 332 508,Stewardesa
5240702016098,1951-08-13,0764 216 310,Tehnician Masini Si Utilaje
4930620054268,1999-02-22,0263 430 265,Tehnician Incercari Componente Vehicule/Grup Motopropulsor/Optimizare Energetica/Sisteme De Masurare
6041123309438,1941-05-11,0236 973 661,Preparator Electrolit Si Amestec Depolarizator
2920601025372,1973-06-18,0247 997 538,Maistru Lacatus Mecanic
4130324270183,1928-05-08,0256 536 033,Corector-Revizor Poligrafie
3310105398944,1923-03-29,0749 395 712,Muncitor Necalificat La Spargerea Si Taierea Materialelor De Constructii
7471001310301,2000-02-15,0729 845 963,Asistent Medical Consiliere Hiv/Sida
4360620285267,2010-10-22,0785 301 923,Sef Centru National Pentru Protectia Meteorologica A Navigatiei Aeriene
1200528456239,2005-03-20,0240 520 818,Responsabil Afacere
8430328429622,1939-06-23,0242 538 480,Designer Grafica (Studii Superioare)
1920808266350,1988-03-22,0242 664 993,Flotator La Prepararea Carbunilor
3650124094054,1942-06-11,0720 181 445,Maistru Lacatus Mecanic
5260606247641,1991-02-28,0757 249 519,Prim-Ministru
7640620091602,1984-02-08,0741 181 511,Curatitor Piei
7460229347209,1979-08-08,0746 013 661,Operator-Prospector Lucrari Geologice Si Geofizice
2380929212277,1939-03-15,0737 474 198,Preot
3940602116251,1951-11-02,0768 814 562,Director De Departament Catering
1160726142438,1976-01-14,0749 034 157,Instructor Linii
2831125382469,1991-08-11,0249 397 662,Codificator
4010409369690,1909-06-17,0254 057 671,Designer Pagini Web (Studii Superioare)
8020818388143,1988-10-26,0769 705 139,Asistent De Cercetare In Psihopedagogie Speciala
1470129303185,1941-01-10,0763 814 502,Laborant Determinari Fizico-Mecanice Pentru Lucrari De Drumuri Si Poduri
4391101107726,2009-06-11,0254 239 673,Confectioner Rondele Din Pluta
2931019455887,1983-01-13,0257 661 030,Agent Curatenie Cladiri Si Mijloace De Transport
7080125301491,1951-05-27,0743 018 317,Salvator La Strand
3361016342695,1986-05-07,0786 638 476,Agent Curier
4720221217471,1912-05-16,0728 113 916,Prelucrator Presa Scrisa
2120222116601,1943-10-16,0235 870 865,Fochist La Masini Cu Abur
5590611198982,2023-11-15,0726 815 468,Manipulant Cutter-Plotter
5860927339127,1925-03-29,0257 151 200,Operator Hidraulic In Alimentarile Cu Apa
2250125341385,2001-04-05,0756 763 218,"Incasator Si Cititor Contoare De Energie Electrica, Gaze, Apa"
8121229121205,1951-06-15,0250 471 004,Subinginer Minier
7790929119024,2018-07-23,0260 585 124,Barman-Sef
2591130469826,1924-04-10,0751 008 664,Retusor Clisee
8780912079428,2016-07-15,0762 624 286,Asistenta Puericultoare
6260113084997,2021-03-26,0772 605 310,Analist Masuratori Metrologice
3000715449282,1983-02-17,0765 061 167,Asistent Personal De Ingrijire
7211206320402,1972-02-28,0254 402 232,Inginer De Cercetare In Mecanica Fina
5341202132865,2020-08-20,0243 954 878,Calitor Scule
8730103129925,1984-01-26,0239 912 888,Operator Incheietor Fire
8810120019328,1975-03-24,0720 216 519,Perceptor
4830719052498,1941-04-08,0740 172 844,Inspector De Specialitate Matematician
1930209147151,1919-07-07,0732 009 687,Biolog
8440728126546,1923-09-25,0264 917 682,"Muncitor Necalificat La Asamblarea, Montarea Pieselor"
4410803308007,1992-04-09,0252 991 101,Instructor De Dans
1671006513510,2012-12-19,0786 479 379,Maistru Aparate Video Si Sunet
5730128171661,1959-05-30,0757 751 747,Operator La Fabricarea Mezelurilor
4730703199453,1941-12-31,0256 920 830,Dealer-Sef (Arbitragist Banca)
5590301150237,1919-10-25,0751 137 886,Sef Atelier Industria Prelucratoare
6821015102058,1961-10-12,0760 257 453,Secretar Diplomatic
6500706463408,2017-07-11,0264 291 150,Lucrator Social Pentru Persoane Cu Probleme De Dependenta
2610926518320,1939-08-19,0749 592 278,Confectioner Palarii
8881015212036,2015-11-02,0765 027 833,Inspector De Specialitate Forta De Munca Si Somaj
2170929412910,2019-07-25,0252 099 520,Finisor Incaltaminte Si Articole Tehnice Din Cauciuc
3100406318471,1943-12-30,0231 935 907,Impresar Teatru
1021207290713,1941-05-12,0758 486 541,Sef Statie Radiotelegrafie (Rtg)
6800513238325,1931-03-02,0237 993 736,Salvator Montan
3090208061856,1916-05-12,0720 488 399,Dulgher (Exclusiv Restaurator)
2120905528996,1938-03-13,0732 155 921,Curatitor De Fatade
1191221330271,1942-06-07,0733 428 744,Modelier Naval
4561109118995,2007-06-20,0723 051 986,Acoperitor Metale
3790631394079,1915-03-02,0762 088 174,Asistent De Cercetare In Pescuit Si Acvacultura
2571201370092,1987-09-22,0249 911 693,Lacatus Amc
3430730248502,1999-06-02,0265 111 430,Inspector Telegrame
2290804030870,1921-12-13,0767 053 006,Sofer Automacaragiu
2740312015536,2010-07-10,0753 159 180,Restaurator Arhiva (Studii Medii)
1490716090688,1913-03-03,0722 551 898,Arhitect Cladiri
4640915515325,1958-10-14,0259 029 820,Scafandru Sef Utilaj
5460320130766,1954-10-23,0241 638 752,Agent Comercial
3370901375140,1914-03-24,0745 828 444,Docher-Mecanizator
3370202289762,1919-09-27,0748 121 750,Talpuitor Industrial
7580226339197,1937-01-23,0724 290 450,Montator Aparate Aer Conditionat
2210415223771,1921-02-03,0733 016 368,Pregatitor Si Montator Utilaje Tehnologice
7500320042528,1925-08-28,0741 622 659,Operator Montaj Linii Automate
4160510397914,1933-08-13,0747 072 430,Confectioner Cocleti
3301127147284,1964-09-04,0772 325 484,Tehnician Laborant Analize Produse Alimentare
7771213338840,1938-05-31,0237 535 374,Sef Departament Marfuri Alimentare/Nealimentare
1540415412253,1912-09-09,0242 519 887,Tamplar Mecanic La Strunjit
3761210198681,1910-09-21,0751 165 515,Sef Dispecer Energetic Teritorial (Det)
4430822044405,1948-04-29,0263 349 500,Specialist Proprietate Intelectuala
1500914133478,2014-03-02,0723 480 905,Sef Retea Telecomunicatii
3090509033560,1938-01-19,0235 924 534,Modelator Tuburi Spectrale
7470513073485,1910-10-13,0721 339 822,Sef Sector Industria Prelucratoare
2040329207283,1952-03-02,0725 385 507,Magistrat-Asistent-Sef
5611124296307,1999-03-02,0738 538 935,Filtrator-Deshidratorist
3150508173856,1999-04-03,0768 794 180,Manager Energetic
7290102428233,1918-08-04,0785 724 069,Preparator Pasta De Azbociment
4050113165441,2011-11-16,0729 287 965,Agent Hidrotehnic
2420812282867,2003-06-13,0760 055 948,Vacar
1180809120285,1912-09-26,0269 688 645,Psiholog In Specialitatea Psihologie Judiciara 
6191231461651,1986-12-28,0756 299 883,Plior Confectii
4670314181216,1985-08-23,0258 417 389,Amc-Ist
8000724033941,1927-02-01,0754 839 738,Sef Tura La Comanda Personalului De Tren
5270223456618,1921-06-03,0238 611 611,Asistent De Cercetare In Filatura-Tesatorie
6671103287114,1950-10-03,0736 568 882,Referent Bancar/Societate De Leasing
6080224422635,1932-09-17,0255 246 839,Consultant In Resurse Umane
2010816304100,2000-05-20,0725 182 459,Conductor Arhitect
1700128463879,1911-11-25,0727 354 574,Consultant In Standardizare
5440429115051,2016-10-20,0720 428 741,Sef Formatie Operationala Telecomunicatii
2110726325850,2023-03-02,0244 512 556,Tehnician Acustician-Audioprotezist
8800325458609,1963-09-28,0250 845 041,Operator Sudare Tevi Si Fitinguri Din Polietilena De Inalta Densitate Pehd
1820131362396,1967-09-23,0244 253 847,Referent De Specialitate Tir Si Tranzite (Studii Superioare)
8730819246969,1928-10-19,0748 358 927,Inginer Sunet
1630911457740,1923-09-16,0759 988 657,Proiectant Sisteme De Securitate
4810119199058,1916-06-10,0769 210 676,Tehnician In Industrializarea Lemnului
1650819352979,1955-08-11,0237 796 619,Operator La Masini De Urzit
8870402070813,1983-05-14,0784 291 568,Carbonizator Textile
8820530261378,1931-09-21,0728 429 585,Confectioner-Montator Cercuri La Butoaie
4450709208980,2005-08-15,0756 965 014,Arhiereu-Vicar
3270115029271,1939-05-18,0767 264 060,Tehnician Laborant Pentru Lucrari De Drumuri Si Poduri
3891010251581,1955-05-25,0723 393 519,Documentarist (Studii Medii)
5560424206103,1944-09-01,0741 993 568,Restaurator Sarpante Si Structuri Din Lemn
5991017205020,2013-10-06,0727 123 746,Sef Serviciu/Sef Birou/Banca/Societate De Leasing
4931224205390,2004-02-14,0256 027 899,Comisar General Adjunct
4871106013077,1982-06-30,0232 072 311,Director De Cabinet
1330504465743,1909-07-14,0232 442 427,"Confectioner De Bete, Lansete, Manere Si Dopuri Pentru Unelte De Pescuit"
2230118458677,2003-05-08,0244 288 387,Operator La Fermentarea Tutunului Si Fabricarea Produselor Din Tutun
1200512368938,1970-02-12,0233 157 229,Gipsar
4340904216529,1928-12-11,0255 287 225,Filolog
3461120515478,1957-10-08,0730 513 298,Confectioner Ferodouri
8900124052374,1990-03-19,0262 938 874,Presedinte De Judecatorie
2350507103802,2006-12-12,0233 024 292,Prim-Procuror Adjunct
5730102370774,1971-11-12,0749 051 375,Sef Turn Telecomunicatii
2640731019724,1964-12-01,0266 956 683,Crescator-Ingrijitor Animale Salbatice Captive
4980904139699,1991-09-16,0772 507 822,Bobinator Aparataj Electric
1281026144755,1966-09-27,0738 322 355,Operator Bobinator-Dublator
6340529099076,2023-07-12,0243 011 536,Agent De Turism Tour-Operator
6190601349701,2003-08-08,0257 214 296,Culegator Manual (Zetar)
3121103195246,1986-09-06,0251 350 758,Lucrator Pentru Salubrizare Spatii Verzi
2981130419747,1949-03-14,0725 752 552,Operator La Masini De Inscriptionat
4560226396222,1925-10-28,0234 439 460,Prelucrator De Tuburi Si Baghete
6640402085907,1995-11-07,0751 573 131,Referent Difuzare Carte
5280631426096,1968-07-30,0770 815 192,Asistent Veterinar
1260627253373,1954-08-24,0739 082 122,Desenator Artistic (Studii Medii)
6890530131316,1924-11-01,0269 332 510,Designer Vestimentar
2961018027153,1956-05-04,0755 296 428,Muzeograf
4280301444506,1975-07-14,0768 871 019,Laborant Control Dozimetrie
4370704057368,1990-02-03,0745 026 350,Conducator Intreprindere Mica 
5160220189045,2013-05-21,0748 727 829,Referent De Specialitate Inginer Zootehnist
4261017201882,1969-09-12,0785 184 007,Designer Grafica (Studii Superioare)
8020410123268,1976-05-03,0263 425 660,Administrator Piete Si Targuri
6910402454439,1987-07-21,0760 924 102,Preot
1000901513396,1954-02-11,0252 261 196,Asistent De Cercetare In Educatie Fizica Si Sport
4820227457941,1966-12-28,0238 559 002,Expeditor International
4231228148311,1963-05-18,0732 073 160,Agent Politie Comunitara
4990918351027,1940-03-16,0763 558 324,Preparator Filmare
4070227044009,1973-10-23,0723 101 338,Asistent De Cercetare In Educatie Fizica Si Sport
6000527351810,2014-11-10,0253 829 151,Proiectant Inginer Aeronave
3130405074169,1924-10-21,0758 320 577,Conductor Vagon De Dormit Si Cuseta
5420820254290,2014-04-10,0736 837 434,Sef Proiect Cercetare-Proiectare
5910118146166,2006-10-23,0731 551 984,Asistenta Puericultoare
8061215447415,1958-10-21,0245 320 600,Registrator Medical
3120527355890,1908-05-07,0731 072 662,Asistent De Cercetare In Sisteme De Propulsie
1580616253321,1948-01-07,0236 813 105,Sef Vama
1460426440591,1940-12-01,0244 893 400,Finisor Incaltaminte Si Articole Tehnice Din Cauciuc
2090603229737,1982-01-07,0755 630 371,Asistent Scenograf
8360322248097,1973-07-31,0260 941 453,Conducator De Intreprindere Mica 
5190522377968,1945-08-31,0749 881 891,Agent Contractari Si Achizitii (Broker Marfuri)
7860913310633,2009-11-05,0730 061 623,Secretar De Emisie (Studii Superioare)
1221103034599,1968-06-19,0727 647 634,Radioelectronist Statii Radiorelee Si Satelit
2300915081971,1912-11-04,0728 715 786,Agent Compensare (Interbancara)
3500415015851,1967-11-16,0767 105 197,Sef Agentie Cec
1200131052542,1965-08-03,0751 542 237,Comandant/Comandant Adjunct Aviatie
7411209043813,1918-03-13,0780 415 529,Cercetator In Geologie
1600803103112,1996-05-28,0752 733 184,Electrician Constructor Instalator Aparatura De Masura Si Control
8440725284681,2011-07-30,0247 361 522,Instalator Autorizat Proiectare Executie Si/Sau Exploatare Obiectiv/Sisteme De Transport
4491008364477,2018-01-11,0788 872 938,Mecanic Agricol
5100311223039,1918-06-11,0239 954 523,Cazangiu Tevar
4430303054879,1950-06-06,0768 638 573,Specialist Protocol Si Ceremonial
7401011297988,1979-10-02,0268 340 353,Planificator
4670427130143,1959-07-15,0788 203 276,Proiectant Inginer Geodez
1800616185721,1990-02-24,0265 787 442,Cercetator In Stiinta Si Ingineria Materialelor Oxidice
7840806466486,1950-04-14,0266 478 596,Cercetator In Biotehnologie Pentru Agricultura
1760712398735,1987-02-08,0764 705 377,Chevrasames
8081125466133,2002-11-27,0748 174 879,Montator Bijuterii Pe Corp
7811020190477,1960-05-01,0759 352 807,Expert Inginer Prelucrarea Sticlei Si Ceramicii
7660228421582,1989-06-20,0232 167 583,Namolar
6190209093506,1937-04-28,0234 691 761,Sericicultor
8901207275623,1923-10-03,0770 351 652,Cercetator In Masini Hidraulice Si Pneumatice
1890917272593,2013-01-26,0759 435 529,Sef Catedra
6800301105720,1944-07-26,0256 460 374,Referent De Specialitate Biochimist
1080323434283,1971-03-22,0764 412 341,Preparator Ferodouri
8010814403581,2009-08-07,0262 530 446,Conditioner-Finisor
2631015308304,1942-09-19,0786 983 211,Pregatitor Si Montator Utilaje Tehnologice
6190812302420,2024-01-24,0740 640 724,Ingrijitor La Domiciliu
6140410460037,1915-09-12,0250 965 420,Coordonator Presa
1760608528601,1938-03-23,0757 423 858,Agent Literar
3660420382151,1954-01-02,0268 796 083,Conducator Intreprindere Mica 
8020615205326,2020-03-28,0254 084 109,Agent De Transport Turistic Intern
4010614235696,1952-09-29,0269 576 519,Asamblor Biciclete
5730411087723,1968-10-26,0743 416 942,Referent De Specialitate Arhitect
4970401073815,1963-01-17,0239 323 689,"Muncitor Necalificat La Asamblarea, Montarea Pieselor"
4300409229567,1935-05-21,0750 613 041,Instructor Statie
1810905403837,2019-05-05,0253 789 923,Pregatitor De Sarje
1280230360239,1979-02-18,0233 443 688,Facturist
7510624200516,1961-03-19,0238 541 242,Sef Laborator In Constructii
6331028047502,1990-12-22,0767 496 070,Asistent De Cercetare In Geologie Petroliera
3130431298106,1940-06-08,0770 475 598,"Cercetator In Gestiune, Contabilitate, Control Financiar"
6630331382325,1946-04-17,0253 229 104,Impletitor Din Panglica Impletita
2911115296148,1972-04-23,0261 744 094,"Pregatitor, Completator De Echipamente Tehnice Si Sdv-Uri"
5400131248510,1957-12-11,0249 668 830,Electromecanic Masini Si Echipamente Electrice
7771220182959,1962-03-15,0768 592 005,"Preparator Peste, Raci, Broaste In Cherhanale Si Oficii"
7860717291405,2010-12-02,021 308 2788,Agricultor In Culturi Vegetale Si Crescator De Animale
7410309117074,1951-05-09,0780 623 798,Dispecer Gestiune Uraniu
5851222118088,1911-06-13,0723 110 956,Electromecanic Statie Pompare Apa-Canal
3130112134136,1984-10-21,0745 612 896,Operator La Roboti Industriali
3030317320274,1909-06-15,0742 632 726,Lucrator Pentru Salubrizare Cai Publice
6221210130430,1919-06-14,0250 252 967,Regizor Muzical
8061211025442,2023-12-19,0784 160 358,Medic Igienist
7620129327323,1961-07-15,0246 761 208,Maistru Termist-Tratamentist
6591227063602,2018-10-28,0757 919 946,Medic Specialist
5250811208266,1984-07-08,0728 801 534,Sef Grupa Interventie
4740605164681,1919-01-07,0745 759 881,"Executor Judecatoresc (Tribunal, Judecatorie)"
5490615166340,1945-12-12,0249 187 032,"Subinginer Textile, Pielarie"
