,Unnamed: 0,personal_number,birthdate,address,phone_number
233,233,*****MASKED*****,1920-09-18,"Aleea Ionescu Nr. 49, Strejnicu, 221553",0262832683
234,234,*****MASKED*****,1923-05-06,"Bulevardul Laura Stoica Nr. 442 Bl. 81  Sc. 25 Ap. 805, Tomesti, 615892",0729376179
235,235,*****MASKED*****,1969-12-08,"Soseaua Sânziana Tudor, Rodna, 173452",0745452411
236,236,*****MASKED*****,1921-10-25,"Drumul Marin, Reghin, 843000",0267439900
237,237,*****MASKED*****,1922-09-23,"Drumul Preda Nr. 214 Bl. 40  Sc. 12 Ap. 766, Deta, 290909",0265387359
238,238,*****MASKED*****,1959-12-20,"Drumul Petrică Dima Nr. 352 Bl. 68  Sc. 43 Ap. 354, Urziceni, 964314",0252259470
239,239,*****MASKED*****,1917-07-15,"Bulevardul Jasmina Albu Nr. 17 Bl. 24  Sc. 69 Ap. 570, Saveni, 761068",0736946725
240,240,*****MASKED*****,1988-05-27,"Drumul Eftimie Nr. 367 Bl. 15  Sc. 76 Ap. 233, Valea Mare (Negresti), 889034",0732439349
241,241,*****MASKED*****,1917-08-30,"Intrarea Stănescu Nr. 76, Dragasani, 706678",0756700523
242,242,*****MASKED*****,1937-04-17,"Intrarea Niță Nr. 731 Bl. 30  Sc. 23 Ap. 997, Nasaud, 320951",0263972129
243,243,*****MASKED*****,2004-10-23,"Drumul Popa, Buzau, 890468",0264701120
244,244,*****MASKED*****,1994-08-09,"Bulevardul Monica Stancu Nr. 355 Bl. 42  Sc. 23 Ap. 161, Anina, 409024",0731479472
245,245,*****MASKED*****,2020-12-01,"Aleea Remus Diaconescu Nr. 307, Valu lui Traian, 309166",0755811933
246,246,*****MASKED*****,1984-08-02,"Soseaua Suzana Eftimie Nr. 29 Bl. 19  Sc. 26 Ap. 603, Adjud, 967963",0724394511
247,247,*****MASKED*****,1952-12-09,"Intrarea Toma Nr. 816 Bl. 29  Sc. 19 Ap. 801, Peretu, 856709",0233916172
248,248,*****MASKED*****,1944-06-23,"Intrarea Stan Nr. 837, Sadova, 336064",0727740926
249,249,*****MASKED*****,1958-11-21,"Strada Stoica, Baia Mare, 141609",0720824557
250,250,*****MASKED*****,1960-11-09,"Strada Tabacu Nr. 59, Rosiori de Vede, 283315",0738931250
251,251,*****MASKED*****,1917-06-08,"Bulevardul Oprea Nr. 33 Bl. 63  Sc. 32 Ap. 927, Odobesti, 799385",0756077199
252,252,*****MASKED*****,1955-09-29,"Aleea Clarisa Stancu, Satu Mare, 748611",0728014895
253,253,*****MASKED*****,1996-02-21,"Aleea Toma Nr. 777 Bl. 16  Sc. 83 Ap. 571, Suceava, 798774",0756412707
254,254,*****MASKED*****,1959-09-10,"Aleea Pop Nr. 25, Baicoi, 138045",0737634139
255,255,*****MASKED*****,2003-02-28,"Soseaua Nistor Nr. 49, Chisineu-Cris, 431244",0734294895
256,256,*****MASKED*****,2014-06-28,"Intrarea Leontina Preda Nr. 929, Siret, 726019",0248441879
257,257,*****MASKED*****,1950-03-12,"Aleea Dinu, Branesti, 754258",0771033357
258,258,*****MASKED*****,2000-08-19,"Aleea Stoica, Vulcan, 335173",0749700172
259,259,*****MASKED*****,1955-04-03,"Aleea Diaconescu, Brad, 856424",0748579580
260,260,*****MASKED*****,1994-06-02,"Strada Stancu Nr. 78 Bl. 18  Sc. 32 Ap. 601, Fieni, 578042",0757301359
261,261,*****MASKED*****,1937-04-23,"Strada Georgescu Nr. 689, Tunari, 571068",0245090595
262,262,*****MASKED*****,2006-11-14,"Strada Tomescu, Galati, 687640",0249028873
263,263,*****MASKED*****,2009-12-03,"Bulevardul Stan Nr. 27 Bl. 75  Sc. 58 Ap. 792, Paunesti, 517577",0734760581
264,264,*****MASKED*****,1913-03-11,"Drumul Camil Voinea Nr. 316 Bl. 63  Sc. 98 Ap. 951, Schela Cladovei, 991799",0268512286
265,265,*****MASKED*****,1916-02-11,"Drumul Dobre Nr. 67 Bl. 77  Sc. 54 Ap. 955, Carei, 939133",0757564868
266,266,*****MASKED*****,1954-11-29,"Intrarea Pop Nr. 47, Cugir, 679097",0244841957
267,267,*****MASKED*****,2010-09-02,"Bulevardul Florea, Maieru, 767545",0786175432
268,268,*****MASKED*****,1979-08-29,"Intrarea Popescu Nr. 143, Simleu Silvaniei, 196519",0238896395
269,269,*****MASKED*****,1985-12-09,"Bulevardul Dumitrescu Nr. 74, Deva, 554719",0711622087
270,270,*****MASKED*****,1996-02-23,"Intrarea Carmen Ionescu Nr. 73, Maieru, 699351",0258655516
271,271,*****MASKED*****,1921-02-27,"Aleea Mirona Marin Nr. 552, Barbulesti, 527144",0767087481
272,272,*****MASKED*****,1921-06-12,"Soseaua Stan, Cluj-Napoca, 629146",0786622360
273,273,*****MASKED*****,1926-11-04,"Bulevardul Cezar Pop Nr. 898 Bl. 47  Sc. 13 Ap. 798, Fetesti-Gara, 229576",0258780414
274,274,*****MASKED*****,1952-11-10,"Aleea Cezara Dumitrescu, Dorohoi, 111160",0769512852
275,275,*****MASKED*****,1987-02-14,"Intrarea Eftimie Nr. 99, Sighetu Marmatiei, 147941",0258842801
276,276,*****MASKED*****,1931-12-02,"Strada Marcheta Tomescu Nr. 60, Tudora, 115750",0262280468
277,277,*****MASKED*****,1979-05-29,"Soseaua Tabacu Nr. 65 Bl. 80  Sc. 20 Ap. 876, Odobesti, 157061",0728965184
278,278,*****MASKED*****,1929-09-05,"Strada Toma, Strejnicu, 919284",0269991795
279,279,*****MASKED*****,2011-08-08,"Intrarea Florea Nr. 44 Bl. 72  Sc. 84 Ap. 133, Intorsura Buzaului, 972698",0758064192
280,280,*****MASKED*****,1982-12-27,"Soseaua Diaconu Nr. 944, Brasov, 474390",0242549198
281,281,*****MASKED*****,1931-05-19,"Strada Stoica Nr. 399, Galati, 547197",0721631866
282,282,*****MASKED*****,1935-01-10,"Soseaua Dobre, Tudora, 606110",0744572685
283,283,*****MASKED*****,1956-09-11,"Bulevardul Oprea, Valenii de Munte, 776146",0780062201
284,284,*****MASKED*****,2018-07-09,"Drumul Paulina Dinu Nr. 22 Bl. 12  Sc. 63 Ap. 824, Onesti, 204010",0753960124
285,285,*****MASKED*****,1942-07-27,"Intrarea Preda Nr. 200 Bl. 44  Sc. 88 Ap. 836, Dej, 759315",0785827519
286,286,*****MASKED*****,1966-06-16,"Strada Jeana Voinea, Constanta, 913618",0737945135
287,287,*****MASKED*****,2023-02-17,"Bulevardul Aanei, Jilava, 159510",0740004037
288,288,*****MASKED*****,1975-08-07,"Soseaua Camelia Albu, Lunca Cetatuii, 450933",0744401531
289,289,*****MASKED*****,2006-08-30,"Bulevardul Aanei, Berceni, 962403",0762607340
290,290,*****MASKED*****,2012-02-12,"Strada Pușcașu Nr. 20, Moldova Veche, 728772",0780997195
291,291,*****MASKED*****,1932-01-23,"Aleea Eftimie, Sfantu Gheorghe, 271921",0743807529
292,292,*****MASKED*****,1966-11-29,"Strada Pop, Dragu-Brad, 828474",0264392153
293,293,*****MASKED*****,2020-07-11,"Drumul Mazilescu Nr. 29, Miercurea-Ciuc, 523285",0250328763
294,294,*****MASKED*****,1955-01-26,"Strada Sandu Stoica, Feldru, 133833",0245789891
295,295,*****MASKED*****,1965-11-02,"Aleea Cătălina Voinea Nr. 27 Bl. 43  Sc. 65 Ap. 965, Mioveni, 606731",0259612186
296,296,*****MASKED*****,1920-08-10,"Drumul Eugenia Cristea, Fundulea, 530232",0758264444
297,297,*****MASKED*****,1948-12-07,"Soseaua Popa Nr. 40 Bl. 60  Sc. 78 Ap. 461, Domnesti, 259805",0754834624
298,298,*****MASKED*****,1927-06-07,"Aleea Ene Nr. 67 Bl. 26  Sc. 63 Ap. 860, Suceava, 448667",0748392203
299,299,*****MASKED*****,1939-02-06,"Drumul Suciu Nr. 150, Raducaneni, 104133",0269431396
300,300,*****MASKED*****,1912-11-23,"Strada Marcheta Tomescu Nr. 28, Apahida, 502541",0257178839
301,301,*****MASKED*****,1999-02-14,"Soseaua Tabacu, Negresti-Oas, 658857",0788320770
302,302,*****MASKED*****,2013-06-09,"Intrarea Daniela Nemeș Nr. 809 Bl. 82  Sc. 75 Ap. 758, Moldova Veche, 931278",0259173305
303,303,*****MASKED*****,2015-03-03,"Strada Augustina Ababei Nr. 90, Cernavoda, 699816",0253719357
304,304,*****MASKED*****,1969-03-09,"Strada Pop, Sfantu Gheorghe, 168771",0731952028
305,305,*****MASKED*****,1977-04-04,"Intrarea Dumitrescu, Sibiu, 230540",0753984040
306,306,*****MASKED*****,1919-04-08,"Aleea Eugen Voinea, Matca, 472088",0260145747
307,307,*****MASKED*****,2014-12-04,"Bulevardul Mocanu Nr. 77, Deta, 242999",0259742774
308,308,*****MASKED*****,1916-09-13,"Drumul Semenica Florea, Bosanci, 514464",0245403215
309,309,*****MASKED*****,1932-04-28,"Bulevardul Ghiță Suciu, Alexandria, 376628",0748265364
310,310,*****MASKED*****,1924-01-13,"Strada Horia Aanei Nr. 352, Miercurea-Ciuc, 900751",0745818970
311,311,*****MASKED*****,1944-01-18,"Bulevardul Ene Nr. 53 Bl. 24  Sc. 85 Ap. 547, Vlahita, 534100",0753617465
312,312,*****MASKED*****,1946-11-30,"Soseaua Popescu Nr. 95, Gura Humorului, 334169",0725601392
313,313,*****MASKED*****,1929-05-30,"Drumul Suciu Nr. 562, Gaesti, 272118",0765855066
314,314,*****MASKED*****,1945-07-31,"Strada Dochioiu, Schela Cladovei, 853688",0757180449
315,315,*****MASKED*****,1999-05-05,"Soseaua Oana Dumitrescu Nr. 491, Rosiori de Vede, 160205",0737675002
316,316,*****MASKED*****,1998-10-07,"Drumul Luana Gheorghiu Nr. 24, Dragalina, 887915",0761326294
317,317,*****MASKED*****,1956-01-07,"Soseaua Stoica, Cisnadie, 663237",0731178164
318,318,*****MASKED*****,1954-01-15,"Bulevardul Dima Nr. 28, Borcea, 458349",0755033717
319,319,*****MASKED*****,1911-04-19,"Soseaua Ionel Ardelean, Rosu, 248886",0758234250
320,320,*****MASKED*****,1994-09-18,"Strada Ada Ardelean Nr. 25 Bl. 16  Sc. 16 Ap. 699, Campina, 339872",0247547903
321,321,*****MASKED*****,2005-05-19,"Aleea Niță Nr. 835, Onesti, 775094",0246926715
322,322,*****MASKED*****,1994-09-14,"Bulevardul Niță Nr. 634 Bl. 33  Sc. 92 Ap. 167, Dragu-Brad, 168275",0240105639
323,323,*****MASKED*****,2001-01-06,"Intrarea Delia Nistor, Curcani, 570029",0262914487
324,324,*****MASKED*****,2001-09-12,"Drumul Aanei Nr. 29 Bl. 64  Sc. 90 Ap. 515, Voluntari, 466309",0745952414
325,325,*****MASKED*****,1959-03-15,"Aleea Ica Popescu Nr. 54, Beclean, 392978",0786126500
326,326,*****MASKED*****,1910-11-13,"Drumul Barbu Nr. 331 Bl. 62  Sc. 85 Ap. 398, Campina, 354124",0738715586
327,327,*****MASKED*****,2001-05-22,"Strada Albu, Ludus, 783140",0258212732
328,328,*****MASKED*****,1982-01-20,"Soseaua Nistor Nr. 91, Videle, 158026",0264081735
329,329,*****MASKED*****,2021-02-14,"Aleea Ioniță, Balotesti, 932552",0256930881
330,330,*****MASKED*****,2005-04-08,"Soseaua Stănescu Nr. 771, Dorohoi, 351157",0248325405
331,331,*****MASKED*****,1958-05-20,"Soseaua Ababei Nr. 18, Homocea, 566991",0240349388
332,332,*****MASKED*****,1980-02-08,"Intrarea Dorina Marin Nr. 170, Jibou, 397650",0251866318
333,333,*****MASKED*****,1916-12-24,"Drumul Dinu, Negresti, 460870",0266793506
334,334,*****MASKED*****,1921-03-28,"Soseaua Rozalia Albu, Borcea, 906806",0736569475
335,335,*****MASKED*****,1998-12-18,"Strada Nemeș, Gilau, 478497",0725031274
336,336,*****MASKED*****,1978-04-11,"Strada Severina Mazilescu Nr. 882, Drobeta-Turnu Severin, 924194",0737703159
337,337,*****MASKED*****,1921-01-19,"Bulevardul Dorin Stancu Nr. 23, Gaesti, 947322",0265738417
338,338,*****MASKED*****,1981-01-15,"Intrarea Ababei, Borcea, 394376",0735021457
339,339,*****MASKED*****,2001-06-05,"Aleea Eftimie Nr. 870, Savinesti (Poiana Teiului), 234549",0754094905
340,340,*****MASKED*****,2002-03-14,"Drumul Clara Stan Nr. 174 Bl. 68  Sc. 90 Ap. 477, Toflea, 641329",0251951513
341,341,*****MASKED*****,1971-06-03,"Aleea Cristea Nr. 52 Bl. 34  Sc. 95 Ap. 194, Galati, 294991",0771744121
342,342,*****MASKED*****,1952-01-24,"Bulevardul Popescu, Rasnov, 348175",0761188708
343,343,*****MASKED*****,1927-08-04,"Drumul Aanei Nr. 724, Onesti, 699835",0721519608
344,344,*****MASKED*****,1952-12-08,"Aleea Suciu, Medgidia, 276421",0233033322
345,345,*****MASKED*****,2019-04-13,"Bulevardul Ludovica Albu Nr. 68, Sibiu, 222700",0785233218
346,346,*****MASKED*****,1926-02-26,"Aleea Celia Popescu, Filiasi, 876850",0253369578
347,347,*****MASKED*****,1934-04-28,"Soseaua Oana Dochioiu, Barbulesti, 972285",0237529433
348,348,*****MASKED*****,1915-03-26,"Bulevardul Pușcașu Nr. 89 Bl. 59  Sc. 67 Ap. 899, Bocsa, 239949",0247009602
349,349,*****MASKED*****,1912-04-03,"Strada Dinu Nr. 89 Bl. 68  Sc. 24 Ap. 766, Harsova, 317238",0210871362
350,350,*****MASKED*****,1983-11-28,"Strada Popa, Poiana Mare, 178127",0262780916
351,351,*****MASKED*****,1966-11-08,"Aleea Stan Nr. 946, Barlad, 641831",0734911536
352,352,*****MASKED*****,1970-01-04,"Bulevardul Gheorghiu Nr. 61 Bl. 87  Sc. 10 Ap. 116, Breaza de Sus, 628296",0741307519
353,353,*****MASKED*****,1968-07-02,"Strada Sava Tomescu, Rosu, 754773",0246004253
354,354,*****MASKED*****,2014-09-19,"Bulevardul Ababei, Rosu, 584333",0728450498
355,355,*****MASKED*****,1990-08-14,"Strada Dobre Nr. 43 Bl. 25  Sc. 14 Ap. 644, Sadova, 468880",0263455389
356,356,*****MASKED*****,1970-04-07,"Intrarea Pavel Tudor Nr. 40, Targu Lapus, 333499",0761522769
357,357,*****MASKED*****,1943-12-26,"Drumul Petrică Oprea Nr. 87, Toflea, 875943",0750267073
358,358,*****MASKED*****,2017-06-01,"Intrarea Diaconescu Nr. 727, Techirghiol, 140520",0259207226
359,359,*****MASKED*****,1974-08-10,"Strada Voinea Nr. 62 Bl. 38  Sc. 88 Ap. 702, Bailesti, 489062",0237336704
360,360,*****MASKED*****,2013-01-16,"Bulevardul Diaconescu, Cisnadie, 158724",0788289122
361,361,*****MASKED*****,1953-12-29,"Aleea Anton Georgescu, Cumpana, 521097",0741737006
362,362,*****MASKED*****,1978-06-20,"Intrarea Stan Nr. 98 Bl. 19  Sc. 51 Ap. 285, Campia Turzii, 680241",0747272222
363,363,*****MASKED*****,1940-11-09,"Aleea Mazilescu, Balan, 856854",0259532609
364,364,*****MASKED*****,1911-08-09,"Aleea Florea, Alesd, 380015",0727832107
365,365,*****MASKED*****,1965-07-03,"Aleea Antim Stănescu, Mogosoaia, 867894",0784906459
366,366,*****MASKED*****,2022-02-16,"Intrarea Codruț Nistor, Oituz, 589424",0732229677
367,367,*****MASKED*****,1991-06-02,"Strada Ardelean, Eforie Nord, 354215",0730860655
368,368,*****MASKED*****,1934-12-14,"Soseaua Mazilescu Nr. 41, Victoria, 698938",0727102544
369,369,*****MASKED*****,1996-07-16,"Intrarea Preda Nr. 917 Bl. 10  Sc. 25 Ap. 115, Oituz, 514443",0749628733
370,370,*****MASKED*****,1991-05-23,"Soseaua Stan, Bragadiru, 976856",0771967881
371,371,*****MASKED*****,1992-06-17,"Drumul Nemeș Nr. 76, Hunedoara, 741423",0745266843
372,372,*****MASKED*****,2004-07-12,"Drumul Ionescu, Cumpana, 859642",0211836441
373,373,*****MASKED*****,2006-11-14,"Drumul Pușcașu Nr. 73 Bl. 88  Sc. 76 Ap. 323, Rucar, 900040",0257838559
374,374,*****MASKED*****,1983-11-20,"Aleea Cristea, Fagetel (Remetea), 299575",0246861559
375,375,*****MASKED*****,1926-03-09,"Intrarea Stănescu, Rasnov Romacril, 153594",0740029594
376,376,*****MASKED*****,2000-03-08,"Drumul Cristea, Jibou, 415224",0771089168
377,377,*****MASKED*****,2007-02-28,"Aleea Stan Nr. 62 Bl. 51  Sc. 12 Ap. 127, Apahida, 504314",0263105157
378,378,*****MASKED*****,1950-04-06,"Drumul Niță Nr. 11 Bl. 19  Sc. 30 Ap. 188, Pascani, 780458",0236903449
379,379,*****MASKED*****,1945-08-15,"Strada Popescu Nr. 524 Bl. 77  Sc. 61 Ap. 698, Beclean, 267691",0760392507
380,380,*****MASKED*****,1957-05-13,"Soseaua Pușcașu, Glina, 882947",0767255200
381,381,*****MASKED*****,1948-08-24,"Aleea Florian Preda, Deta, 879661",0235956603
382,382,*****MASKED*****,2011-09-27,"Aleea Oprea, Mihail Kogalniceanu, 564611",0763871499
383,383,*****MASKED*****,1969-10-13,"Bulevardul Georgescu Nr. 564 Bl. 73  Sc. 16 Ap. 811, Blaj, 577118",0260410894
384,384,*****MASKED*****,1988-10-19,"Drumul Ancuța Manole Nr. 932, Popesti-Leordeni, 516951",0744694049
385,385,*****MASKED*****,1958-01-06,"Bulevardul Albu Nr. 222 Bl. 91  Sc. 65 Ap. 771, Sangeorz-Bai, 476149",0734999233
386,386,*****MASKED*****,1938-09-03,"Strada Iacob Toma, Cumpana, 569095",0268686390
387,387,*****MASKED*****,2009-03-25,"Drumul Georgescu Nr. 631 Bl. 87  Sc. 67 Ap. 310, Sabaoani, 552873",0255281969
388,388,*****MASKED*****,2013-10-23,"Strada Ene, Mizil, 250674",0749365407
389,389,*****MASKED*****,1936-10-08,"Aleea Ionelia Popa Nr. 745, Macin, 352008",0231816277
390,390,*****MASKED*****,1975-06-11,"Intrarea Ionescu Nr. 54 Bl. 85  Sc. 43 Ap. 585, Calafat, 640255",0261731487
391,391,*****MASKED*****,1982-12-17,"Drumul Preda Nr. 44, Valu lui Traian, 551964",0727948765
392,392,*****MASKED*****,2005-12-09,"Soseaua Voinea Nr. 82, Odorheiu Secuiesc, 541450",0758028046
393,393,*****MASKED*****,1983-08-07,"Strada Aurora Cristea Nr. 918 Bl. 31  Sc. 37 Ap. 443, Prejmer, 367520",0262575158
394,394,*****MASKED*****,1990-10-01,"Drumul Dinu Nr. 672 Bl. 71  Sc. 51 Ap. 606, Corund, 107247",0786224950
395,395,*****MASKED*****,1961-02-09,"Drumul Eftimie, Dragu-Brad, 964983",0243622286
396,396,*****MASKED*****,1999-01-14,"Bulevardul Vasilica Popa Nr. 929, Valea lui Mihai, 201594",0253304389
397,397,*****MASKED*****,2006-01-10,"Soseaua Livia Nemeș Nr. 629 Bl. 40  Sc. 18 Ap. 461, Rasinari, 485927",0728808640
398,398,*****MASKED*****,1974-08-04,"Strada Zeno Ioniță Nr. 541 Bl. 21  Sc. 65 Ap. 474, Navodari, 723059",0259623083
399,399,*****MASKED*****,1940-11-12,"Strada Carolina Georgescu Nr. 83 Bl. 10  Sc. 10 Ap. 266, Zarnesti, 103168",0722871780
400,400,*****MASKED*****,1910-09-21,"Bulevardul Ligia Pușcașu Nr. 93, Ploiesti, 945784",0731715359
401,401,*****MASKED*****,1994-01-19,"Strada Gabi Dima, Diosig, 895192",0771863866
402,402,*****MASKED*****,1958-07-07,"Strada Niță, Sannicolau Mare, 610989",0263593483
403,403,*****MASKED*****,2000-09-13,"Intrarea Dinu, Dumbravita, 698942",0259169278
404,404,*****MASKED*****,2010-06-10,"Drumul Stan Nr. 906 Bl. 13  Sc. 78 Ap. 521, Dorohoi, 368438",0257030344
405,405,*****MASKED*****,1943-11-21,"Soseaua Oprea Nr. 22, Carei, 944816",0788089547
406,406,*****MASKED*****,1976-11-01,"Drumul Camelia Ene Nr. 77 Bl. 97  Sc. 10 Ap. 896, Bosanci, 357312",0269094675
407,407,*****MASKED*****,1956-11-01,"Drumul Tudor, Mogosoaia, 161290",0768717735
408,408,*****MASKED*****,2008-04-02,"Intrarea Tomescu Nr. 295, Strejnicu, 244366",0247068801
409,409,*****MASKED*****,1930-01-11,"Aleea Stoica Nr. 79 Bl. 44  Sc. 42 Ap. 475, Radauti, 428240",0785439625
410,410,*****MASKED*****,1977-01-08,"Intrarea Cornelia Dumitrescu Nr. 28 Bl. 26  Sc. 91 Ap. 495, Jilava, 807087",0721588127
411,411,*****MASKED*****,1958-10-03,"Bulevardul Diaconu Nr. 555, Matca, 984596",0258861694
412,412,*****MASKED*****,1929-07-08,"Soseaua Stănescu Nr. 62 Bl. 20  Sc. 83 Ap. 798, Tuzla, 565405",0238203412
413,413,*****MASKED*****,1946-09-21,"Aleea Popescu Nr. 68 Bl. 83  Sc. 25 Ap. 491, Fetesti-Gara, 611251",0761215288
414,414,*****MASKED*****,1983-10-24,"Drumul Dobre, Pitesti, 461308",0245890568
415,415,*****MASKED*****,1968-07-29,"Soseaua Eftimia Eftimie, Slatina, 296916",0261768535
416,416,*****MASKED*****,1909-12-20,"Aleea Aanei, Alba Iulia, 210829",0246738920
417,417,*****MASKED*****,1912-04-29,"Aleea Dobre Nr. 89, Dej, 828970",0269945113
418,418,*****MASKED*****,1995-12-29,"Aleea Aanei, Dumbraveni, 833076",0741742378
419,419,*****MASKED*****,2011-08-18,"Soseaua Pușcașu Nr. 532 Bl. 49  Sc. 66 Ap. 656, Craiova, 757278",0258204955
420,420,*****MASKED*****,1985-04-16,"Drumul Nistor Nr. 49, Moldova Veche, 272317",0747742366
421,421,*****MASKED*****,1919-09-19,"Aleea Cristea Nr. 60, Fundulea, 632983",0750320782
422,422,*****MASKED*****,1975-06-06,"Drumul Nemeș Nr. 79 Bl. 10  Sc. 42 Ap. 992, Vatra Dornei, 939722",0261630137
423,423,*****MASKED*****,1926-01-15,"Bulevardul Pavel Mazilescu, Babadag, 945905",0246221631
424,424,*****MASKED*****,1914-06-16,"Bulevardul Vicențiu Stancu Nr. 92, Tuzla, 943969",0269887402
425,425,*****MASKED*****,1988-12-15,"Drumul Tomescu Nr. 159, Horodnic de Sus, 429630",0733960741
426,426,*****MASKED*****,2007-06-04,"Aleea Dima, Savinesti (Poiana Teiului), 996676",0729882144
427,427,*****MASKED*****,1935-02-05,"Bulevardul Patricia Ioniță Nr. 90, Curcani, 963259",0755220935
428,428,*****MASKED*****,1973-08-23,"Aleea Manole Nr. 36, Fundeni, 454617",0731524986
429,429,*****MASKED*****,2011-12-04,"Strada Diaconu Nr. 688, Glina, 987682",0242861127
430,430,*****MASKED*****,1936-10-15,"Strada Mocanu Nr. 803 Bl. 10  Sc. 33 Ap. 569, Campulung Moldovenesc, 446271",0763160045
431,431,*****MASKED*****,1947-02-14,"Bulevardul Eleonora Stan Nr. 23 Bl. 35  Sc. 86 Ap. 536, Vicovu de Jos, 110508",0739272996
432,432,*****MASKED*****,1943-06-16,"Strada Ioniță, Targu Frumos, 581878",0254630205
433,433,*****MASKED*****,2016-02-15,"Strada Popescu Nr. 22 Bl. 72  Sc. 35 Ap. 772, Darmanesti, 673158",0742903746
434,434,*****MASKED*****,1958-11-15,"Bulevardul Preda Nr. 42 Bl. 29  Sc. 81 Ap. 242, Adjud, 826949",0741201740
435,435,*****MASKED*****,1975-12-25,"Soseaua Mioara Barbu, Techirghiol, 968107",0239247062
436,436,*****MASKED*****,1996-05-09,"Bulevardul Tudor Nr. 463 Bl. 45  Sc. 59 Ap. 628, Satu Mare, 192743",0255232594
437,437,*****MASKED*****,1950-07-27,"Intrarea Arsenie Ionescu Nr. 68, Popesti-Leordeni, 488505",0269914173
438,438,*****MASKED*****,1969-07-19,"Soseaua Mazilescu Nr. 262, Pitesti, 493934",0744787836
439,439,*****MASKED*****,1977-03-18,"Bulevardul Doina Toma Nr. 65 Bl. 16  Sc. 93 Ap. 975, Tunari, 896258",0764197640
440,440,*****MASKED*****,2006-10-18,"Soseaua Elisaveta Mazilescu Nr. 538 Bl. 86  Sc. 90 Ap. 777, Targu Ocna, 265195",0734588978
441,441,*****MASKED*****,1913-08-24,"Intrarea Alex Suciu Nr. 29, Rodna, 887349",0768395814
442,442,*****MASKED*****,1956-09-13,"Soseaua Nemeș, Craiova, 197615",0736562288
443,443,*****MASKED*****,2023-08-16,"Bulevardul Ionescu Nr. 55 Bl. 37  Sc. 74 Ap. 149, Ploiesti, 592399",0780294806
444,444,*****MASKED*****,1984-07-28,"Strada Gheorghiu, Comanesti, 225021",0736111511
445,445,*****MASKED*****,1950-04-09,"Aleea Ababei Nr. 83 Bl. 60  Sc. 28 Ap. 206, Pancota, 835869",0737090753
446,446,*****MASKED*****,1980-03-09,"Drumul Teea Stănescu, Mioveni, 223902",0231731171
447,447,*****MASKED*****,1935-06-28,"Drumul Iurie Albu Nr. 494, Rosiori de Vede, 582811",0251560745
448,448,*****MASKED*****,1979-08-09,"Intrarea Diaconu Nr. 348 Bl. 13  Sc. 32 Ap. 857, Balotesti, 585416",0743654729
449,449,*****MASKED*****,1941-06-17,"Intrarea Tudor Nr. 370 Bl. 98  Sc. 98 Ap. 327, Piatra-Neamt, 886001",0248428476
450,450,*****MASKED*****,1959-05-28,"Drumul Albu Nr. 79, Curtici, 792397",0772465447
451,451,*****MASKED*****,1952-05-31,"Drumul Emilia Marin, Cumpana, 961200",0239772329
452,452,*****MASKED*****,1980-04-03,"Intrarea Stoica Nr. 33, Valea Mare (Babeni), 589262",0258323557
453,453,*****MASKED*****,1941-01-16,"Aleea Diaconescu, Motru, 849044",0747212849
454,454,*****MASKED*****,1991-12-12,"Drumul Barbu, Fagetel (Remetea), 456546",0248947399
455,455,*****MASKED*****,2007-03-03,"Strada Dochioiu Nr. 221, Afumati, 689550",0256653516
456,456,*****MASKED*****,1946-12-09,"Intrarea Popescu Nr. 21, Orsova, 677686",0735292093
457,457,*****MASKED*****,1921-04-28,"Drumul Matei Popa Nr. 631 Bl. 70  Sc. 37 Ap. 623, Roseti, 289133",0729569564
458,458,*****MASKED*****,1940-11-13,"Intrarea Aurică Barbu Nr. 82, Vulcan, 211803",0756611612
459,459,*****MASKED*****,1941-09-12,"Bulevardul Diaconescu Nr. 35 Bl. 57  Sc. 37 Ap. 688, Mogosoaia, 925391",0744258908
460,460,*****MASKED*****,1947-03-24,"Soseaua Anatolie Dima Nr. 48 Bl. 41  Sc. 19 Ap. 852, Negresti-Oas, 175711",0246422170
