first_name,last_name,personal_number,birthdate,address,county,phone_number,mac_address,ip_address,iban
Olga,Albu,4030215300678,1969-12-19,"Drumul Dochioiu, Miercurea-Ciuc, 654534",Călărași,0732 982 675,8e:f6:60:27:2c:b3,185.240.230.46,RO80NOSF3369732954473447
Niculiță,Tomescu,5020512365204,1981-06-20,"Strada Ivan Voinea Nr. 800 Bl. 57  Sc. 12 Ap. 136, Fetesti-Gara, 416548",Vâlcea,021 991 2807,52:5d:f5:c1:54:c3,156.56.115.77,RO98ISKI1873944479851980
Alina,Albu,3370118524139,2004-11-25,"Aleea Dobre, Arad, 301681",Satu Mare,0236 130 124,7d:2d:60:dd:ad:31,144.104.184.107,RO72OMTG1349510264852939
Laura,Popescu,7350324518385,1949-04-06,"Intrarea Lili Dobre Nr. 525, Vicovu de Sus, 487616",Bihor,0739 470 231,fe:b5:1c:0a:b0:74,93.77.158.65,RO19CGSX6336020303688502
Mina,Dumitrescu,2491204451340,1928-12-08,"Bulevardul Dorian Stoica Nr. 82, Timisoara, 500152",Neamț,0256 838 994,da:59:ed:1d:ca:51,212.219.42.206,RO48DIIM4152870901126333
Raluca,Ardelean,2041211068474,2003-05-30,"Soseaua Eftimie Nr. 97 Bl. 91  Sc. 29 Ap. 778, Targu Secuiesc, 505413",Bihor,0724 810 600,17:ed:a6:f9:54:42,169.182.164.80,RO45HKVX4469748543590194
Ștefania,Ionescu,3301125214956,2015-12-03,"Aleea Stoica, Valenii de Munte, 243203",Harghita,0269 032 248,94:4a:62:07:62:f9,46.77.243.226,RO56WDHI4242201483433465
Aurora,Oprea,6501020193721,1930-07-17,"Bulevardul Tomescu, 1 Decembrie, 627531",Vaslui,0769 800 225,a6:66:37:95:91:08,220.216.147.75,RO15XETY6410909232375123
Aurica,Pușcașu,5330108176793,1964-03-19,"Strada Simion Suciu, Ploiesti, 387020",Arad,0734 382 316,b2:ed:a0:bf:a8:2c,43.217.177.16,RO17AGJV9307744255664404
Petruța,Oprea,7920122333526,2009-06-30,"Intrarea Cristea Nr. 78 Bl. 54  Sc. 82 Ap. 387, Raducaneni, 823847",Harghita,0723 725 699,8a:11:7d:0c:ea:81,41.88.49.137,RO48HTJH6982467323251303
Ana,Ionescu,2560615300050,2013-03-28,"Intrarea Daniela Ioniță Nr. 504 Bl. 65  Sc. 79 Ap. 429, Valea Caselor (Dragasani), 982478",Dâmbovița,0758 390 721,ce:64:2f:ba:74:32,85.246.148.157,RO81HCEA0911512895463357
Virginia,Dinu,3581019417504,1992-11-15,"Soseaua Stan, Valea Caselor (Dragasani), 906189",Bihor,0730 566 365,c9:c5:6a:b9:8e:f9,11.219.133.139,RO13YDOV2364040719769620
Melania,Barbu,1931205331425,1966-02-08,"Drumul Rodica Dochioiu Nr. 55, Falticeni, 549304",Galați,0254 403 393,6f:c7:4e:60:25:9a,205.93.126.246,RO85YHIA0766407285006660
Florica,Dima,7760522192769,2012-06-22,"Aleea Stănescu Nr. 81 Bl. 70  Sc. 97 Ap. 219, Schela Cladovei, 667982",Bihor,0255 264 941,c0:ba:d6:ae:0f:d2,156.84.24.244,RO21MPKC4661047983234513
Florența,Nistor,5310831357542,1949-09-08,"Strada Cristea Nr. 882, Cajvana, 951722",București,0761 216 005,40:d2:c9:ef:d1:5f,215.115.72.18,RO25HOAI4201564113425380
Bucur,Eftimie,3200415288831,1978-09-29,"Aleea Georgescu Nr. 88 Bl. 50  Sc. 59 Ap. 846, Techirghiol, 511599",Vâlcea,0267 847 668,6d:3a:50:09:c5:62,83.253.1.36,RO96QPAC7228089651045724
Zaharia,Eftimie,8440803261224,1963-12-18,"Strada Romulus Pop Nr. 451, Roman, 656940",Teleorman,0762 511 073,3a:69:51:78:4a:8c,13.152.126.120,RO50EUQU8308435504116982
Toma,Dobre,6491126334312,1969-07-04,"Intrarea Stoica Nr. 400, Baicoi, 989309",Iași,0726 399 717,bd:0e:c8:c4:04:4b,33.96.66.144,RO86CLMG1843580796013832
Zina,Dumitrescu,8011003158980,1919-03-18,"Drumul Stan Nr. 78, Remetea, 232735",Călărași,0259 995 091,e9:ac:ab:03:b0:1d,18.89.166.204,RO94AVTE8078677495628349
Raluca,Florea,4890502179331,2004-01-22,"Drumul Ene Nr. 55, Pogoanele, 826452",Gorj,0769 158 468,6f:dd:65:23:9e:32,182.222.8.184,RO88ENMZ5037461364310558
Sofia,Mazilescu,3991228410230,1908-11-14,"Bulevardul Florea Nr. 109 Bl. 88  Sc. 97 Ap. 384, Motatei, 991600",Brăila,0757 741 050,83:67:06:29:e8:71,183.135.5.29,RO96ODKP2175668133147471
Dochia,Dochioiu,5150808283860,1916-03-02,"Strada Tudor Florea Nr. 671 Bl. 13  Sc. 34 Ap. 308, Balotesti, 459261",Călărași,0261 505 085,5c:fd:6a:cf:24:f4,123.14.91.95,RO47HZPV6438583486185401
Geanina,Preda,7060205090578,1965-04-18,"Strada Dima Nr. 945 Bl. 65  Sc. 47 Ap. 720, Titu, 545720",Iași,0772 495 045,1a:30:8a:0c:dd:95,200.160.171.86,RO79TBEG7394487601924111
Julia,Ababei,2020704425981,1985-04-12,"Aleea Oprea Nr. 928, Buhusi, 992087",Botoșani,0748 127 611,a6:f5:83:23:32:32,201.126.93.249,RO23CGWC9883495019052009
Vladimir,Voinea,2250811312579,1991-01-31,"Strada Amelia Pușcașu Nr. 652 Bl. 51  Sc. 52 Ap. 578, Valenii de Munte, 217008",Teleorman,0744 606 359,e9:db:7c:4b:c7:cf,150.120.243.249,RO39XEXN3616154588556771
Antonie,Nemeș,2240412436751,1967-10-15,"Soseaua Luana Stancu Nr. 476, Drobeta-Turnu Severin, 889242",Mehedinți,0784 423 873,b2:61:be:c1:24:1d,140.17.3.47,RO59VLQC4703674798554342
Andrada,Dima,7330210264704,1993-02-28,"Bulevardul Suciu Nr. 369, Darabani, 954596",Teleorman,0743 527 989,99:d6:6a:ab:5e:4e,11.41.87.219,RO10KPLN7451233437324844
Ilarion,Popa,2230621266166,2003-01-27,"Soseaua Nistor, Baia Mare, 258458",Covasna,0766 441 264,ec:cb:25:e5:5a:03,117.173.220.233,RO21CMIL9637437960852371
Lucrețiu,Dima,2220425278808,1984-02-09,"Strada Voinea Nr. 98 Bl. 39  Sc. 66 Ap. 586, Dragu-Brad, 558057",Olt,0252 625 064,bc:3a:fb:a7:44:67,139.72.182.104,RO61WISU1243623492788000
Dorel,Nemeș,3131107285875,1976-09-26,"Soseaua Dana Stănescu Nr. 14, Rosu, 273200",Mehedinți,0740 983 916,90:03:43:f9:17:2c,50.213.47.194,RO34OFTI2791654766128595
Iuliu,Nemeș,8590814062898,1966-12-13,"Bulevardul Nemeș Nr. 44, Seini, 385308",Buzău,0740 067 746,f4:e5:7f:eb:4b:5a,174.143.131.26,RO89LZNR7408605042970853
Cosmin,Nistor,5470322186273,1980-04-19,"Bulevardul Stănescu, Seini, 901921",Neamț,0737 429 407,2e:81:70:2b:4e:fe,158.118.240.148,RO06VATL3830206022712709
Amedeu,Tomescu,8870201187180,1933-02-22,"Soseaua Ardelean Nr. 560, Vladimirescu, 797191",Brașov,0729 492 241,59:29:d8:37:d6:8d,91.128.248.169,RO05VKIH9838560920928957
Cedrin,Ionescu,6880419258029,1910-02-01,"Intrarea Barbu Nr. 22 Bl. 18  Sc. 60 Ap. 794, Dancu, 433831",Călărași,0766 402 171,0c:10:c0:85:ad:6b,150.9.5.128,RO49IIYZ0023716577457011
Adam,Pușcașu,6260122269045,1909-12-23,"Drumul Dochioiu, Campia Turzii, 491803",Bistrița-Năsăud,0764 892 830,fd:cb:87:9e:d8:d3,142.127.39.253,RO32ESEA9430402218412974
Todor,Ioniță,2770719524620,1951-12-13,"Intrarea Nistor, Curcani, 282983",Alba,0237 362 779,58:9d:6b:12:27:8a,124.230.131.247,RO81DLHY9328885883371314
Iustinian,Barbu,4521227067457,1956-12-28,"Aleea Florin Tomescu, Negresti-Oas, 766890",Dolj,0772 410 033,7c:72:fa:0e:54:33,206.248.148.122,RO02QRSC2294003527453161
Vasile,Ioniță,5890420239250,1922-02-28,"Strada Flora Oprea Nr. 14 Bl. 92  Sc. 75 Ap. 272, Viseu de Sus, 294558",Dolj,0755 087 300,50:54:70:58:08:21,142.248.227.171,RO20MWKO8047007635741316
Leopoldina,Aanei,7060525014130,1932-08-07,"Bulevardul Pop Nr. 587, Rasnov Romacril, 646131",Brașov,0264 104 802,b7:77:06:b2:67:a0,28.208.9.188,RO86KXTH5348775142238662
Gabriela,Popescu,7451010428548,1965-10-09,"Drumul Dorian Pușcașu Nr. 258, Barbulesti, 403653",Galați,0711 370 213,6b:38:36:22:7a:ad,70.136.1.200,RO87OJBW4028342852749542
Ioana,Dumitrescu,6861111303468,1955-09-04,"Soseaua Marin Nr. 68 Bl. 26  Sc. 60 Ap. 688, Ploiesti, 892859",Iași,0763 857 373,8e:8b:4b:68:a7:e5,174.166.125.207,RO41ZRHL1962649882568074
Dacian,Dobre,2660211387247,1915-04-23,"Drumul Ene, Vicovu de Sus, 825041",Vrancea,0736 352 440,37:86:8b:d7:ab:d8,31.59.233.100,RO46XJQB8437456453037113
Albertina,Marin,2800510433039,2010-09-05,"Strada Stan Nemeș, Caracal, 495886",Brașov,0729 736 533,98:de:46:59:d6:43,201.66.164.139,RO81VFAI3904086971772794
Eugenia,Gheorghiu,7040528514311,1962-04-21,"Intrarea Stoica Nr. 987, Husi, 652284",Ialomița,0268 031 915,13:e6:fb:55:ab:58,221.197.179.32,RO26QLKN6875430142145722
Erica,Popescu,8690126017200,1996-05-08,"Strada Tudor Nr. 23 Bl. 77  Sc. 81 Ap. 680, Valu lui Traian, 341118",Covasna,0254 636 983,58:40:b2:c1:4e:96,78.189.150.126,RO64UBFB2983311856340193
Alice,Tabacu,3820526431588,1919-01-25,"Strada Preda Nr. 72, Buhusi, 384312",Dâmbovița,0252 954 190,82:93:b7:9b:35:e5,33.41.95.144,RO18TWGT8175460672397352
Grațian,Dima,5661212053112,1985-05-02,"Bulevardul Dinu Nr. 653, Sannicolau Mare, 593040",Arad,0786 317 250,17:e1:d1:d5:d6:34,78.87.142.63,RO51UCBE2594842837573875
Stana,Pușcașu,3490811454477,1954-02-25,"Aleea Popescu, Salonta, 891101",Cluj,0752 877 078,dd:05:bc:8b:12:90,53.198.213.184,RO21HJPG3467545106695329
Severina,Suciu,1550715411306,1935-09-04,"Strada Gheorghiu Nr. 590 Bl. 31  Sc. 66 Ap. 629, Rucar, 482055",Olt,0255 361 946,86:e0:95:a1:42:df,203.152.82.186,RO27COXR0715460692080570
Pamfil,Dochioiu,2620428275136,2000-09-03,"Aleea Ionescu Nr. 366, Targoviste, 550337",Călărași,0266 964 143,a3:fa:60:95:c7:d7,54.22.224.117,RO09MHEL8162470854465664
Salomea,Dumitrescu,7370602358415,1918-05-10,"Intrarea Petruța Dinu Nr. 235 Bl. 13  Sc. 76 Ap. 942, Moldova Veche, 733573",Caraș Severin,0264 226 618,de:bc:48:94:c6:2a,83.63.110.21,RO92UOJP4074891982265955
Brăduț,Nemeș,7100911314893,1947-11-10,"Bulevardul Ionescu Nr. 31, Pipera (Voluntari), 762643",Mureș,0735 384 974,b6:be:b2:60:d4:eb,19.67.19.217,RO06GPEF9452162013903136
Fabia,Eftimie,5700410418549,1935-11-19,"Soseaua Dobre Nr. 913 Bl. 97  Sc. 92 Ap. 816, Bacau, 840832",Prahova,0734 258 839,39:07:a3:21:e1:ba,77.158.49.98,RO23FLSZ6993527014923680
Cazimir,Stoica,7010128103227,2018-11-17,"Intrarea Octavia Stan Nr. 516, Negresti-Oas, 689989",Călărași,0769 012 279,e4:22:86:d5:7b:57,59.92.62.17,RO52TDBO2319729416860071
Amelia,Cristea,4770314521014,1910-05-15,"Drumul Toma Nr. 973, Brasov, 974997",Olt,0725 893 928,d2:e8:26:ff:a1:53,199.203.74.171,RO97ZPAH8597853551918983
Grigore,Diaconu,2610825439414,1949-05-15,"Drumul Barbu Nr. 97 Bl. 90  Sc. 59 Ap. 720, Podu Iloaiei, 318382",Satu Mare,0258 243 037,12:9b:61:4e:24:2f,56.47.160.244,RO20INBH2836722856379165
Codin,Tomescu,2490728347496,2003-07-02,"Strada Dobre Nr. 22 Bl. 72  Sc. 79 Ap. 932, Baciu, 500398",Brașov,0269 397 461,c9:36:a2:8e:e6:48,113.107.82.66,RO54VSZO8433134562241228
Heracleea,Dima,4760701315739,1909-05-20,"Soseaua Stancu, Plosca, 261923",Maramureș,0742 214 301,11:01:23:7a:59:ff,189.135.26.131,RO31WWOV3707710994324508
Eleonora,Cristea,7630928512187,1923-04-26,"Strada Luminița Cristea, Prejmer, 274205",Timiș,0244 801 407,96:ca:b3:da:e8:bf,104.65.218.82,RO81VTHD3937377397527675
Pompilia,Nistor,5450915313047,1981-04-14,"Aleea Stan Nr. 23, Oituz, 842706",Vâlcea,0251 201 303,2f:4e:9b:1e:ac:78,85.243.48.11,RO51IUFF8483621617475359
Nelu,Nistor,3110617413681,1908-06-19,"Soseaua Dobre Nr. 572, Ineu, 358232",Dâmbovița,0762 107 590,06:00:58:c9:5b:91,78.164.46.200,RO02XKCF9503641203577787
Daciana,Ababei,2751029460956,1908-12-10,"Intrarea Oprea Nr. 18, Motatei, 657482",Caraș Severin,0759 588 000,06:98:28:e0:19:3a,150.127.154.21,RO77UWRO1824108141873214
Vincențiu,Florea,1531118093781,1914-11-30,"Drumul Ababei Nr. 815, Breaza de Sus, 480361",Călărași,0241 877 595,b7:14:26:cb:d9:90,149.28.230.40,RO59HQBN9867130340753666
Mara,Nemeș,8330917375894,1954-07-09,"Aleea Diaconu Nr. 41, Cisnadie, 256626",Mehedinți,0238 746 794,13:15:ae:d2:27:6c,203.171.241.37,RO59HCJY0521944293406547
Gabriela,Preda,3391226440853,1993-05-29,"Soseaua Vlădelina Dumitrescu Nr. 24, Eforie Nord, 178463",Giurgiu,0239 375 756,67:a6:a3:c6:3a:b6,128.192.47.15,RO05SFOR4227714300939870
Zenobia,Nistor,3461205289508,1933-01-11,"Strada Monalisa Dobre Nr. 25 Bl. 12  Sc. 88 Ap. 388, Vicovu de Jos, 729809",București,0786 486 627,ac:6e:0e:2b:38:c3,4.129.5.150,RO65QNKO5283528606720227
Carina,Mazilescu,4320807223326,1981-04-10,"Soseaua Dima Nr. 281, Vicovu de Sus, 359378",Prahova,0267 570 638,8f:58:cb:39:dd:b9,209.63.248.164,RO33JRND3765143332980934
Lucreția,Mazilescu,6960708142926,1938-09-15,"Soseaua Tudor Nr. 868, Deva, 166568",Botoșani,0766 005 323,0a:1a:78:42:09:8a,144.52.58.241,RO98YCJY0535340429454467
Panagachie,Tabacu,1600504224297,2002-08-28,"Soseaua Denis Dinu Nr. 76, Magurele, 500461",Bihor,0240 621 840,4e:b7:a7:61:1d:f5,66.47.22.180,RO19PFHE3208615102700084
Maricica,Mazilescu,3910516175268,1968-11-20,"Aleea Eftimie, Ramnicu Sarat, 729034",Vrancea,0264 986 852,5d:d7:15:0c:0b:ad,45.12.17.73,RO90NKVZ9982446283549774
Ioan,Ioniță,8860828301328,1931-07-22,"Intrarea Sandu Cristea Nr. 26, Curtici, 927630",Alba,0259 367 273,a3:f5:7f:12:a8:9f,45.128.137.178,RO92UAND8021343630562587
Grațian,Tomescu,7920105116533,1951-11-04,"Soseaua Ababei Nr. 14, Siria, 495869",Sibiu,0749 367 241,8f:a7:8e:71:82:f4,101.119.48.36,RO23ZSPL4877120172027660
Florentin,Ene,5280824420589,1980-11-14,"Aleea Niță Nr. 63, Dancu, 447886",Timiș,0251 149 003,dc:a3:9a:28:0b:92,154.130.3.225,RO13GEOO8799600753441527
Romina,Dumitrescu,6420326284735,1941-01-29,"Drumul Ene Nr. 36, Titu, 374129",Hunedoara,0262 975 453,50:bb:35:bc:fd:2c,114.13.7.25,RO59HILM3008023649175502
Casiana,Toma,8200228445194,1933-06-19,"Aleea Oprea, Vulcan, 258669",Botoșani,0260 541 403,b9:9c:a3:c0:a4:f6,70.144.245.199,RO84ISGU5742690559286182
Zamfir,Preda,1830509236029,1983-12-06,"Aleea Ardelean Nr. 55, Alba Iulia, 626511",Sălaj,0741 916 244,71:2c:ff:b0:8f:fc,42.25.148.23,RO63BAPC5613539816624458
Pompilia,Mazilescu,6011016192209,1975-04-24,"Aleea Suciu Nr. 849, Harlau, 492138",Dolj,0723 185 751,f0:7a:3a:6a:d1:85,85.129.151.143,RO76KAHA2328596219129310
Roxana,Pop,5991227310245,1984-01-09,"Soseaua Dina Mocanu Nr. 333, Victoria, 822302",Hunedoara,0236 585 631,ee:e7:a2:6a:d8:fc,14.35.220.201,RO13SYQO5833037994428446
Natașa,Gheorghiu,6650419301916,1942-04-21,"Drumul Diaconescu Nr. 69 Bl. 44  Sc. 90 Ap. 630, Viseu de Sus, 790581",Botoșani,0236 334 992,3c:2e:5d:61:91:73,58.211.229.249,RO77KFBZ8299269947803239
Dumitra,Niță,8470429378162,1986-11-23,"Aleea Olimpian Tomescu, Sangeorgiu de Mures, 468175",Giurgiu,0244 508 162,64:ab:f1:dc:ec:4e,16.67.213.29,RO43GSDR8944113164669572
Robertina,Dobre,4580502324725,1976-04-17,"Strada Voinea, Petrosani, 473741",București,0751 850 391,36:3d:9e:9a:88:d9,134.128.35.180,RO60LNEQ8142074896451745
Jana,Manole,4500510146390,2013-04-27,"Drumul Pușcașu Nr. 53 Bl. 59  Sc. 88 Ap. 645, Resita, 618370",Harghita,0725 628 925,ba:c8:d5:31:cf:85,42.158.107.107,RO39YPSP3393048031296609
Venera,Nistor,2610105445960,1912-04-29,"Strada Elena Albu, Caransebes, 196731",Botoșani,0237 837 662,66:dc:c7:4f:3a:32,199.17.49.26,RO07PCXM8493389534344136
Grațiana,Ardelean,5220331401180,1938-09-23,"Soseaua Iuliana Marin Nr. 47 Bl. 60  Sc. 16 Ap. 436, Valenii de Munte, 329483",Dolj,0724 728 937,e1:e1:c3:4f:70:d3,37.235.161.124,RO47UAOG2544694861490844
Minodora,Mocanu,7930920262996,2018-06-18,"Bulevardul Geanina Eftimie, Bacau, 745466",Giurgiu,0742 592 935,43:5e:24:6d:8e:67,2.84.224.141,RO35KSPI8129280246291557
Melina,Mocanu,3811118304251,2000-12-26,"Soseaua Aanei Nr. 598, Alesd, 833336",Neamț,0724 398 424,34:0c:e7:5b:d6:b2,214.190.141.194,RO57KUCH3003601609789040
Evelina,Diaconu,5240506311598,2017-05-06,"Soseaua Aanei Nr. 728, Sibiu, 816262",Teleorman,0726 041 360,a7:44:83:10:d0:65,61.65.51.249,RO49PIDZ4078949261226883
Dominic,Nistor,2720511202401,1918-02-19,"Soseaua Tomescu Nr. 22, Targu Secuiesc, 245286",Covasna,0250 670 733,da:c3:4d:3f:b4:66,99.230.3.206,RO46OMEQ9533912715388328
Ioana,Dumitrescu,7160927334776,1957-01-24,"Soseaua Mocanu Nr. 736, Darmanesti, 284485",Brașov,0237 339 764,60:4f:6c:22:93:f7,78.163.131.63,RO97HNBL0945129342938087
Carmen,Gheorghiu,5100104283505,1986-09-22,"Strada Diaconu, Intorsura Buzaului, 964898",Galați,0242 797 133,60:15:11:cf:25:2e,187.90.105.250,RO39XLSH0482364368857107
Lili,Georgescu,4000227197261,1927-12-14,"Strada Brândușa Albu Nr. 94, Anina, 831542",Dolj,0236 837 772,1e:d7:74:88:4e:b7,144.243.177.239,RO81NXBO7377317592656887
Eustațiu,Ionescu,6220602406541,1913-05-21,"Drumul Estera Ardelean Nr. 54 Bl. 12  Sc. 54 Ap. 470, Giurgiu, 938837",Alba,0248 731 627,5d:81:5c:92:4d:f9,167.5.188.52,RO53LBUW9734052096457525
Paulica,Stănescu,2900527118962,1914-11-09,"Bulevardul Dorel Ene, Sebes, 212719",Bacău,0250 581 993,e9:d7:ff:c9:6f:0e,75.227.213.165,RO73POZT6136810053022841
Axenia,Ene,5210928274388,1927-06-10,"Soseaua Popa, Brasov, 661045",Tulcea,0261 025 865,95:42:98:cc:f3:f6,108.127.13.219,RO19ECZT5049990014269993
Maria,Ioniță,8660409135162,2018-02-22,"Drumul Nistor Nr. 75, Mangalia, 622700",Caraș Severin,0711 777 113,70:e3:0b:7d:18:89,12.158.170.48,RO81PIXA4510056381844542
Doru,Niță,7440827080682,1933-06-16,"Soseaua Nemeș Nr. 36, Beius, 547475",Sălaj,0235 209 851,7c:ef:c0:a4:8a:92,89.232.37.157,RO81HQTR1661347361884406
Carmina,Oprea,5951030029727,2002-08-14,"Intrarea Ene, Pascani, 714607",Brăila,0749 405 038,c8:f1:41:30:e0:b4,192.96.127.232,RO43FFDD0216530003127692
Relu,Diaconu,4130428108785,1965-05-21,"Bulevardul Smaranda Dobre, Drobeta-Turnu Severin, 494506",Vâlcea,0788 047 039,86:f5:26:cf:37:b9,90.170.240.168,RO64GBRK8940336021611006
Livia,Dumitrescu,3300823349627,1942-01-05,"Drumul Stoica Nr. 167 Bl. 43  Sc. 64 Ap. 515, Pantelimon, 741738",Vaslui,0258 831 328,f2:42:93:aa:65:48,108.212.152.55,RO36EYCO2775011609966287
Traian,Nistor,8831129441173,2000-09-20,"Aleea Bernard Toma, Tudora, 476585",Iași,0726 860 032,35:af:f7:eb:5d:fc,59.138.198.179,RO51ZZPH6232795677597872
Raul,Stănescu,4150829447608,1970-12-24,"Bulevardul Dumitrescu Nr. 28 Bl. 30  Sc. 85 Ap. 717, Arad, 178860",Bistrița-Năsăud,0788 437 532,f8:8d:55:03:68:84,172.38.210.176,RO86HNVT8781502394288690
Virginia,Ardelean,4470611349894,1963-06-21,"Intrarea Giorgiana Stănescu Nr. 83, Jilava, 971156",Mehedinți,0268 353 174,fe:bb:dc:54:58:5a,212.234.88.55,RO46MHXN6273988427382964
Norica,Ionescu,2290109135717,1911-03-16,"Soseaua Nistor Nr. 55 Bl. 67  Sc. 53 Ap. 916, Ramnicu Valcea, 917180",Botoșani,0726 504 102,b2:c3:ba:57:61:e6,153.94.184.197,RO42AYRK5941837211273999
Aureliana,Voinea,5390709159683,2000-11-09,"Drumul Codruț Popescu Nr. 675 Bl. 83  Sc. 79 Ap. 220, Harlau, 295345",Satu Mare,0236 149 147,ad:db:90:a6:bc:66,25.225.249.74,RO06ZLKA0407678829410490
Saveta,Albu,4501031427611,1990-10-05,"Drumul Dochioiu, Calarasi, 707000",Mureș,0748 267 204,56:e1:fc:65:a6:12,148.111.107.212,RO47UMJF8284015694392963
Jana,Popa,3540611436749,1969-03-23,"Aleea Tabacu Nr. 80, Deva, 183275",Neamț,0267 984 258,21:96:82:1e:19:76,186.164.13.102,RO35TDJB8980347220165461
Silvian,Ionescu,2900513148263,1919-09-02,"Intrarea Nistor, Balan, 459482",Bistrița-Năsăud,0252 201 494,36:04:4a:75:7a:a8,173.255.177.148,RO21FIKD2931747912472608
Mariana,Albu,7890828176356,2018-07-30,"Drumul Dana Popescu Nr. 20 Bl. 87  Sc. 98 Ap. 630, Lupeni, 430823",Tulcea,0251 902 705,7e:3f:13:c5:dc:6f,119.42.176.5,RO15BAYY2507793734721983
Ieremia,Tomescu,5920830053406,1945-11-04,"Soseaua Mocanu Nr. 834, Ruscova, 673145",Sălaj,0771 793 573,6f:87:ff:e6:0c:19,159.72.128.41,RO83QNIL0751910463228864
Sandu,Voinea,2270831387517,1970-04-05,"Bulevardul Ciprian Barbu Nr. 333 Bl. 21  Sc. 85 Ap. 468, Stei, 219784",București,0724 854 113,f8:57:5e:3f:a6:4b,91.134.189.133,RO92WSYW3716256799931112
Pamfil,Pușcașu,2530408171039,1937-06-13,"Strada Gheorghiu Nr. 67 Bl. 46  Sc. 33 Ap. 603, Sighisoara, 166762",Maramureș,0767 072 661,68:8e:8e:f4:98:f0,215.109.187.95,RO53UQGW3309630450671988
Florentin,Dobre,2350127223904,1980-04-12,"Bulevardul Stancu Nr. 282, Baciu, 325758",Maramureș,0746 168 916,49:ce:99:94:af:43,146.60.79.249,RO16OFEF6295404499449256
Filip,Stoica,8180503196565,1909-12-22,"Strada Frederic Popa Nr. 462, Vlahita, 846342",Covasna,0239 901 147,ac:e6:81:3c:78:ee,162.137.205.93,RO43UWOP6305428966834494
Lăcrămioara,Manole,2060910346144,1945-09-14,"Drumul Elisaveta Stoica Nr. 315 Bl. 80  Sc. 89 Ap. 893, Mihail Kogalniceanu, 896498",Iași,0746 345 677,d4:66:c4:0a:bf:33,124.64.65.131,RO30ODKK5217496996931083
Matilda,Ionescu,5300313239908,2003-09-18,"Drumul Stancu, Vulcan, 460532",Prahova,0754 814 935,c3:ef:cb:88:c3:62,149.165.199.147,RO03GYCG6586727103601777
Amelia,Dumitrescu,3540206035541,1917-06-16,"Bulevardul Stan Nr. 94 Bl. 23  Sc. 74 Ap. 319, Remetea, 475161",Gorj,0762 148 509,0c:27:85:9a:3c:47,28.241.221.167,RO10OJZW4438187072654227
Cezar,Barbu,5670621059281,1952-02-08,"Drumul Ludovic Diaconescu Nr. 487 Bl. 74  Sc. 78 Ap. 537, Toflea, 954928",Tulcea,0762 331 774,1a:81:cf:72:81:ca,83.41.245.138,RO41GBQM0517316964458540
Viorica,Ardelean,3560615376863,1988-08-03,"Intrarea Pușcașu Nr. 934 Bl. 93  Sc. 14 Ap. 372, Pogoanele, 966384",Brăila,0256 972 700,73:0b:a1:3a:82:05,125.23.53.78,RO90QAHA3209704093528848
Veniamin,Toma,5440625291780,1947-11-26,"Soseaua Ilona Pop, Huedin, 168710",Cluj,0263 836 166,90:c2:e2:28:96:4c,25.61.120.48,RO88IUHI3975994362363744
Dumitrana,Diaconu,6101009513498,1999-11-26,"Bulevardul Aanei Nr. 730 Bl. 76  Sc. 52 Ap. 827, Gura Humorului, 141268",Galați,0731 967 655,64:8f:83:f8:9e:14,183.197.214.104,RO27DANM7075545272113299
Mitruț,Aanei,3551102335177,1951-02-03,"Strada Ardelean, Paunesti, 260562",Vaslui,0737 839 509,10:5b:f8:62:3e:1e,79.35.226.38,RO62PKMN4330976794501468
Eduard,Dumitrescu,4131028339821,1985-12-05,"Soseaua Dinu Nr. 456, Zalau, 351174",Covasna,0741 911 950,da:5b:1d:ae:a9:23,63.206.78.27,RO06UKSD6798759662382607
Paulica,Florea,5461016242682,1965-01-10,"Aleea Nemeș Nr. 94 Bl. 27  Sc. 24 Ap. 407, Murfatlar, 511757",Bistrița-Năsăud,0765 034 723,1a:ca:d2:cf:9a:23,180.36.1.24,RO88VFST1163453404434771
Codrin,Albu,8800602301420,1914-09-24,"Aleea Ionescu Nr. 84, Borsa, 512005",Sibiu,0244 119 487,9b:71:a3:c1:5e:4d,220.114.102.252,RO27UBIZ4033998173837788
Angel,Preda,2560201299081,1942-12-06,"Drumul Albu, Rovinari, 419811",Giurgiu,0720 515 378,cc:73:8e:44:e7:2c,52.5.209.192,RO62PACU2150445651285436
Lavinia,Ionescu,1460915277167,1997-03-12,"Drumul Ionescu Nr. 150 Bl. 96  Sc. 31 Ap. 546, Dej, 609349",Caraș Severin,0758 723 344,4d:af:13:05:84:d9,138.79.244.123,RO34FTEF4444792247694250
Zaharia,Nemeș,3751024053604,1963-03-03,"Bulevardul Stănescu Nr. 956, Ineu, 159245",Caraș Severin,0240 966 415,f9:cd:e3:31:69:ef,222.48.95.155,RO18QZEX9931304681422554
Axenia,Stan,6400314404747,1956-05-08,"Strada Stan Nr. 760 Bl. 49  Sc. 85 Ap. 963, Caracal, 677577",Suceava,0252 037 916,1e:ff:2a:fa:22:6d,126.187.50.249,RO78IAPD3568616504728321
Iolanda,Stănescu,7290325458671,2018-02-25,"Aleea Albu, Deva, 947489",Sibiu,0260 117 491,e3:84:1d:6e:bc:17,27.139.235.126,RO09UELV1206815331886314
