"personal_id","phone_number","birthdate","address","job","user_id"
"206","0772 705 630","2017-01-19","Drumul Octavia Ionescu, Giarmata, 899546","Bibliotecar (Studii Superioare)","10160"
"207","0255 803 262","1980-04-02","Aleea Dobre Nr. 560 Bl. 39  Sc. 64 Ap. 568, Chitila, 552801","Tehnician Mecanic","10161"
"208","0764 370 020","1966-05-17","Drumul Catrina Dima Nr. 42, Prejmer, 875349","Referent Inginer Petrolist","10162"
"209","0266 703 328","1971-12-20","Intrarea Gheorghiu, Brasov, 681976","Cenzor","10163"
"210","0788 053 797","1929-08-22","Soseaua Victoria Nistor Nr. 804, Tomesti, 316707","Cercetator In Etnologie","10164"
"211","0749 349 560","1931-03-02","Drumul Diaconu Nr. 93, Tecuci, 840773","Analist Credite","10165"
"212","0729 824 219","1934-12-14","Soseaua Stănescu Nr. 57, Peretu, 316467","Inginer De Cercetare In Centrale Termoelectrice","10166"
"213","021 609 8968","2016-12-22","Strada Suciu Nr. 710, Gilau, 745171","Supraveghetor De Noapte Servicii Sociale","10167"
"214","0747 078 731","1934-03-31","Bulevardul Eftimie Nr. 67, Toplita, 813080","Innodator Fire De Matase Naturala","10168"
"215","0256 141 851","2014-12-27","Soseaua Francesca Stan, Toflea, 583747","Bibliograf","10169"
"216","0245 737 204","1998-02-07","Bulevardul Ioniță Nr. 133, Topoloveni, 686669","Inginer De Cercetare In Tehnologia Chimica A Produselor Textile, Pieii, Blanurilor Si Inlocuitorilor","10170"
"217","0757 744 180","1978-03-27","Intrarea Ionescu Nr. 30, Negresti-Oas, 351970","Asistent De Cercetare In Geodezie","10171"
"218","0241 180 246","1936-11-26","Bulevardul Tabacu, Valea Caselor (Dragasani), 990067","Presator Piese Din Pulberi Metalice","10172"
"219","0768 000 626","1946-05-16","Soseaua Stănescu Nr. 581 Bl. 37  Sc. 43 Ap. 918, Onesti, 528323","Cercetator Economist In Management","10173"
"220","0734 778 693","1982-04-13","Drumul Preda Nr. 938 Bl. 24  Sc. 23 Ap. 404, Corund, 427123","Director Braserie","10174"
"221","0268 329 945","2019-12-28","Strada Nistor Nr. 377, Seini, 506410","Sef Protocol De Stat","10175"
"222","0749 848 334","1919-05-31","Bulevardul Marin Nr. 683 Bl. 97  Sc. 62 Ap. 748, Braila, 386286","Fizician","10176"
"223","0788 326 320","1930-09-19","Bulevardul Ioniță Nr. 40 Bl. 98  Sc. 93 Ap. 605, Barbulesti, 961679","Director Executiv Banca/Director/Director Adjunct","10177"
"224","0728 048 984","2009-07-22","Strada Teodora Georgescu, Iasi, 601571","Administrator Publicatii","10178"
"225","0749 339 950","1911-09-18","Soseaua Popescu, Husi, 739698","Manager Relatia Cu Furnizorii","10179"
"226","0734 770 650","1989-01-14","Aleea Manole Nr. 36, Navodari, 793065","Agricultor Pentru Culturi De Camp Ecologice","10180"
"227","0751 064 461","1971-10-24","Aleea Dinu, Jimbolia, 697169","Animator Film De Animatie (Studii Medii)","10181"
"228","0268 578 062","2004-03-12","Strada Dinu Nr. 77 Bl. 13  Sc. 99 Ap. 254, Rosu, 267905","Confectioner Maturi","10182"
"229","0761 352 322","1974-06-16","Strada Toma Nr. 961, Darmanesti, 308112","Asistent De Cercetare In Exploatari Miniere","10183"
"230","0762 131 084","1952-02-10","Aleea Olivia Stancu Nr. 63 Bl. 65  Sc. 20 Ap. 775, Darmanesti, 752465","Vanzator Ambulant De Produse Alimentare","10184"
"231","0758 464 809","1920-02-24","Intrarea Pușcașu Nr. 60, Craiova, 857100","Frezor La Masini Roti Dintate","10185"
"232","0784 447 814","1910-12-01","Soseaua Tudor Nr. 74, Barlad, 421516","Culegator Manual (Zetar)","10186"
"233","0768 652 057","1929-11-14","Drumul Georgescu, Eforie Nord, 615396","Instructor Sistem De Productie","10187"
"234","0254 028 578","1930-09-17","Aleea Nemeș Nr. 15 Bl. 67  Sc. 78 Ap. 847, Cobadin, 366321","Proiectant Produse Bancare","10188"
"235","0758 796 621","1921-08-27","Drumul Dinu Nr. 39, Seini, 121400","Preparator Mase Plastice","10189"
"236","0238 714 860","1978-09-28","Intrarea Albu, Comanesti, 447927","Asistent Medical Consiliere Hiv/Sida","10190"
"237","0254 838 981","1953-10-01","Strada Diaconescu Nr. 342 Bl. 91  Sc. 50 Ap. 209, Medias, 211610","Curatitor-Sablator","10191"
"238","0258 294 005","1966-01-13","Drumul Stoica Nr. 54 Bl. 79  Sc. 23 Ap. 442, Salonta, 640575","Agent Capital De Risc","10192"
"239","0244 273 886","2005-10-26","Strada Cristobal Tomescu, Bailesti, 130979","Operator La Deservirea Razboaielor De Tesut","10193"
"240","0735 878 281","1943-08-12","Intrarea Dumitrescu, Baraolt, 606218","Tehnician Meteorolog","10194"
"241","0736 725 937","1951-04-04","Intrarea Niță Nr. 684, Calarasi, 757675","Confectioner Parchete","10195"
"242","0733 553 496","1940-01-09","Aleea Sidonia Tabacu Nr. 957, Sannicolau Mare, 919961","Operator Rol","10196"
"243","0268 955 944","1908-08-31","Drumul Anișoara Ardelean Nr. 52, Brad, 265590","Sef Serviciu Termochimic","10197"
"244","0711 135 943","1943-11-23","Aleea Dinu Nr. 39, Pancota, 278308","Ministru De Stat","10198"
"245","0257 102 900","1936-08-06","Aleea Vicenția Ioniță, Marginea, 584291","Montator Electromecanic","10199"
"246","0766 766 421","1931-12-23","Intrarea Tabacu Nr. 82, Topoloveni, 673142","Marinar, Pilot Naval, Barjist","10200"
"247","0233 929 949","1916-05-31","Aleea Marin Nr. 92, Toplita, 745106","Confectioner Rondele Din Pluta","10201"
"248","0722 735 318","1994-11-21","Drumul Ioniță Nr. 13 Bl. 59  Sc. 43 Ap. 450, Slatina, 997081","Sef Pastravarie","10202"
"249","0237 810 912","1984-09-30","Intrarea Iustin Eftimie Nr. 21, Breaza de Sus, 825195","Preparator Extracte, Arome Si Esente","10203"
"250","0740 472 049","1954-01-12","Soseaua Zamfir Ionescu Nr. 63 Bl. 21  Sc. 31 Ap. 794, Raducaneni, 636970","Dozator Prelucrare Cauciuc","10204"
"251","0746 779 363","1941-05-02","Drumul Preda Nr. 15 Bl. 76  Sc. 47 Ap. 492, Seini, 684170","Ministru","10205"
"252","0259 368 478","1927-08-22","Bulevardul Dumitrescu Nr. 40 Bl. 54  Sc. 61 Ap. 418, Deva, 744854","Lucrator Bucatarie (Spalator Vase Mari","10206"
"253","0768 956 678","1930-11-07","Aleea Cristobal Dinu Nr. 94 Bl. 90  Sc. 66 Ap. 104, Fundeni, 785764","Expert Evaluator De Active Financiare","10207"
"254","0758 459 529","2023-09-24","Drumul Tomescu Nr. 910 Bl. 13  Sc. 75 Ap. 172, Matca, 216100","Prelucrator Produse Ceramice Prin Injectare","10208"
"255","0726 908 213","1930-01-02","Bulevardul Mădălin Gheorghiu, Rasnov, 634496","Expert Farmacolog","10209"
"256","0711 524 889","1948-07-13","Intrarea Brândușa Gheorghiu Nr. 44, Zalau, 894489","Operator Metrar-Volator-Dublator Textile","10210"
"257","0720 091 732","2018-02-22","Drumul Daria Diaconescu, Baicoi, 298196","Evaluator","10211"
"258","0760 553 755","1990-03-17","Soseaua Teona Manole Nr. 83 Bl. 63  Sc. 78 Ap. 103, Toplita, 960411","Sef Mecanic Instructor","10212"
"259","0785 414 419","1960-09-16","Aleea Ionescu Nr. 89, Pascani, 645529","Tehnician In Industria Materialelor De Constructii","10213"
"260","0265 504 326","2023-11-12","Soseaua Mocanu Nr. 674, Braila, 814501","Culegator La Masina De Cules Si Turnat Randuri (Linotipist)","10214"
"261","0256 212 886","1941-09-30","Soseaua Eftimie Nr. 980 Bl. 94  Sc. 46 Ap. 767, Dobroesti, 585753","Rectificator Piese Producatoare De Ochiuri","10215"
"262","0245 012 740","2016-04-18","Bulevardul Dobre Nr. 421, Barlad, 124471","Delaborator Munitie","10216"
"263","0237 246 201","2003-04-11","Strada Suciu Nr. 38, Sacueni, 670131","Sef Agentie Publicitate","10217"
"264","0234 663 338","2014-06-04","Strada Răducu Mocanu Nr. 418 Bl. 70  Sc. 13 Ap. 320, Rovinari, 784432","Controlor Vamal, Controlor Pentru Datoria Vamala, Agent Vamal (Studii Superioare)","10218"
"265","0742 622 985","1908-09-06","Aleea Nichifor Niță Nr. 964, Ruscova, 225248","Inspector De Specialitate Inginer Industrializarea Lemnului","10219"
"266","0725 883 556","2018-07-16","Drumul Codruța Pop, Homocea, 683310","Operator Control Nedistructiv Cu Lichide Penetrante","10220"
"267","0771 091 680","1977-08-28","Drumul Eftimie Nr. 350, Alba Iulia, 490728","Consilier De Probatiune","10221"
"268","0247 200 180","2005-03-08","Intrarea Adelaida Dumitrescu, Gheorgheni, 793419","Arhitect Restaurari","10222"
"269","0258 490 192","1946-04-13","Drumul Magdalena Mazilescu, Bragadiru, 807083","Inspector De Specialitate Arhitect","10223"
"270","0780 400 155","2005-01-16","Strada Mihai Dobre Nr. 36, Dobroesti, 492829","Cercetator In Matematica","10224"
"271","0243 957 378","2011-10-26","Bulevardul Diaconu, Titu, 188528","Stantator Piese Pentru Incaltaminte Din Piele Si Cauciuc","10226"
"272","0731 821 959","1941-09-25","Soseaua Nicuță Nistor Nr. 63, Falticeni, 754623","Tehnician Cadastru Forestier","10227"
"273","0768 015 434","1977-12-19","Drumul Giorgiana Pop, Victoria, 824666","Reparator Aparate Foto","10228"
"274","0734 772 569","1949-07-12","Strada Marin Nr. 712, Magurele, 360139","Sef Statie Uscare-Conditionare Cereale","10229"
"275","0729 784 929","2021-10-12","Aleea Casandra Diaconu Nr. 73, Cluj-Napoca, 210498","Turnator Fonta Pe Banda","10230"
"276","0241 258 069","1929-03-24","Drumul Oprea Nr. 478 Bl. 15  Sc. 17 Ap. 996, Targu Neamt, 874039","Slefuitor/ Sablator Geam","10231"
"277","0254 714 770","1941-10-01","Drumul Evelina Ababei Nr. 250 Bl. 74  Sc. 54 Ap. 167, Draganesti-Olt, 657612","Sef Vagon Postal","10232"
"278","0759 469 237","2008-01-11","Drumul Gherghina Nemeș, Teius, 276474","Conservator Opere De Arta Si Monumente Istorice (Studii Superioare)","10233"
"279","0245 821 694","1947-10-11","Bulevardul Șerban Dima Nr. 11 Bl. 48  Sc. 98 Ap. 423, Baile Borsa, 174711","Operator Chimist La Fabricarea Colorantilor","10234"
"280","0746 482 824","1967-07-08","Soseaua Niță Nr. 23, Sibiu, 909131","Preparator Benzi Cauciucate Si Compozitii Emplastre","10235"
"281","0245 592 610","1977-10-14","Soseaua Niță, Feldru, 450283","Pregnator Prize Tehnice Si Banda Izolatoare","10236"
"282","0724 214 888","1941-10-16","Aleea Violeta Florea Nr. 63, Ianca, 498484","Lacatus-Montator Agregate Energetice Si De Transport","10237"
"283","0245 801 623","1954-07-03","Strada Diaconu Nr. 43, Valea Mare (Negresti), 791229","Viceconsul","10238"
"284","0725 702 527","1981-05-06","Drumul Ana Mazilescu Nr. 81 Bl. 39  Sc. 20 Ap. 962, Poiana Mare, 699431","Inspector Scolar Pentru Implementarea Descentralizarii Institutionale","10239"
"285","0256 137 747","1987-04-30","Aleea Ene Nr. 708, Pitesti, 949018","Fochist La Cazane De Apa Calda Si Cazane De Abur De Joasa Presiune","10240"
"286","0268 268 812","1988-03-20","Bulevardul Georgescu Nr. 62 Bl. 72  Sc. 61 Ap. 833, Cobadin, 291449","Sudor","10241"
"287","0731 844 713","2015-06-06","Drumul Frederic Mocanu Nr. 72, Ianca, 120199","Inspector Coordonator Daune","10242"
"288","0758 136 680","1937-02-25","Soseaua Marin Nr. 28, Bals, 363834","Sef Circumscriptie Sanitar-Veterinara Si Control Al Alimentelor","10243"
"289","0766 447 053","1932-04-11","Bulevardul Tudor Nr. 96, Baia Sprie, 502081","Dealer-Sef (Arbitragist Banca)","10244"
"290","0788 697 934","1935-02-08","Aleea Voinea Nr. 504, Bocsa, 970576","Decan, Rector, Prorector, Prodecan","10245"
"291","0748 442 521","1963-11-04","Soseaua Eleonora Suciu Nr. 285 Bl. 33  Sc. 73 Ap. 585, Babeni, 431358","Fochist Pentru Cazane Mici De Abur","10246"
"292","0788 806 541","1935-05-11","Intrarea Aanei Nr. 70 Bl. 95  Sc. 13 Ap. 347, Turda, 435836","Inginer Constructor Instalatii","10247"
"293","0758 136 080","1976-01-21","Intrarea Angel Dinu Nr. 145 Bl. 91  Sc. 10 Ap. 691, Alba Iulia, 914798","Consilier Si Consultant Juridic","10248"
"294","0756 879 421","1997-05-06","Drumul Stoica Nr. 42 Bl. 72  Sc. 86 Ap. 516, Straja, 253857","Tehnician Criminalist","10249"
"295","0753 306 778","1943-01-08","Drumul Virginia Eftimie, Rovinari, 162290","Taietor Geam","10250"
"296","0786 299 645","2018-05-21","Drumul Barbu Nr. 751, Prejmer, 302737","Operator La Obtinerea Produselor Din Spume Poliuretanice Si Latex","10251"
"297","0250 199 109","2024-02-21","Drumul Eftimie Nr. 33 Bl. 11  Sc. 40 Ap. 749, Branesti, 170696","Vopsitor Auto","10252"
"298","0269 481 873","2006-06-22","Bulevardul Ababei Nr. 803 Bl. 43  Sc. 78 Ap. 395, Campia Turzii, 758312","Operator Separare Magnetica","10253"
"299","0265 700 224","1966-09-18","Soseaua Georgian Ene, Sadova, 512332","Director De Club (Hotelier)","10254"
"300","0261 614 045","1982-01-13","Intrarea Nicoleta Florea, Urziceni, 386871","Finisor Textile (Vopsitor, Imprimeur)","10255"
"301","0727 869 200","1916-03-24","Intrarea Ștefania Gheorghiu Nr. 78 Bl. 91  Sc. 57 Ap. 617, Saveni, 505533","Fasonator Produse Din Azbociment","10256"
"302","0250 801 889","1960-07-18","Drumul Tudor Nr. 80, Onesti, 125466","Art Director","10257"
"303","0749 201 670","1926-08-08","Aleea Aanei, Drobeta-Turnu Severin, 605506","Marochiner-Confectioner Marochinarie, Dupa Comanda","10258"
"304","0764 584 505","1961-05-25","Strada Carolina Barbu Nr. 492, Talmaciu, 364062","Modelier Naval","10259"
"305","0244 594 556","1983-01-31","Soseaua Mocanu, Straja, 307804","Cofetar","10260"
"306","0764 206 636","1988-05-28","Soseaua Stancu Pușcașu Nr. 153 Bl. 24  Sc. 15 Ap. 226, Macin, 757618","Consilier/Expert/Inspector/Referent/Economist In Economie Generala","10261"
"307","0724 468 515","1995-09-30","Drumul Voinea, Barlad, 548331","Inspector De Specialitate Asigurari","10262"
"308","0250 468 367","1953-11-10","Aleea Pușcașu, Targu Frumos, 705407","Maistru Mecanic","10263"
"309","0729 875 922","1959-11-03","Soseaua Simona Dochioiu Nr. 95 Bl. 25  Sc. 60 Ap. 823, Deva, 697009","Maistru Petrolist/Industria Chimica","10264"
"310","0727 654 332","1968-10-02","Aleea Toma Pop Nr. 585, Roseti, 261005","Inspector Iscir","10265"
"311","0235 374 119","1923-02-08","Drumul Tiberiu Pop, Branesti, 559223","Director Filiala Cercetare-Proiectare","10266"
"312","0232 276 723","1938-04-04","Drumul Manole, Dorohoi, 651370","Agricultor In Culturi Vegetale Si Crescator De Animale","10267"
"313","0730 885 234","1952-09-03","Strada Eftimie Nr. 24, Simeria, 946183","Electronist Telecomunicatii","10268"
"314","0753 935 619","1936-11-03","Strada Ioniță Nr. 600, Teius, 377495","Navigator Dirijare Zbor","10269"
"315","0788 026 347","1928-04-30","Aleea Corvin Tabacu, Ruscova, 620185","Verificator Valori","10270"
"316","0760 490 125","1952-03-15","Bulevardul Tudor Nr. 56 Bl. 22  Sc. 79 Ap. 429, Boldesti-Scaeni, 958470","Verificator Valori","10271"
"317","0261 559 299","1956-12-30","Strada Dobre Nr. 779, Strejnicu, 579226","Sofer Autobuz","10272"
"318","0772 856 318","2010-01-19","Aleea Diaconu Nr. 380, Poiana Mare, 994138","Proiectant Inginer Produse Alimentare","10273"
"319","0753 485 437","1976-01-28","Aleea Ababei Nr. 696, Stei, 878696","Optician","10274"
"320","0740 493 924","1953-08-23","Soseaua Niță Nr. 240 Bl. 60  Sc. 74 Ap. 372, Valu lui Traian, 515946","Inspector Documente Secrete","10275"
"321","0735 469 266","1923-06-07","Strada Florea Nr. 97 Bl. 91  Sc. 96 Ap. 566, Babadag, 520219","Operator La Tragere Si Munitie","10276"
"322","0736 401 128","1965-07-18","Aleea Viorela Popescu Nr. 88, Craiova, 297233","Automatist","10277"
"323","0238 557 359","1988-01-29","Intrarea Tudorița Stancu Nr. 48 Bl. 60  Sc. 86 Ap. 980, Schela Cladovei, 526491","Guvernanta De Hotel/Etaj","10278"
"324","0732 096 976","1946-04-07","Aleea Dinu Nr. 80, Radauti, 391196","Sef Serviciu/Sef Birou/Banca/Societate De Leasing","10279"
"325","0254 719 374","1979-09-01","Soseaua Dobre Nr. 34, Curcani, 561765","Specialist Relatii Sociale","10280"
"326","0241 673 006","1936-09-13","Intrarea Norbert Diaconu Nr. 645 Bl. 85  Sc. 12 Ap. 735, Pogoanele, 740810","Expert Tehnic Extrajudiciar","10281"
"327","0750 021 059","2017-09-12","Aleea Leopoldina Marin, Blaj, 573777","Sondor La Forajul Mecanizat Si Reparatii Sonde","10282"
"328","0246 550 588","1971-10-28","Strada Lelia Cristea, Caransebes, 430414","Masinist La Instalatiile De Turbine Hidraulice","10283"
"329","0239 257 082","1971-03-17","Aleea Voinea Nr. 314 Bl. 93  Sc. 12 Ap. 219, Piatra-Neamt, 887779","Operator La Produse Odorante Sintetice","10284"
"330","0242 301 325","1913-06-08","Strada Voinea Nr. 53, Bailesti, 148124","Bibliotecar (Studii Superioare)","10285"
"331","0756 967 302","1926-03-06","Aleea Toma Nr. 441 Bl. 23  Sc. 81 Ap. 197, Cornetu, 612513","Inspector Preturi","10286"
"332","0235 162 244","2004-09-20","Soseaua Mădălina Nemeș, Dragu-Brad, 529154","Operator Generatoare Terestre Sonice Si Cu Agent Activ De Insamantare","10287"
"333","0263 371 481","1984-12-29","Aleea Diaconu Nr. 441 Bl. 50  Sc. 13 Ap. 629, Otelu Rosu, 813437","Sef Statie Epurare Ape Reziduale","10288"
"334","0730 603 515","1931-07-11","Bulevardul Dima Nr. 46 Bl. 41  Sc. 31 Ap. 338, Tecuci, 878562","Tehnician Frigotehnist","10289"
"335","0763 552 536","1955-02-15","Drumul Florea Nr. 325, Dej, 372899","Instructor Ergoterapie","10290"
"336","0752 633 550","1948-05-07","Drumul Gheorghiu Nr. 28 Bl. 20  Sc. 34 Ap. 888, Victoria, 404393","Corist Opera","10291"
"337","0761 612 775","2018-09-19","Aleea Pușcașu Nr. 39, Bragadiru, 189764","Agent Transporturi","10292"
"338","0261 642 897","1991-04-29","Intrarea Preda, Slobozia, 804671","Chesonier","10293"
"339","0721 982 943","1978-08-14","Intrarea Tabacu Nr. 952 Bl. 30  Sc. 93 Ap. 545, Tulcea, 172738","Asistent De Cercetare In Creatia Tehnica In Constructia De Masini","10294"
"340","0738 383 612","2007-03-13","Soseaua Barbu, Cisnadie, 706589","Asistent De Cercetare In Controlul Calitatii Produselor Alimentare","10295"
"341","0242 241 939","1934-05-10","Bulevardul Gabriel Cristea, Toflea, 867440","Director De Agentie De Turism Touroperatoare/ Detailista/Filiala/Sucursala","10296"
"342","021 801 9502","2012-06-28","Strada Ioniță Nr. 66 Bl. 18  Sc. 17 Ap. 541, Dej, 666777","Supraveghetor Statie Senal Navigabil","10297"
"343","0761 978 776","1911-03-25","Aleea Iuliana Tabacu Nr. 36 Bl. 50  Sc. 43 Ap. 185, Saveni, 673232","Cercetator In Domeniul Stiintelor Juridice","10298"
"344","0726 318 615","1909-02-15","Soseaua Lorena Diaconescu Nr. 868 Bl. 12  Sc. 11 Ap. 250, Simeria, 378763","Evaluator Asigurari","10299"
"345","0762 128 840","2024-01-10","Bulevardul Dima Nr. 67, Moreni, 503597","Brazor","10300"
"346","0235 727 950","1965-05-16","Soseaua Suciu Nr. 24 Bl. 82  Sc. 45 Ap. 806, Rosu, 554458","Secretar Stiintific Invatamant, Cercetare","10301"
"347","0235 224 388","2005-06-06","Bulevardul Popa Nr. 48 Bl. 20  Sc. 48 Ap. 730, Corabia, 550086","Meteorolog Previzionist","10302"
"348","0239 575 055","1946-09-04","Bulevardul Albu Nr. 33 Bl. 34  Sc. 72 Ap. 331, Tecuci, 405618","Logoped","10303"
"349","0785 016 909","2004-01-26","Bulevardul Viviana Stoica Nr. 41 Bl. 64  Sc. 26 Ap. 759, Segarcea, 856446","Expert Forta De Munca Si Somaj","10304"
"350","0245 479 274","1947-12-12","Soseaua Dobre, Curcani, 293960","Cercetator In Matematica","10305"
"351","0747 662 590","2005-08-03","Intrarea Ababei, Techirghiol, 779831","Cercetator In Antropologie","10306"
"352","0234 211 681","1989-10-27","Intrarea Manole Nr. 28 Bl. 68  Sc. 74 Ap. 801, Marasesti, 544214","Operator Metrar-Volator-Dublator Textile","10307"
"353","0757 824 520","2005-08-24","Aleea Roxana Cristea Nr. 834, Chitila, 206536","Inginer Exploatare Instalatii Nucleare","10308"
"354","0231 033 863","1993-04-24","Drumul Stoica Nr. 72, Reghin, 570258","Matar","10309"
"355","0243 873 400","1975-03-17","Drumul Nistor Nr. 16, Slatina, 825479","Custode Pentru Arii Protejate","10310"
"356","0254 431 127","1955-09-17","Intrarea Gheorghiu, Savinesti (Poiana Teiului), 447119","Zidar Rosar-Tencuitor","10311"
"357","0256 925 269","1994-12-13","Intrarea Lucreția Gheorghiu Nr. 849, Fetesti, 730833","Fasonator Cherestea","10312"
"358","0735 179 576","1954-08-04","Bulevardul Dochioiu Nr. 439, Mihail Kogalniceanu, 245275","Presedinte Senat","10313"
"359","0254 880 995","2022-10-11","Aleea Gicu Barbu, Teius, 524011","Muncitor Necalificat In Pescuit Si Vanatoare","10314"
"360","0727 217 752","1988-04-18","Intrarea Nistor Nr. 51 Bl. 43  Sc. 81 Ap. 687, Saveni, 831601","Preparator Surogate Cafea","10315"
"361","0746 352 561","1946-12-27","Soseaua Stancu Nr. 391, Uricani, 496124","Tehnician Topometrist","10316"
