first_name,last_name,phone_number,birthdate,address,mac_address,ip_address,job,iban,currency
Aurora,Stănescu,0767 745 816,1991-01-19,"Strada Ababei, Marginea, 233153",fc:19:2d:97:0d:60,178.116.215.168,Operator La Fabricarea Uleiurilor Vegetale,RO20PPPR3131668594182570,HTG
Pamela,Dinu,0771 600 731,2014-01-16,"Aleea Bogdan Cristea Nr. 82, Ploiesti, 605505",46:24:17:d7:f4:4c,190.55.149.232,Director De Creatie,RO96KKQT8667155973673726,BHD
Arina,Stan,0758 829 680,1937-09-16,"Soseaua Stoica, Falticeni, 966650",ad:15:b1:e7:71:2d,178.10.209.69,Operator Control Nedistructiv Pentru Examinare Vizuala,RO59XICP5610349595409053,BBD
Jan,Suciu,0740 069 635,2009-01-14,"Strada Olga Stan, Dabuleni, 783219",4f:be:23:19:31:13,194.213.96.67,Conducator Firma Mica ,RO45NLFV1318458782686904,BSD
Marina,Ionescu,0258 115 145,1918-04-11,"Aleea Oprea Nr. 791, Lugoj, 437611",94:87:8a:16:ad:43,17.206.29.59,Sef Sectie Cercetare-Proiectare,RO08JSBM7866464090278176,GNF
Eusebiu,Popa,0731 705 150,2012-06-23,"Strada Nistor Nr. 79, Savinesti (Poiana Teiului), 643624",ff:d5:e6:eb:33:8e,198.232.174.37,Croitor Confectioner Costume Teatru,RO48ORQR4136074092889267,BYR
Adina,Preda,0239 006 416,1966-06-13,"Intrarea Ababei, Bocsa, 875320",cf:91:22:34:ce:e5,170.107.35.147,Expert Inginer Mecanic,RO60JDGB0274773163781301,SVC
Ariana,Preda,0753 235 754,1953-01-31,"Intrarea Dobre Nr. 747, Falticeni, 657080",b0:99:cf:84:2c:69,158.214.248.67,Cercetator In Etnologie,RO82KIVQ3612330631916028,CRC
Anghelina,Eftimie,0766 135 177,2016-08-20,"Drumul Nistor Nr. 539 Bl. 35  Sc. 29 Ap. 903, Sacele, 474080",49:ab:bf:aa:85:9d,68.172.67.170,Agent Evidenta Si Plata A Ajutorului De Somaj,RO32BLSX3095096889852524,SLL
Elisabeta,Barbu,0248 150 872,2002-07-31,"Soseaua Pop Nr. 290, Calan, 336309",a1:fb:ec:1b:7a:8c,192.162.146.82,Ingrijitor De Copii,RO61YOJG5475987172386732,AZN
Albert,Ene,0238 517 238,1959-05-13,"Drumul Nemeș Nr. 934 Bl. 70  Sc. 68 Ap. 566, Moinesti, 995887",49:73:d8:22:08:c6,128.227.193.192,Model ,RO79GNWJ9030869804377340,LTL
Niculina,Oprea,0236 681 435,2004-05-26,"Strada Voinea Nr. 28 Bl. 44  Sc. 19 Ap. 258, Zarnesti, 755289",53:32:78:99:7c:11,169.113.20.255,Sef Sector Exploatare Imbunatatiri Funciare,RO49ADLN2622555794229232,ERN
Gabi,Mazilescu,0749 813 505,1963-03-13,"Intrarea Gheorghiu Nr. 17, Campulung Moldovenesc, 240350",d5:6d:4a:89:d9:bc,38.147.121.185,Remaieur Ciorapi,RO27OSBL4364125889307121,NAD
Ariadna,Diaconescu,0738 890 010,1923-04-10,"Bulevardul Stan Nr. 12 Bl. 16  Sc. 45 Ap. 587, Vatra Dornei, 624775",4b:3a:09:6a:9d:12,158.175.13.58,Ajutor Maistru Croitor,RO96NDWN8726901122047863,GIP
Maricica,Aanei,0733 346 328,1933-03-25,"Aleea Speranța Gheorghiu, Dumbraveni, 324305",9e:d3:06:6a:02:5f,15.108.63.48,Sef Centru National De Telecomunicatii Aeronautice Aviatie Civila,RO11JPLO4300616945741460,KGS
Haralambie,Toma,0751 313 730,1977-09-19,"Strada Niță Nr. 99 Bl. 89  Sc. 82 Ap. 852, Calan, 849445",c1:ec:f9:ca:18:63,55.53.90.3,Masinist La Confectionarea Spetelor Si Spiralelor,RO04WJCW5353680923239729,BDT
Adelin,Diaconu,0231 206 732,1997-09-28,"Strada Magdalena Dima Nr. 94, Siria, 352248",9a:91:75:e7:f8:00,166.224.134.200,Analist Studiul Materialelor,RO96CHVM8086913194043792,JMD
Raul,Stancu,0234 290 768,2006-12-18,"Intrarea Marin Nr. 509, Harsova, 497343",11:e7:e6:d8:0e:62,130.68.67.229,Pregatitor Paste Chimice,RO18OZVE7089239566977860,UAH
Flavia,Diaconu,0247 117 039,2011-11-24,"Strada Ludovica Cristea, Vaslui, 253154",49:37:b0:4d:5a:c7,69.1.248.144,Extractorist In Chimie,RO44GHMI0897503820812087,NAD
Ioana,Dobre,0747 705 806,2016-11-22,"Soseaua Ligia Popescu, Segarcea, 729912",4a:a4:cb:63:ee:57,203.8.75.235,Mecanic Pentru Intretinerea Aparatelor De Lansare La Zbor,RO60MBPN5556466693732530,GNF
Vladimir,Preda,0241 812 451,1994-07-07,"Strada Voinea Nr. 708, Gaesti, 457467",e9:83:38:6a:75:b2,21.200.140.132,Miner La Suprafata,RO03EYNV0142987727631426,STD
Rica,Ene,0732 690 156,1957-03-06,"Soseaua Varvara Stoica Nr. 55, Odorheiu Secuiesc, 629865",f0:9f:1b:1e:bd:2a,73.38.190.96,Sef Birou/Serviciu Administrativ,RO05XIVR6972113674529040,NIS
Ada,Nistor,0255 703 940,1920-10-24,"Drumul Elisaveta Suciu Nr. 954 Bl. 83  Sc. 51 Ap. 942, Poienile de sub Munte, 395193",19:a1:78:17:76:f9,178.42.53.248,Ambalator Manual,RO97LHEV0276137695593167,SGD
Geta,Mocanu,0241 335 547,1976-04-06,"Intrarea Benone Stan, Poienile de sub Munte, 830238",f6:4b:e5:7f:0d:37,142.233.176.135,Turnator Fonta Pe Banda,RO80CBNB9622002330174118,CDF
Anabela,Cristea,0251 646 167,1945-06-17,"Intrarea Dobre Nr. 196 Bl. 52  Sc. 75 Ap. 663, Reghin, 660973",cc:58:8e:3f:4f:3d,61.90.77.64,Referent De Specialitate Inginer Zootehnist,RO82MFLT6705948534982187,BGN
Viorel,Ardelean,0753 080 226,2022-01-28,"Drumul Paulica Stoica, Valea lui Mihai, 497381",6f:89:d1:b1:11:bb,112.59.40.245,Manechin,RO55LWIH0484033493421016,XOF
Octav,Nistor,0739 464 760,1942-02-28,"Strada Popa Nr. 320 Bl. 79  Sc. 38 Ap. 993, Alexandria, 876963",26:76:d7:20:ee:91,137.172.46.49,Operator La Prelucrarea Tuburilor Din Sticla,RO66LDBX9864015925325419,UZS
Catinca,Marin,0772 583 872,1965-11-16,"Bulevardul Lioara Dima, Matca, 299638",6c:7b:d4:f1:79:e2,79.225.180.3,Asistent De Cercetare In Energetica Industriala,RO10YPVR4599614558907090,AOA
Codruț,Ababei,0724 740 659,1970-09-29,"Aleea Emanoil Marin Nr. 24, Chisineu-Cris, 774566",f0:da:2c:e4:2e:07,116.24.238.150,Ghid Montan,RO85JZXT2798578095177083,NPR
Jeana,Popa,0748 211 551,1979-10-12,"Intrarea Aanei Nr. 501 Bl. 32  Sc. 80 Ap. 788, Cobadin, 369151",ac:0c:8a:61:64:5e,69.220.130.121,Manager Relatia Cu Furnizorii,RO96ESIY0249528828411774,DJF
Cristina,Ababei,0241 030 444,2021-08-10,"Soseaua Tudor, Santana, 944990",a2:87:27:1c:86:6c,120.59.170.244,Inginer Mecanic Utilaj Tehnologic Petrolier,RO82YBAA6697194218081787,CVE
Floare,Eftimie,0256 507 361,2008-10-03,"Soseaua Ioniță Nr. 237, Cornetu, 409386",ae:59:a6:6c:dc:7d,214.216.35.203,Analist Calitate,RO19LHIA5373801567809554,ZMW
Sandu,Tabacu,0741 959 643,1932-09-07,"Strada Dinu, Vaslui, 116685",aa:22:d3:5d:c0:79,154.196.105.58,Repasator,RO46QUPR6972321152019505,BGN
Iuliana,Florea,0767 373 066,2018-10-08,"Bulevardul Popa Nr. 27, Dumbravita, 866647",52:88:02:08:04:c4,217.247.71.41,Inginer De Cercetare In Tehnologia Substantelor Organice,RO72VWHJ6316863773849742,BHD
Achim,Dochioiu,0764 301 664,1980-08-11,"Soseaua Ioniță Nr. 61 Bl. 57  Sc. 42 Ap. 728, Avrig, 495596",c5:90:37:66:af:ec,70.99.106.137,Impingator Vagoneti,RO33CAYD8746127891694104,DOP
Cerasela,Ababei,0264 235 486,1998-10-04,"Drumul Octaviu Mazilescu Nr. 220, Cugir, 956402",21:49:63:c8:cf:6b,89.135.72.161,Pregatitor Placi Fibrolemnoase Si Hartie Pentru Filme,RO86DXBB5568472838765006,ANG
Sanda,Florea,0239 287 861,1973-01-02,"Drumul Dumitrescu Nr. 679 Bl. 70  Sc. 20 Ap. 417, Comanesti, 214293",7d:38:1a:e4:16:80,115.1.100.36,Tinichigiu Sisteme De Acoperisuri Si Invelitori,RO54NLZF0267649919032239,PYG
Fiodor,Albu,0772 050 814,1916-09-26,"Drumul Popescu Nr. 88 Bl. 34  Sc. 56 Ap. 878, Petrosani, 145669",42:47:a0:b7:eb:4f,130.64.30.30,Director De Club (Hotelier),RO40USCD6379028556047672,TWD
Crina,Ardelean,0780 737 091,1997-05-29,"Strada Mocanu, Plosca, 258746",79:2f:00:fc:11:e0,124.252.200.208,Polizator,RO83RJRY0920207019323640,DZD
Irinel,Eftimie,0711 393 629,2003-04-03,"Aleea Marin, Odorheiu Secuiesc, 687709",81:29:c6:45:2d:f1,87.26.80.198,Masinist La Masini Speciale Fara Aschiere,RO03XZOU9410700091240941,SCR
Horia,Ene,0772 705 630,2017-01-19,"Drumul Octavia Ionescu, Giarmata, 899546",ff:d3:69:51:e8:70,52.184.72.21,Bibliotecar (Studii Superioare),RO14NLME7272568553148681,GNF
Giorgian,Tudor,0255 803 262,1980-04-02,"Aleea Dobre Nr. 560 Bl. 39  Sc. 64 Ap. 568, Chitila, 552801",17:a8:a1:28:e9:8f,86.15.208.173,Tehnician Mecanic,RO82HLZF7308159853542177,MVR
Demetra,Marin,0764 370 020,1966-05-17,"Drumul Catrina Dima Nr. 42, Prejmer, 875349",ad:0a:32:7d:aa:df,184.161.152.252,Referent Inginer Petrolist,RO88WBNT0775726374964488,SRD
Sorana,Dochioiu,0266 703 328,1971-12-20,"Intrarea Gheorghiu, Brasov, 681976",59:1a:58:d6:f0:b3,44.92.239.231,Cenzor,RO09LDQL5572609726238511,KRW
Ariana,Florea,0788 053 797,1929-08-22,"Soseaua Victoria Nistor Nr. 804, Tomesti, 316707",ca:2b:a9:b2:4c:13,33.131.229.127,Cercetator In Etnologie,RO78ZEKB1633282042038027,MNT
Tamara,Aanei,0749 349 560,1931-03-02,"Drumul Diaconu Nr. 93, Tecuci, 840773",57:59:a2:46:f0:c8,145.150.37.99,Analist Credite,RO42HUEQ0991025591042236,SCR
Grațian,Pop,0729 824 219,1934-12-14,"Soseaua Stănescu Nr. 57, Peretu, 316467",5e:03:bd:6e:57:3f,207.233.143.168,Inginer De Cercetare In Centrale Termoelectrice,RO45TGKF0568633089691852,INR
Cristina,Dobre,021 609 8968,2016-12-22,"Strada Suciu Nr. 710, Gilau, 745171",91:02:72:a1:16:3e,6.65.117.156,Supraveghetor De Noapte Servicii Sociale,RO03NXEK4207670976910996,BIF
Rada,Nemeș,0747 078 731,1934-03-31,"Bulevardul Eftimie Nr. 67, Toplita, 813080",b5:cd:fb:93:1d:d9,170.18.178.131,Innodator Fire De Matase Naturala,RO51XHYO0363151344037504,DZD
Clarisa,Nemeș,0256 141 851,2014-12-27,"Soseaua Francesca Stan, Toflea, 583747",fa:e2:e6:0b:93:31,51.220.173.178,Bibliograf,RO37PUFE2761257605052327,CUC
Adi,Tabacu,0245 737 204,1998-02-07,"Bulevardul Ioniță Nr. 133, Topoloveni, 686669",1d:8d:e2:49:18:bf,150.123.21.35,"Inginer De Cercetare In Tehnologia Chimica A Produselor Textile, Pieii, Blanurilor Si Inlocuitorilor",RO75QFAR4873624612075802,MXN
Simina,Popescu,0757 744 180,1978-03-27,"Intrarea Ionescu Nr. 30, Negresti-Oas, 351970",54:51:e9:85:1b:94,207.62.234.77,Asistent De Cercetare In Geodezie,RO47QVYM2326918073522700,DJF
Ioan,Ababei,0241 180 246,1936-11-26,"Bulevardul Tabacu, Valea Caselor (Dragasani), 990067",02:eb:b5:c3:93:9c,128.238.181.243,Presator Piese Din Pulberi Metalice,RO29VKFV9789766582767693,IDR
Heracleea,Diaconescu,0768 000 626,1946-05-16,"Soseaua Stănescu Nr. 581 Bl. 37  Sc. 43 Ap. 918, Onesti, 528323",b8:a5:d8:2b:53:c6,178.89.181.28,Cercetator Economist In Management,RO48ISOL7163445461700350,MDL
Mioara,Dima,0734 778 693,1982-04-13,"Drumul Preda Nr. 938 Bl. 24  Sc. 23 Ap. 404, Corund, 427123",d7:81:3f:01:87:20,77.167.57.121,Director Braserie,RO96HQVR2297078845964927,MZN
Cantemir,Barbu,0268 329 945,2019-12-28,"Strada Nistor Nr. 377, Seini, 506410",b4:23:da:b8:6f:50,56.58.226.106,Sef Protocol De Stat,RO02GVYQ2044136169662876,JOD
Ioan,Stănescu,0749 848 334,1919-05-31,"Bulevardul Marin Nr. 683 Bl. 97  Sc. 62 Ap. 748, Braila, 386286",df:34:98:75:7c:8a,20.125.48.217,Fizician,RO21MLEX6803340812986056,TND
Ligia,Ioniță,0788 326 320,1930-09-19,"Bulevardul Ioniță Nr. 40 Bl. 98  Sc. 93 Ap. 605, Barbulesti, 961679",db:b8:12:62:a3:6e,189.131.37.245,Director Executiv Banca/Director/Director Adjunct,RO03SOYC0621436338917719,SCR
Claudia,Stancu,0728 048 984,2009-07-22,"Strada Teodora Georgescu, Iasi, 601571",62:3d:c3:81:1b:b6,81.194.27.61,Administrator Publicatii,RO53PTGT0093298489424657,SOS
Cornel,Ioniță,0749 339 950,1911-09-18,"Soseaua Popescu, Husi, 739698",44:ee:17:d9:48:26,48.46.193.240,Manager Relatia Cu Furnizorii,RO92IKNO0003489409293399,NGN
Dimitrina,Eftimie,0734 770 650,1989-01-14,"Aleea Manole Nr. 36, Navodari, 793065",bd:25:52:2c:b8:d3,207.88.11.81,Agricultor Pentru Culturi De Camp Ecologice,RO33ZDES9983683523627804,IRR
Aura,Ioniță,0751 064 461,1971-10-24,"Aleea Dinu, Jimbolia, 697169",15:7d:86:81:69:7b,128.71.88.238,Animator Film De Animatie (Studii Medii),RO48ESWJ1081827272346856,GBP
Iasmina,Popescu,0268 578 062,2004-03-12,"Strada Dinu Nr. 77 Bl. 13  Sc. 99 Ap. 254, Rosu, 267905",c4:3f:0c:5c:78:49,67.70.84.89,Confectioner Maturi,RO94GFFH5571182788871299,SVC
Delia,Ardelean,0761 352 322,1974-06-16,"Strada Toma Nr. 961, Darmanesti, 308112",0b:3b:db:d9:ae:1f,19.204.182.165,Asistent De Cercetare In Exploatari Miniere,RO09MQIR0020253652548688,TOP
Geta,Oprea,0762 131 084,1952-02-10,"Aleea Olivia Stancu Nr. 63 Bl. 65  Sc. 20 Ap. 775, Darmanesti, 752465",47:4e:fc:6e:23:bf,156.221.163.185,Vanzator Ambulant De Produse Alimentare,RO93DSIV9140811518030354,AFN
Eva,Nemeș,0758 464 809,1920-02-24,"Intrarea Pușcașu Nr. 60, Craiova, 857100",c1:21:33:e9:28:ca,67.28.185.190,Frezor La Masini Roti Dintate,RO97BMNC9087882267272189,TOP
Catinca,Georgescu,0784 447 814,1910-12-01,"Soseaua Tudor Nr. 74, Barlad, 421516",a9:2e:20:9c:ea:94,187.179.237.121,Culegator Manual (Zetar),RO91UEEF0292942088930128,SEK
Lorena,Oprea,0768 652 057,1929-11-14,"Drumul Georgescu, Eforie Nord, 615396",0a:d2:4a:06:fa:32,194.204.11.89,Instructor Sistem De Productie,RO06MEGK9611604210330252,RON
Costache,Oprea,0254 028 578,1930-09-17,"Aleea Nemeș Nr. 15 Bl. 67  Sc. 78 Ap. 847, Cobadin, 366321",1f:c1:36:64:71:7d,61.79.106.98,Proiectant Produse Bancare,RO22NAXI6857688417043519,BBD
Mihaela,Tomescu,0758 796 621,1921-08-27,"Drumul Dinu Nr. 39, Seini, 121400",29:1b:64:e6:5f:b4,105.29.89.145,Preparator Mase Plastice,RO72HJCS8376989784774678,DZD
Letiția,Pop,0238 714 860,1978-09-28,"Intrarea Albu, Comanesti, 447927",97:79:29:5f:15:f9,114.87.45.129,Asistent Medical Consiliere Hiv/Sida,RO06TSUM9365177822086458,YER
Romanița,Pop,0254 838 981,1953-10-01,"Strada Diaconescu Nr. 342 Bl. 91  Sc. 50 Ap. 209, Medias, 211610",82:43:b6:4b:9a:c8,184.27.113.128,Curatitor-Sablator,RO92IYUC0439495166475032,KYD
Aurel,Cristea,0258 294 005,1966-01-13,"Drumul Stoica Nr. 54 Bl. 79  Sc. 23 Ap. 442, Salonta, 640575",92:b9:c7:88:73:85,19.74.230.109,Agent Capital De Risc,RO26PEFU0685211032241242,SCR
Ruxandra,Popescu,0244 273 886,2005-10-26,"Strada Cristobal Tomescu, Bailesti, 130979",7f:61:72:75:3b:91,138.56.34.23,Operator La Deservirea Razboaielor De Tesut,RO92LWGX2266847617244316,GMD
Constanța,Barbu,0735 878 281,1943-08-12,"Intrarea Dumitrescu, Baraolt, 606218",31:b9:6b:7b:81:d1,86.209.90.237,Tehnician Meteorolog,RO10FTND9267900365755912,OMR
Ludmila,Ababei,0736 725 937,1951-04-04,"Intrarea Niță Nr. 684, Calarasi, 757675",c0:57:10:43:6b:14,200.216.97.192,Confectioner Parchete,RO85GUAH5084010400381283,ZMW
Timotei,Toma,0733 553 496,1940-01-09,"Aleea Sidonia Tabacu Nr. 957, Sannicolau Mare, 919961",a3:1b:f0:dd:db:4e,116.53.65.151,Operator Rol,RO93ZVCK5122964430327233,JEP
Cristobal,Mazilescu,0268 955 944,1908-08-31,"Drumul Anișoara Ardelean Nr. 52, Brad, 265590",da:04:52:81:54:de,108.162.224.248,Sef Serviciu Termochimic,RO05NJJG7927551482801466,PHP
Geta,Eftimie,0711 135 943,1943-11-23,"Aleea Dinu Nr. 39, Pancota, 278308",77:b6:57:fd:5e:c5,75.48.252.52,Ministru De Stat,RO22EVFT2439517593845347,GTQ
Filofteia,Gheorghiu,0257 102 900,1936-08-06,"Aleea Vicenția Ioniță, Marginea, 584291",09:dd:fc:3b:5b:08,152.202.152.191,Montator Electromecanic,RO81UBSL3135048566282389,JPY
Lelia,Niță,0766 766 421,1931-12-23,"Intrarea Tabacu Nr. 82, Topoloveni, 673142",3b:bc:cc:45:ef:ac,161.150.155.49,"Marinar, Pilot Naval, Barjist",RO91SZHW4473979335936357,LRD
Ioan,Cristea,0233 929 949,1916-05-31,"Aleea Marin Nr. 92, Toplita, 745106",b4:20:00:c5:36:75,161.96.5.16,Confectioner Rondele Din Pluta,RO97JGEF6831355560299431,XCD
Eva,Eftimie,0722 735 318,1994-11-21,"Drumul Ioniță Nr. 13 Bl. 59  Sc. 43 Ap. 450, Slatina, 997081",a1:3d:3a:bb:d7:47,190.21.180.121,Sef Pastravarie,RO37SFFB7482818626777251,YER
Vlad,Ababei,0237 810 912,1984-09-30,"Intrarea Iustin Eftimie Nr. 21, Breaza de Sus, 825195",97:99:5d:b6:dc:9c,152.197.243.148,"Preparator Extracte, Arome Si Esente",RO48BVDT0557639446370730,CHF
Nicolae,Diaconescu,0740 472 049,1954-01-12,"Soseaua Zamfir Ionescu Nr. 63 Bl. 21  Sc. 31 Ap. 794, Raducaneni, 636970",43:e1:30:84:c9:4f,104.173.167.229,Dozator Prelucrare Cauciuc,RO23RYSM2108308849138641,SBD
Octav,Ioniță,0746 779 363,1941-05-02,"Drumul Preda Nr. 15 Bl. 76  Sc. 47 Ap. 492, Seini, 684170",a9:df:ef:98:1f:ab,129.67.20.145,Ministru,RO61VBWS6097503545139980,XDR
Flavia,Dinu,0259 368 478,1927-08-22,"Bulevardul Dumitrescu Nr. 40 Bl. 54  Sc. 61 Ap. 418, Deva, 744854",89:5f:70:4c:54:08,123.252.86.213,Lucrator Bucatarie (Spalator Vase Mari,RO55FPTV5755904029338917,BSD
Tudorița,Cristea,0768 956 678,1930-11-07,"Aleea Cristobal Dinu Nr. 94 Bl. 90  Sc. 66 Ap. 104, Fundeni, 785764",c1:cd:5a:5a:e8:81,150.117.184.219,Expert Evaluator De Active Financiare,RO10QGXX0766875516182514,FKP
Melania,Nemeș,0758 459 529,2023-09-24,"Drumul Tomescu Nr. 910 Bl. 13  Sc. 75 Ap. 172, Matca, 216100",f0:f3:1c:39:7b:bd,87.10.7.25,Prelucrator Produse Ceramice Prin Injectare,RO65PQDN1968272462496122,GHS
Stancu,Albu,0726 908 213,1930-01-02,"Bulevardul Mădălin Gheorghiu, Rasnov, 634496",5f:6e:7d:a0:55:53,179.168.168.117,Expert Farmacolog,RO63VTCO3287094552819645,SGD
Florentina,Florea,0711 524 889,1948-07-13,"Intrarea Brândușa Gheorghiu Nr. 44, Zalau, 894489",e3:59:1f:c5:08:92,33.210.37.200,Operator Metrar-Volator-Dublator Textile,RO63HETU3279671011904319,KWD
Livia,Suciu,0720 091 732,2018-02-22,"Drumul Daria Diaconescu, Baicoi, 298196",80:36:ae:14:63:c8,14.48.148.196,Evaluator,RO90NRJJ6909822268293342,IRR
Ruxanda,Mazilescu,0760 553 755,1990-03-17,"Soseaua Teona Manole Nr. 83 Bl. 63  Sc. 78 Ap. 103, Toplita, 960411",52:7d:17:d7:ac:51,113.1.9.154,Sef Mecanic Instructor,RO51BMAK8287754683534845,HTG
Ștefan,Oprea,0785 414 419,1960-09-16,"Aleea Ionescu Nr. 89, Pascani, 645529",cb:83:44:44:a5:f0,161.154.91.192,Tehnician In Industria Materialelor De Constructii,RO84QQXR6035599638248899,ZMW
Estera,Marin,0265 504 326,2023-11-12,"Soseaua Mocanu Nr. 674, Braila, 814501",94:91:51:2b:ce:8e,168.185.41.175,Culegator La Masina De Cules Si Turnat Randuri (Linotipist),RO33SCIB3968509087703815,TMT
Gicu,Preda,0256 212 886,1941-09-30,"Soseaua Eftimie Nr. 980 Bl. 94  Sc. 46 Ap. 767, Dobroesti, 585753",1a:09:4a:d2:ed:15,49.103.61.112,Rectificator Piese Producatoare De Ochiuri,RO22PVCP3589694257151426,TZS
Sonia,Stoica,0245 012 740,2016-04-18,"Bulevardul Dobre Nr. 421, Barlad, 124471",93:32:4d:a7:01:79,30.192.38.100,Delaborator Munitie,RO97GBEB3139420884115637,PKR
Octav,Ardelean,0237 246 201,2003-04-11,"Strada Suciu Nr. 38, Sacueni, 670131",bc:0f:e2:a9:6f:66,51.252.164.209,Sef Agentie Publicitate,RO55GEXM8896683960802514,BAM
Sorana,Gheorghiu,0234 663 338,2014-06-04,"Strada Răducu Mocanu Nr. 418 Bl. 70  Sc. 13 Ap. 320, Rovinari, 784432",72:73:c2:4d:97:df,92.68.150.43,"Controlor Vamal, Controlor Pentru Datoria Vamala, Agent Vamal (Studii Superioare)",RO85IGTW0367714795247009,GYD
Remus,Diaconu,0742 622 985,1908-09-06,"Aleea Nichifor Niță Nr. 964, Ruscova, 225248",66:89:db:66:20:7b,160.107.76.152,Inspector De Specialitate Inginer Industrializarea Lemnului,RO80SKFP8708421704369928,SYP
Ghiță,Suciu,0725 883 556,2018-07-16,"Drumul Codruța Pop, Homocea, 683310",60:b9:8d:ad:65:6c,67.102.41.29,Operator Control Nedistructiv Cu Lichide Penetrante,RO78LLHN6871761435069565,NIO
Aureliana,Nemeș,0771 091 680,1977-08-28,"Drumul Eftimie Nr. 350, Alba Iulia, 490728",64:64:9d:6d:83:63,202.100.121.176,Consilier De Probatiune,RO87BFPJ5077344739993386,BTN
Nicu,Ardelean,0247 200 180,2005-03-08,"Intrarea Adelaida Dumitrescu, Gheorgheni, 793419",79:09:95:b2:03:44,198.207.6.60,Arhitect Restaurari,RO67KKQF3323094137464890,KES
Nicoară,Tudor,0258 490 192,1946-04-13,"Drumul Magdalena Mazilescu, Bragadiru, 807083",a6:4d:d2:d0:65:28,90.253.252.121,Inspector De Specialitate Arhitect,RO52BEAS6601119319447515,MAD
Ionelia,Ionescu,0780 400 155,2005-01-16,"Strada Mihai Dobre Nr. 36, Dobroesti, 492829",33:b4:3e:08:f7:63,206.19.95.90,Cercetator In Matematica,RO43LBJQ1808035623784475,TOP
Roberta,Dumitrescu,0246 524 466,1974-04-23,"Drumul Popescu Nr. 824, Motatei, 857353",80:4f:10:38:52:4a,31.79.211.179,Distilator In Industria Chimica,RO82RJDB3180078622753753,RUB
Ilarie,Tomescu,0243 957 378,2011-10-26,"Bulevardul Diaconu, Titu, 188528",82:ca:19:f4:98:ff,124.72.153.143,Stantator Piese Pentru Incaltaminte Din Piele Si Cauciuc,RO63QBJL4499802330039980,SRD
Valter,Marin,0731 821 959,1941-09-25,"Soseaua Nicuță Nistor Nr. 63, Falticeni, 754623",e8:41:c9:12:39:d8,72.242.202.61,Tehnician Cadastru Forestier,RO16EYYV4727763276792945,KZT
Geanina,Marin,0768 015 434,1977-12-19,"Drumul Giorgiana Pop, Victoria, 824666",54:34:b4:e2:5a:2c,57.53.59.253,Reparator Aparate Foto,RO84BOGN2285753815545066,AED
Tincuța,Georgescu,0734 772 569,1949-07-12,"Strada Marin Nr. 712, Magurele, 360139",7b:a6:80:d3:7b:d6,104.125.28.110,Sef Statie Uscare-Conditionare Cereale,RO50CWOT6418566285944853,XOF
Ciprian,Manole,0729 784 929,2021-10-12,"Aleea Casandra Diaconu Nr. 73, Cluj-Napoca, 210498",c4:27:0f:bd:d2:35,31.9.88.14,Turnator Fonta Pe Banda,RO35FDDV6343614831834271,SDG
Fiona,Aanei,0241 258 069,1929-03-24,"Drumul Oprea Nr. 478 Bl. 15  Sc. 17 Ap. 996, Targu Neamt, 874039",18:68:0e:ca:c1:2c,169.91.196.66,Slefuitor/ Sablator Geam,RO79AZYA4777782613279890,TZS
Iustinian,Dobre,0254 714 770,1941-10-01,"Drumul Evelina Ababei Nr. 250 Bl. 74  Sc. 54 Ap. 167, Draganesti-Olt, 657612",c1:bb:14:ff:47:30,213.236.203.68,Sef Vagon Postal,RO31IMGB3077382141007163,JOD
Marcel,Preda,0759 469 237,2008-01-11,"Drumul Gherghina Nemeș, Teius, 276474",74:6b:b8:f9:24:06,4.165.225.198,Conservator Opere De Arta Si Monumente Istorice (Studii Superioare),RO53IMYE8069274808396762,CZK
Roberta,Popa,0245 821 694,1947-10-11,"Bulevardul Șerban Dima Nr. 11 Bl. 48  Sc. 98 Ap. 423, Baile Borsa, 174711",db:c8:95:93:66:ef,206.140.87.168,Operator Chimist La Fabricarea Colorantilor,RO19ELOS8585638731498727,CRC
Nicolae,Pop,0746 482 824,1967-07-08,"Soseaua Niță Nr. 23, Sibiu, 909131",81:09:bf:9f:55:64,17.36.0.220,Preparator Benzi Cauciucate Si Compozitii Emplastre,RO62LLCN5494020609033544,AUD
Emanuil,Cristea,0245 592 610,1977-10-14,"Soseaua Niță, Feldru, 450283",a2:0a:16:1e:9a:f8,215.18.212.77,Pregnator Prize Tehnice Si Banda Izolatoare,RO77FJQO4027786291449091,MOP
Claudiu,Tudor,0724 214 888,1941-10-16,"Aleea Violeta Florea Nr. 63, Ianca, 498484",cd:21:e2:05:5d:0b,105.202.156.0,Lacatus-Montator Agregate Energetice Si De Transport,RO21VUPH5622000091801336,STD
Anica,Ioniță,0245 801 623,1954-07-03,"Strada Diaconu Nr. 43, Valea Mare (Negresti), 791229",6a:e2:46:d6:ee:e4,84.181.149.224,Viceconsul,RO35SUQG1235536092642652,TWD
Adelaida,Manole,0725 702 527,1981-05-06,"Drumul Ana Mazilescu Nr. 81 Bl. 39  Sc. 20 Ap. 962, Poiana Mare, 699431",c5:23:61:65:8f:2a,139.236.16.33,Inspector Scolar Pentru Implementarea Descentralizarii Institutionale,RO07FZAX5109406896749106,SVC
