first_name,last_name,personal_number,birthdate,address,county,phone_number,mac_address,ip_address,job
Iulian,Diaconescu,7650801282621,1986-04-24,"Bulevardul Dochioiu Nr. 265 Bl. 61  Sc. 85 Ap. 623, Zarnesti, 878010",Giurgiu,0720 646 685,ce:d6:f0:ca:1c:3c,4.158.173.225,Operator Chimist La Fabricarea Colorantilor
Mircea,Nistor,6121119524505,1987-10-19,"Intrarea Popescu Nr. 28 Bl. 36  Sc. 18 Ap. 698, Eforie Nord, 393765",Vrancea,0748 731 670,94:4c:b0:60:a4:21,154.142.240.149,"Termist-Tratamentist De Produse Brute, Forjate, Turnate Sau Laminate"
Carolina,Pop,6960212112044,2022-04-04,"Intrarea Manole, Sacueni, 172539",Sălaj,0761 608 071,6a:8f:44:4b:e5:1d,145.250.38.14,Electrician Verificari Si Masuratori Electrice In Centrale Si Retele Electrice
Doriana,Stancu,6240728240361,2002-07-01,"Bulevardul Stănescu Nr. 523, Valea Caselor (Dragasani), 856464",Harghita,0768 627 067,71:e9:1e:5a:9f:f8,148.32.183.210,"Ghid De Turism Montan, Drumetie Montana"
Suzana,Stancu,3271018374380,1986-09-08,"Drumul Tabacu Nr. 530, Eforie Nord, 984259",Bistrița-Năsăud,0748 333 218,46:50:59:6c:c4:f5,56.79.71.83,Distilator La Prepararea Carbunelui
Titus,Albu,1850826182250,2002-02-27,"Soseaua Tabacu, Ramnicu Sarat, 179291",Ialomița,0737 646 893,86:09:84:b0:7a:bd,83.174.182.64,Cercetator In Tehnologia Substantelor Organice
Izabela,Ioniță,8730503454299,1949-09-19,"Aleea Carmina Suciu Nr. 447 Bl. 30  Sc. 88 Ap. 825, Cudalbi, 389130",Bihor,0246 272 990,95:36:29:86:eb:c1,190.141.131.109,Responsabil Afacere
Emil,Preda,1930602291403,1985-06-20,"Strada Janeta Mazilescu, Fetesti-Gara, 768361",Mureș,0231 224 599,a5:d6:d0:32:93:79,174.180.238.81,"Subinginer Textile, Pielarie"
Izabela,Niță,5450208143629,2021-09-28,"Bulevardul Manole Nr. 22 Bl. 46  Sc. 37 Ap. 715, Sangeorgiu de Mures, 762662",Caraș Severin,0768 154 276,18:8c:8b:35:4a:2f,102.76.133.224,Consilier Microbiolog
Bianca,Voinea,2790605527251,1970-11-15,"Bulevardul Nistor Nr. 75, Reghin, 440085",Dâmbovița,0763 961 843,69:74:87:37:dd:3d,4.96.93.211,Mediator Sanitar
Felicia,Stoica,1430523358020,1961-07-13,"Soseaua Stana Suciu, Sighetu Marmatiei, 849130",Constanța,0756 418 987,e4:e8:e9:c4:cc:d8,161.176.90.47,Manager In Activitatea De Turism
Laura,Stan,4260531413171,1920-08-28,"Drumul Mazilescu Nr. 259, Petrila, 537547",Ialomița,0772 507 671,c7:f5:02:83:ee:de,50.180.103.2,Sef Centru Control Calitate Emisie Radiofonica
Haralamb,Diaconu,4981212412324,1970-11-16,"Aleea Tudor Nr. 72, Zimnicea, 945597",Giurgiu,0742 972 774,25:90:d1:d6:2a:7e,202.250.198.221,Inginer De Cercetare In Constructii Miniere
Tiberiu,Nemeș,4150831464555,1912-06-17,"Strada Preda Nr. 774 Bl. 97  Sc. 31 Ap. 674, Cudalbi, 912223",Buzău,0233 436 581,be:62:69:3b:2a:94,165.104.67.184,"Conducator De Asociatii, Filiale Si Organizatii Obstesti"
Sabin,Toma,2991009116291,1917-03-05,"Aleea Letiția Aanei Nr. 93, Prejmer, 417969",Ialomița,0744 478 474,91:20:67:b5:a3:8c,162.221.43.242,Dispecer
Alma,Dobre,6271129463156,1978-11-03,"Intrarea Nelu Ardelean Nr. 69, Peretu, 132680",Teleorman,0247 681 725,c6:eb:35:12:57:86,196.174.219.206,Coordonator Secretariat Studiouri Teritoriale
Cosmin,Niță,6200816250203,1941-03-21,"Intrarea Nemeș Nr. 85 Bl. 18  Sc. 31 Ap. 731, Negresti-Oas, 161913",Galați,0722 620 970,74:55:0c:84:78:a1,113.33.245.171,Bufetier
Liana,Pop,4330404283018,2020-05-24,"Bulevardul Veronica Preda Nr. 433, Harlau, 547979",Timiș,0764 235 352,77:1b:d5:cf:eb:9c,173.94.192.30,Fotoreproducator
Mitruț,Ionescu,6770617242247,1956-05-18,"Intrarea Mocanu Nr. 63 Bl. 17  Sc. 59 Ap. 301, Tomesti, 982032",Argeș,021 810 1650,ac:88:53:e6:cb:90,222.18.160.99,Inginer Prelucrarea Sticlei Si Ceramicii
Emanoil,Barbu,5901229288328,1985-05-09,"Bulevardul Nistor Nr. 979, Talmaciu, 788180",Călărași,0764 037 509,14:c7:33:fe:c0:ef,62.77.231.244,Editor Imagine
Jean,Tudor,6531103510123,2002-04-22,"Drumul Dumitrescu Nr. 166, Targoviste, 572154",Călărași,0752 748 803,b9:36:3a:ce:49:48,157.226.48.131,Operator Abrazive Pe Suporti
Valentina,Cristea,2650403257717,1998-12-27,"Strada Traian Diaconu, Roseti, 789065",București,0753 534 179,3b:be:08:14:d5:97,91.101.107.35,Laborant Control Dozimetrie
Cătălina,Voinea,7660531098181,1941-10-12,"Aleea Manole, Santana, 804591",Timiș,0728 408 309,96:82:52:a1:c2:9c,217.227.49.157,Manager
Ludmila,Preda,4990629188804,2019-05-25,"Soseaua Toma Nr. 27 Bl. 20  Sc. 11 Ap. 962, Otelu Rosu, 779099",Neamț,0720 336 959,58:6d:ab:ff:57:6d,167.75.36.59,Operator La Utilaje De Reabilitari Conducte Subterane
Jenel,Oprea,7890317020501,1962-03-23,"Strada Alina Stoica Nr. 86, Cluj-Napoca, 668311",Alba,0251 745 170,35:29:4f:24:50:01,150.223.126.153,"Inspector Pentru Acordarea De Permise, Licente Sauautorizatii"
Milena,Dumitrescu,1900328256982,1946-12-22,"Bulevardul Avram Dobre, Constanta, 788348",Caraș Severin,0763 206 230,d5:42:d7:e5:92:6a,208.237.94.29,Subinginer Retele Electrice
Vasilică,Nistor,8750513058185,1922-06-02,"Strada Albert Ababei, Tufesti, 827621",Galați,0788 297 765,7c:a0:4b:cd:ed:ee,173.190.14.163,Lucrator Prin Arte Combinate
Axinte,Mazilescu,5270903118648,1963-05-15,"Soseaua Lică Voinea Nr. 78 Bl. 95  Sc. 71 Ap. 135, Roman, 225175",Prahova,0233 022 283,09:1e:31:ca:b3:b7,182.129.183.36,Operator Decator
Domnica,Nistor,6300124440222,2021-06-10,"Bulevardul Ardelean, Ovidiu, 228957",Arad,0735 078 682,8e:f1:a3:b4:33:85,100.208.172.56,Laborant Determinari Geologice Si Geotehnice
Maria,Mazilescu,7160227288585,1965-02-21,"Soseaua Ionescu Nr. 22 Bl. 77  Sc. 40 Ap. 902, Vlahita, 808131",Vâlcea,0786 436 553,f2:e9:90:1b:ac:b9,181.64.33.131,Operator Separare Magnetica
Iasmina,Mocanu,8820519135401,1955-02-11,"Drumul Albu Nr. 27, Calan, 370049",Satu Mare,0737 755 367,db:33:1e:fa:e1:37,12.22.165.58,Disc-Jockey
Lucia,Tudor,8030407030603,1993-03-17,"Intrarea Tomescu Nr. 528 Bl. 33  Sc. 72 Ap. 284, Darabani, 710545",Sibiu,0741 393 655,b2:34:73:2a:2b:57,171.65.1.231,Tehnician Iluminat Tehnologic
Aurică,Nemeș,6571020366617,1964-07-25,"Soseaua Albu Nr. 116, Vulcan, 531628",Giurgiu,0711 664 289,0c:1c:42:46:2c:10,122.146.43.21,Sef Instalatie Petroliera
Ionuț,Ioniță,2260914119978,1959-11-19,"Aleea Ene, Babadag, 196007",Caraș Severin,0231 142 119,73:bb:b0:7d:fb:95,80.209.107.105,Bibliotecar (Studii Medii)
Marilena,Tomescu,6020812529132,1909-09-11,"Intrarea Pop, Cluj-Napoca, 449398",Alba,0247 821 793,35:28:e7:39:50:7d,4.30.251.252,Tehnician Conditii De Munca Si Securitate
Eremia,Barbu,5001016262594,1987-12-28,"Soseaua Stan Nr. 27 Bl. 36  Sc. 25 Ap. 908, Tarnaveni, 277570",Caraș Severin,0721 490 397,95:6f:e6:d4:d5:af,200.8.189.80,Bobinator Masini Electrice Rotative
Varvara,Niță,3600124172041,1990-03-29,"Intrarea Ionescu, Covasna, 614104",Iași,0235 363 000,2a:ac:07:2e:e2:06,167.63.85.100,Tehnician Energetician/Electrician
Tudosia,Stancu,4440601034544,1937-09-30,"Soseaua Anatolie Ionescu Nr. 28 Bl. 16  Sc. 47 Ap. 822, Homocea, 224677",Giurgiu,0252 004 390,87:c0:b3:93:29:12,125.32.13.159,Referent Vamal (Studii Medii)
Cedrin,Eftimie,4880112395306,1970-02-22,"Drumul Niță Nr. 279, Medias, 121883",Timiș,0264 281 080,75:14:23:20:f5:cb,92.208.200.63,Glazurator Produse Din Ceramica Fina
Brândușa,Ene,3801028285154,1962-01-04,"Drumul Stan Nr. 81 Bl. 71  Sc. 82 Ap. 276, Alexandria, 219553",Prahova,0724 410 718,a1:e0:86:91:f2:4d,51.1.216.89,Maestru De Ceremonii
Sabina,Barbu,7910129089926,1922-02-14,"Aleea Albu Nr. 321, Resita, 119317",Iași,0733 251 386,82:58:6d:15:70:de,217.237.19.158,Tinichigiu De Santier
Nicoară,Manole,5750723202029,2006-09-19,"Aleea Aureliana Marin Nr. 75 Bl. 66  Sc. 93 Ap. 137, Piatra-Neamt, 714634",Prahova,0754 668 987,7f:77:06:a1:a6:05,97.194.71.250,Tamplar Mecanic La Rindeluit
Ionela,Manole,3950306365323,1940-12-18,"Strada Gheorghiu Nr. 728, Mogosoaia, 339050",Tulcea,0764 141 968,98:30:66:a0:34:3c,168.98.157.181,Educator In Unitati De Handicapati
Anatolie,Aanei,4641009517402,2021-11-22,"Bulevardul Aanei, Plosca, 327519",București,0754 573 041,d3:ea:d8:af:9f:67,37.94.90.166,Administrator Piete Si Targuri
Olivia,Mocanu,8790410525931,1961-09-10,"Soseaua Iustina Dinu Nr. 519, Topoloveni, 607046",Harghita,0242 939 699,d0:7b:8f:44:81:52,33.57.46.27,Asamblator Elemente Si Baterii Galvanice
Alin,Barbu,4530313272678,1966-07-04,"Drumul Marin Nr. 23, Cernavoda, 900591",Călărași,0238 547 356,84:5a:c5:de:29:27,42.83.51.171,Fochist Pentru Cazane Conduse De Calculator
Cosmina,Mocanu,7830131434834,1957-07-24,"Drumul Ioniță, Apahida, 839917",Constanța,0235 467 102,1f:da:59:2b:ec:25,148.82.116.192,Sef Echipa Docheri
Eftimie,Nistor,7540210236942,1936-08-25,"Aleea Ionescu Nr. 48 Bl. 82  Sc. 97 Ap. 898, Simleu Silvaniei, 496242",Tulcea,0754 016 617,dc:96:d8:de:9e:86,76.246.168.52,Preparator In Industria Chimica
Cecilia,Voinea,8200631525275,2016-11-04,"Intrarea Nemeș Nr. 82 Bl. 88  Sc. 40 Ap. 816, Sancraiu de Mures, 345556",Botoșani,0730 885 980,66:58:27:18:54:5c,155.213.81.232,Asistent De Cercetare In Asistenta Sociala
Catinca,Stancu,4490114292558,2011-07-11,"Soseaua Dinu Dinu Nr. 510, Motru, 815949",Buzău,0256 680 654,c1:a4:df:96:58:e4,176.149.126.58,Preot
Silvia,Mocanu,4600115447359,1949-06-01,"Intrarea Voinea Nr. 14 Bl. 98  Sc. 82 Ap. 671, Teius, 469731",Iași,0763 638 007,bf:42:8f:9b:ed:18,7.215.25.156,Editorialist
Eufrosina,Manole,2530309432093,1930-01-06,"Aleea Denis Manole Nr. 255, Bragadiru, 519768",Călărași,0260 891 961,b7:0c:76:f1:91:3d,159.6.253.184,Modista
Mitică,Aanei,6900227410730,2021-10-16,"Drumul Popescu Nr. 11 Bl. 97  Sc. 67 Ap. 280, Botosani, 973417",Suceava,0240 704 080,b1:bc:e7:44:eb:78,46.149.218.138,Liftier
Noemi,Nemeș,4790804442015,1941-04-29,"Bulevardul Popa Nr. 17 Bl. 50  Sc. 64 Ap. 469, Deta, 590919",Cluj,0247 649 632,cf:41:e6:51:5c:8d,114.53.144.188,Ingrijitor De Copii
Rozalia,Georgescu,5880803052644,1909-07-16,"Bulevardul Stănescu Nr. 61, Iernut, 860874",Prahova,0743 288 608,3f:7e:d8:e8:d8:39,78.236.109.53,Consilier De Justitie
Aura,Tomescu,1170625109660,1918-12-23,"Strada Geanina Tudor Nr. 410, Nasaud, 231798",Mehedinți,0262 055 074,16:8c:52:46:11:03,162.219.240.54,Inginer Electromecanic Scb
Mihai,Ababei,5830723226231,1920-01-06,"Soseaua Oprea, Vladimirescu, 264056",Brașov,0738 272 592,42:77:2a:3f:f8:cf,132.56.193.43,Inginer De Sistem In Informatica
Teodosia,Stancu,4730813456531,1982-06-29,"Strada Dobre Nr. 26, Bragadiru, 148143",Harghita,0754 607 751,35:e9:5a:4b:ac:73,97.186.145.123,Verificator Canale Subterane
Cristian,Eftimie,3910522108646,1988-10-02,"Intrarea Damian Diaconescu, Afumati, 636897",Buzău,0757 152 543,77:82:7d:31:ca:14,65.40.133.237,Psiholog In Specialitatea Consiliere Psihologica
Petru,Nistor,5041226399740,1984-02-08,"Soseaua Stancu Nr. 99, Homocea, 980313",Mehedinți,0240 425 534,11:38:37:04:91:cf,217.69.87.208,Oficial Sportiv Acreditat
Miron,Aanei,5050429054401,1991-04-12,"Soseaua Pușcașu, Roseti, 872455",Timiș,0765 886 036,a8:d0:88:4e:9f:15,69.42.193.204,Sef Modul In Industria Prelucratoare
Anica,Gheorghiu,2200519159635,1999-10-21,"Aleea Diaconescu, Codlea, 260109",Tulcea,0764 475 271,7e:f5:b1:80:3a:d0,163.87.225.117,Tamplar Restaurator
Xenia,Toma,6620201297927,1935-03-01,"Strada Andra Popa, Dancu, 631755",Cluj,0768 586 945,92:0e:85:f3:25:34,207.214.26.69,Secretar Responsabil De Agentie
Dorinel,Niță,8180726318312,1973-01-01,"Aleea Ababei Nr. 723 Bl. 23  Sc. 88 Ap. 649, Vicovu de Jos, 657826",Hunedoara,0736 188 088,a8:88:83:87:ff:8f,196.40.242.202,Sef Grupa Interventie
Nicolaie,Oprea,4490927463445,1998-09-02,"Intrarea Pușcașu, Oituz, 578296",Timiș,0764 706 200,51:5a:0b:8d:6d:a0,3.121.141.104,"Maistru Constructii Civile, Industriale Si Agricole"
Draga,Pop,5440512099789,1987-01-21,"Bulevardul Nistor Nr. 52, Valea lui Mihai, 292253",Gorj,0756 411 421,de:32:af:38:24:85,96.191.143.131,Calandror La Finisarea Cauciucului
Pleșu,Niță,3080506033038,1938-07-30,"Intrarea Mugur Ene, Tasnad, 180283",Brașov,0754 559 489,67:11:c2:70:6c:c9,150.112.129.104,Asistent De Cercetare In Exploatari Forestiere
Zenovia,Manole,7840305110839,1991-06-28,"Intrarea Ionescu Nr. 468, Ineu, 346772",Bistrița-Năsăud,0721 014 589,5d:60:72:69:37:9d,146.67.2.197,Manager De Formare
Bartolomeu,Tabacu,6910319523457,1949-07-13,"Strada Florea Nr. 97, Bacau, 341892",Buzău,0720 188 360,e0:49:ce:fa:73:1a,208.141.10.193,Vicepresedinte Asociatie Teritoriala De Organizatii Cooperatiste
Simion,Marin,7360101464015,1958-08-25,"Bulevardul Aristița Toma Nr. 16 Bl. 22  Sc. 91 Ap. 126, Cumpana, 627987",Teleorman,0244 279 724,0f:da:17:72:3c:47,42.42.105.187,Emailator Prin Imersiune
Manole,Nistor,2160621212398,1992-04-12,"Strada Popescu Nr. 32 Bl. 85  Sc. 95 Ap. 553, Valea Caselor (Dragasani), 130334",Bacău,0756 081 029,ff:22:f5:18:38:23,28.212.160.116,Inspector De Specialitate Statistician
Sebastian,Diaconescu,7650721155466,2016-08-29,"Soseaua Lucian Dinu, Horodnic de Sus, 977101",Teleorman,0743 737 371,36:93:da:24:d5:02,126.234.222.224,Referent Transmitere
Raul,Manole,6080701385911,1999-06-12,"Intrarea Traian Tomescu Nr. 961, Agnita, 494157",Satu Mare,0264 118 371,7c:2c:38:8a:0c:2e,5.106.103.16,Oficiant Presa
Dorina,Popescu,5130112438861,1946-04-19,"Intrarea Dochioiu Nr. 78 Bl. 31  Sc. 11 Ap. 259, Moreni, 550677",Vaslui,0772 765 298,2a:85:c5:e3:90:ef,141.252.164.250,Mestesugar Sortator In Industria Pielariei
Toma,Dima,1230318265317,1983-06-10,"Soseaua Stancu Dima, Bailesti, 495014",Hunedoara,0744 574 398,70:74:20:eb:ca:2f,45.117.26.21,Cercetator In Geologie
Codin,Nemeș,5070926175183,1922-04-22,"Strada Marin, Pancota, 970478",Covasna,0755 854 047,03:8e:b6:c8:51:ab,134.135.74.153,Gardian Feroviar
Lucrețiu,Dobre,4380502153459,1917-10-01,"Bulevardul Tabacu Nr. 95, Poiana Mare, 618683",Ialomița,0745 390 541,e7:11:49:4a:ca:53,110.39.154.128,Asistenta Puericultoare
Dan,Dochioiu,3570911013594,1982-02-08,"Strada Nemeș Nr. 360, Agnita, 670004",Gorj,0720 551 739,94:10:4a:d7:7c:22,53.233.197.108,Scriitor Vagoane
Lioara,Cristea,8130223161635,1980-01-18,"Aleea Corneliu Barbu, Sebis, 493546",Giurgiu,0754 941 610,81:75:cd:b4:af:9f,170.29.88.105,Agent Vanzari Standarde Si Produse Conexe
Artemisa,Toma,3580622465942,1967-06-01,"Aleea Stan Nr. 44 Bl. 63  Sc. 70 Ap. 308, Ovidiu, 733919",Tulcea,0788 559 490,de:29:f5:44:de:f1,197.20.165.99,Tehnician Proiectant Metalurg
Cristea,Cristea,2300528324499,1917-04-06,"Bulevardul Georgescu Nr. 191, Rucar, 132874",Mehedinți,0263 310 140,d7:4b:dc:3b:9e:ad,109.46.197.9,Operator La Prelucrarea Cauciucului
Romeo,Suciu,3670426410025,1924-06-27,"Strada Dima Nr. 23, Techirghiol, 132648",Sălaj,0248 850 981,b2:d0:d8:66:67:a7,117.160.142.155,Filator Corzi Pentru Piane
Leontin,Manole,7000313264884,2004-07-04,"Strada Letiția Stan Nr. 208 Bl. 19  Sc. 99 Ap. 174, Tufesti, 337699",Galați,0249 656 485,90:18:1d:24:87:e8,199.179.166.152,Sef Statie Taxare
Agata,Stancu,5771103354335,2018-07-24,"Strada Marin, Victoria, 829435",Dâmbovița,0263 121 120,fb:3b:53:6b:a0:55,58.72.75.223,Programator Fabricatie/Lansator Fabricatie
Ilona,Eftimie,6190519199559,2006-02-10,"Strada Mazilescu Nr. 401 Bl. 53  Sc. 95 Ap. 603, Tarnaveni, 204004",Bistrița-Năsăud,0241 275 962,6a:a9:9c:9d:cb:87,99.149.203.102,Proiectant Inginer In Zootehnie
Dochia,Cristea,1740519201703,1968-10-13,"Strada Albu, Lunca Cetatuii, 217948",Arad,0729 745 978,de:3f:5b:7c:c8:4b,17.242.255.142,Procuror
Atena,Diaconescu,3500710280751,1969-05-26,"Soseaua Popa, Floresti, 369848",Bihor,0253 460 130,46:37:2e:3b:4a:45,166.118.120.190,Grefier Statistician
Șerban,Nemeș,2450415146260,1932-05-08,"Intrarea Manole Nr. 608, Straja, 757591",Olt,0757 800 919,ce:c7:17:3a:cd:c3,88.93.253.54,Asistent De Cercetare In Instalatii
Emilia,Preda,3610101168722,1953-02-16,"Soseaua Georgescu Nr. 272, Nadlac, 604071",Vaslui,0243 503 800,35:09:60:95:2d:f6,180.166.54.216,"Confectioner Bidinele, Pensule, Perii"
Bănel,Tudor,5390212460037,1958-10-15,"Intrarea Tamara Gheorghiu Nr. 826, Buhusi, 685203",București,0739 491 316,04:b7:6c:91:9f:94,143.12.81.209,Vicepresedinte Institutie Publica
Octaviu,Eftimie,6640430383924,1937-09-06,"Drumul Marina Tudor Nr. 957 Bl. 76  Sc. 69 Ap. 192, Valea Mare (Negresti), 910750",Brăila,0762 132 415,d8:49:f9:13:ff:11,171.206.188.177,Operator La Producerea Sodei Si Produselor Clorosodice
Carla,Ionescu,6990216337923,1940-02-19,"Bulevardul Manole Tudor, Strejnicu, 279658",Bihor,0258 998 401,2f:12:e4:82:b6:9d,76.112.247.241,Montator-Reglor Piane
Ilarion,Aanei,7460205446551,1991-11-08,"Aleea Gheorghiu Nr. 836 Bl. 42  Sc. 42 Ap. 301, Baciu, 324099",Sibiu,0726 559 856,d7:26:86:d8:42:fc,107.228.137.112,Manager Banca
Ovidiu,Diaconescu,2620129350075,1942-03-03,"Soseaua Iris Georgescu, Jibou, 623508",Maramureș,0722 669 375,48:02:aa:eb:bc:d8,104.63.128.33,Conducator Antrepriza Constructii-Montaj
Bianca,Diaconescu,8630604220426,1986-06-04,"Soseaua Ica Florea Nr. 320, Siret, 433977",Sibiu,0253 518 194,d7:f0:3e:b8:34:ce,191.59.190.171,Inspector General Penitenciare
Despina,Dobre,3931126406893,1960-10-15,"Strada Silvana Barbu, Modelu, 835591",Bacău,0233 742 924,88:b1:c1:0d:61:49,111.168.137.170,Electrician Constructor Montator Aparataj Si Cabluri De Joasa Tensiune
Robertina,Dobre,4720318211857,1922-04-01,"Strada Pușcașu Nr. 72 Bl. 48  Sc. 38 Ap. 745, Anina, 786992",Timiș,0265 492 759,d3:06:b1:3e:82:16,54.62.219.114,Chevrasames
Rareș,Gheorghiu,3650929133152,1943-07-25,"Drumul Florea Nr. 330 Bl. 59  Sc. 27 Ap. 304, Suceava, 733461",Dolj,0247 967 436,e8:9c:54:5f:e6:f1,90.101.50.110,Asistent De Cercetare In Prelucrari Plastice Si Tratamente Termice
Albert,Gheorghiu,2311011453190,1924-06-18,"Bulevardul Georgescu Nr. 436 Bl. 35  Sc. 92 Ap. 508, Galati, 663527",Bacău,0247 577 224,0f:a3:a7:21:2e:1e,189.80.33.157,Laminator De Bandaje Si Discuri
Zenobia,Nistor,8920506256034,2011-06-29,"Aleea Marin Nr. 88, Brasov, 241743",Alba,0234 889 017,70:ee:5b:95:25:c0,103.206.226.111,Ajutor Sef Brigada In Constructii
Iustin,Albu,4550514079600,1976-02-25,"Soseaua Diaconu Nr. 25, Reghin, 146171",Cluj,0244 279 860,11:e3:5f:fd:b0:37,211.71.133.198,Referent De Specialitate Microbiolog
Dora,Ionescu,5080513150972,1976-07-09,"Aleea Ioniță Nr. 759 Bl. 26  Sc. 39 Ap. 215, Deta, 726716",Brașov,0766 498 949,04:22:70:66:c8:0e,124.44.235.140,Urbanist
Vincențiu,Popa,1910919289506,1995-09-14,"Bulevardul Maria Suciu Nr. 982, Lumina, 150197",Tulcea,0243 490 685,e4:1d:b4:4a:05:85,20.190.117.53,Confectioner Manual In Metaloplastie
Emanuel,Eftimie,2410824208029,1956-08-08,"Bulevardul Oprea Nr. 144, Alesd, 663313",Vaslui,0760 286 526,27:26:7b:2c:f1:e9,184.166.22.104,Confectioner Placi Izolatoare
Marcela,Stănescu,1181119184391,1970-10-03,"Soseaua Ionela Georgescu Nr. 96 Bl. 73  Sc. 22 Ap. 234, Caransebes, 361065",Iași,0729 068 253,29:ab:cc:7a:37:d4,67.127.211.223,Operator Curatitor Chimic
Roxelana,Ababei,1630917056915,1952-07-30,"Strada Georgescu Nr. 544, Vaslui, 321339",Hunedoara,0732 113 981,02:8a:e0:d6:ae:a7,158.218.253.63,"Pilot De Mare Larga, Pilot De Port Maritim"
Mălina,Gheorghiu,4540114268958,1922-08-02,"Drumul Dima, Huedin, 157312",Constanța,0732 123 978,ab:f8:ef:e2:03:a2,43.179.148.156,Operator Productie Rtv
Mădălin,Toma,1530220190883,1955-04-18,"Drumul Aanei Nr. 933, Simleu Silvaniei, 502484",Hunedoara,0248 481 667,f1:32:44:68:32:0a,92.237.179.158,Devulcanizator Regenerare Cauciuc
Tatiana,Diaconu,3670308087777,1970-04-02,"Aleea Ababei Nr. 678 Bl. 83  Sc. 37 Ap. 797, Pechea, 423365",Buzău,0258 611 000,66:32:44:49:d1:08,58.157.200.218,Presedinte Institutie Publica
Ștefania,Marin,7290724038291,1975-10-09,"Soseaua Niță, Marginea, 104258",Olt,0263 524 232,9e:f2:eb:b2:43:20,96.226.73.57,Maestru Studii Canto
Victoria,Dinu,2640729378558,2012-05-19,"Bulevardul Veta Georgescu Nr. 568 Bl. 61  Sc. 14 Ap. 711, Ruscova, 251810",Prahova,0242 865 967,e4:f5:f5:1c:68:13,106.209.106.192,Auditor Energetic Pentru Cladiri
Bartolomeu,Voinea,3500801404726,1938-02-13,"Aleea Popa Nr. 45 Bl. 39  Sc. 82 Ap. 664, Otelu Rosu, 717936",Alba,0268 625 423,a9:c8:bb:59:99:e4,43.190.70.143,Crescator-Ingrijitor De Animale De Laborator
Demetra,Diaconu,7660624295155,1924-07-21,"Strada Dinu Nr. 797, Siret, 417013",Călărași,0725 051 804,51:27:c5:0d:e2:cd,175.78.55.105,Inginer Chimist
Teodor,Cristea,6740508141979,1966-06-28,"Aleea Dinu Nr. 79 Bl. 36  Sc. 37 Ap. 849, Vicovu de Sus, 814191",Dâmbovița,0235 233 769,4d:08:18:56:01:46,20.116.63.103,"Finisor Textile (Vopsitor, Imprimeur)"
Xenia,Preda,7490207171831,2009-05-21,"Drumul Teofil Stănescu, Dancu, 999828",Timiș,0731 175 851,27:68:98:7e:ee:69,205.216.79.231,Comandant Unic Aviatie
Edgar,Cristea,8760904147211,1993-01-02,"Soseaua Albu, Craiova, 890370",Caraș Severin,0736 042 149,ed:79:5b:ec:87:5a,50.179.69.47,Psiholog In Specialitatea Psihoterapie
Valentina,Toma,8710708138399,1923-07-12,"Drumul Pătru Niță Nr. 129, Matca, 222043",Constanța,0723 602 756,86:21:79:8f:a9:03,45.17.217.186,Expert Informatii Pentru Afaceri
Anda,Marin,6050720138026,1943-11-27,"Soseaua Ababei Nr. 13 Bl. 12  Sc. 40 Ap. 159, Timisoara, 999812",Vrancea,0727 703 533,94:77:88:c2:5f:08,10.193.135.185,Montor Imagine
Letiția,Barbu,8980314378928,1948-12-11,"Soseaua Nistor Nr. 75, Oltenita, 516633",Mureș,0264 804 450,64:0d:08:6e:a7:aa,62.37.37.145,Slefuitor-Granulator
Amanda,Tudor,6911227178427,1918-05-13,"Bulevardul Ionescu Nr. 75, Brasov, 554127",Bistrița-Năsăud,0725 464 905,2c:09:f3:e8:51:c6,84.249.66.212,Electronist Telecomunicatii
Alex,Georgescu,7761012276245,1950-09-07,"Aleea Lucrețiu Nistor Nr. 86 Bl. 75  Sc. 55 Ap. 337, Rosu, 252951",București,0725 516 587,b5:fb:6a:2a:f0:46,114.249.4.165,Antrenor Cabaline
Ionică,Eftimie,8601031351216,1988-10-20,"Soseaua Georgiana Aanei Nr. 59, Borsa, 869568",Suceava,0245 538 645,99:88:32:95:0b:15,136.39.82.63,Sef Sectie Industrie Prelucratoare
Ionelia,Dobre,7560901033883,2009-08-14,"Bulevardul Ernest Nistor Nr. 57 Bl. 74  Sc. 76 Ap. 593, Timisoara, 151644",Dâmbovița,0234 190 991,5c:47:ee:a3:01:3f,8.145.251.158,Inginer-Sef Car Reportaj
Axenia,Aanei,2310208469615,1993-09-10,"Soseaua Tomescu Nr. 99, Seini, 384151",Galați,0762 420 562,11:f3:49:4b:e0:27,179.152.174.202,Delaborator Munitie
Mircea,Nistor,5420301119716,1919-11-27,"Intrarea Ina Diaconu Nr. 909 Bl. 47  Sc. 73 Ap. 488, Ploiesti, 911601",Ialomița,0255 910 888,63:af:58:0d:a7:7a,77.241.225.228,Expert Elaborare-Evaluare Documentatii Achizitii Investitionale
Teodor,Stănescu,1370212354020,2022-03-30,"Bulevardul Gheorghiu Nr. 54 Bl. 73  Sc. 34 Ap. 411, Baciu, 540545",Teleorman,021 053 2206,ad:36:a2:d3:c4:42,15.24.108.202,Maestru Acordor Pian Clavecin
Dumitru,Stănescu,2061008071199,1979-06-17,"Intrarea Nistor Nr. 24, Resita, 974771",Vrancea,0750 844 523,fa:d3:cc:03:2e:47,215.148.102.58,Referent Transmitere
Edgar,Dochioiu,1300527301806,1955-05-29,"Strada Vladimir Cristea Nr. 353, Balan, 410260",Ilfov,0261 293 888,a4:e0:a8:bf:ae:21,15.46.63.141,Stivuitorist
